title,Fdc1 @ 350 K,,,,,,,
plot_type,multi-line,,,,,,,
x_label,Time (ns),,,,,,,
y_label,Secondary structure (%),,,,,,,
x_unit,ns,,,,,,,
y_unit,%,,,,,,,
color,#000000,#FD5200,#0000FF,#FF8000,#68D2FB,#000080,#009F00,#800080
label,None,Parallel Beta-sheet,Anti Beta-sheet,3-10 helix,Alpha helix,Pi(3-14) helix,Turn,Bend
axis_x,axis_y,axis_y,axis_y,axis_y,axis_y,axis_y,axis_y,axis_y
2.398,0.24458,0.06114,0.13215,0.03452,0.20907,0.00493,0.16075,0.1568
2.4,0.23471,0.06114,0.13905,0.02761,0.19724,0.00493,0.18935,0.1499
2.402,0.24458,0.06213,0.13314,0.03649,0.20907,0,0.16765,0.15089
2.404,0.24359,0.06016,0.13412,0.0286,0.20118,0,0.19329,0.143
2.406,0.24951,0.06114,0.12525,0.0217,0.21992,0,0.16765,0.15878
2.408,0.24458,0.0572,0.13018,0.03748,0.21203,0.00493,0.16075,0.1568
2.41,0.24359,0.06114,0.13314,0.0286,0.21992,0,0.1716,0.14596
2.412,0.23274,0.05917,0.13116,0.0286,0.21499,0,0.1854,0.15187
2.414,0.23964,0.06706,0.12525,0.03452,0.21598,0.00493,0.16963,0.14694
2.416,0.25345,0.05917,0.12525,0.03452,0.20513,0.00493,0.18047,0.14103
2.418,0.2426,0.06114,0.13116,0.03057,0.22091,0.00493,0.16272,0.1499
2.42,0.23964,0.05917,0.13314,0.03057,0.21006,0,0.1854,0.14596
2.422,0.25049,0.05227,0.13018,0.03649,0.21893,0,0.16272,0.15286
2.424,0.23866,0.06213,0.12821,0.04043,0.19724,0.00493,0.17554,0.1568
2.426,0.23471,0.06016,0.13116,0.03057,0.21203,0.00493,0.18047,0.1499
2.428,0.2574,0.06114,0.12525,0.02367,0.22387,0,0.16667,0.14596
2.43,0.23176,0.0641,0.13609,0.04339,0.20513,0,0.16864,0.15483
2.432,0.25049,0.06213,0.11834,0.02663,0.22485,0.00493,0.15878,0.15779
2.434,0.24951,0.0641,0.1213,0.04142,0.21992,0.00493,0.14497,0.15779
2.436,0.24655,0.05917,0.12821,0.04241,0.21105,0.00493,0.16469,0.14694
2.438,0.25542,0.05325,0.12525,0.02367,0.21696,0.00493,0.16765,0.1568
2.44,0.24063,0.06114,0.13018,0.02761,0.22387,0.00493,0.15779,0.15779
2.442,0.24359,0.06312,0.12525,0.02465,0.21105,0.00493,0.17258,0.15878
2.444,0.25049,0.06312,0.12327,0.03649,0.20809,0.00493,0.16864,0.14892
2.446,0.25542,0.05523,0.12032,0.03748,0.21302,0,0.16765,0.15483
2.448,0.2426,0.06114,0.12821,0.03057,0.21302,0,0.17456,0.15385
2.45,0.2574,0.06016,0.11637,0.04734,0.21203,0,0.15976,0.15089
2.452,0.24458,0.06312,0.12919,0.02663,0.20414,0,0.18146,0.15483
2.454,0.23964,0.06213,0.13018,0.03057,0.20217,0,0.18836,0.15089
2.456,0.25247,0.06607,0.12032,0.03254,0.21598,0,0.16667,0.1499
2.458,0.24162,0.06312,0.13116,0.02761,0.20513,0.00493,0.17357,0.1568
2.46,0.24655,0.06016,0.13215,0.02761,0.20316,0,0.18146,0.15286
2.462,0.23964,0.06607,0.12821,0.0286,0.20118,0,0.19231,0.14793
2.464,0.24655,0.06312,0.12229,0.04438,0.20907,0,0.16075,0.15779
2.466,0.24162,0.0641,0.13215,0.02071,0.21696,0,0.1854,0.143
2.468,0.24556,0.06114,0.13609,0.03452,0.20611,0.00592,0.16765,0.14694
2.47,0.25444,0.05819,0.12821,0.02663,0.21696,0.00493,0.16864,0.14596
2.472,0.25049,0.05621,0.13116,0.03353,0.20907,0,0.16963,0.15385
2.474,0.24458,0.06114,0.12821,0.03748,0.21302,0.00493,0.16568,0.14892
2.476,0.24753,0.06706,0.11933,0.03254,0.22189,0,0.16272,0.15286
2.478,0.24655,0.05424,0.12919,0.03353,0.20513,0.00493,0.17751,0.15286
2.48,0.24359,0.05819,0.13215,0.02564,0.21006,0.00493,0.16765,0.16174
2.482,0.24556,0.06016,0.12821,0.03748,0.21499,0,0.16075,0.1568
2.484,0.23964,0.06016,0.12821,0.03057,0.20414,0.00493,0.1716,0.16469
2.486,0.24063,0.06213,0.12623,0.02367,0.22091,0.00493,0.16667,0.15878
2.488,0.2426,0.06213,0.13018,0.02959,0.22781,0,0.15483,0.1568
2.49,0.24852,0.0572,0.13511,0.03156,0.20513,0,0.17653,0.1499
2.492,0.24458,0.06706,0.13412,0.02761,0.21203,0,0.17258,0.14596
2.494,0.23964,0.06016,0.13609,0.03057,0.20907,0.00493,0.16075,0.16272
2.496,0.2426,0.06509,0.13116,0.02663,0.20414,0.00493,0.17554,0.15385
2.498,0.24063,0.06213,0.13708,0.03649,0.21006,0.00493,0.16272,0.1499
2.5,0.22781,0.06114,0.14004,0.0286,0.21992,0,0.15878,0.16765
2.502,0.23767,0.06016,0.14004,0.02959,0.214,0,0.16963,0.15286
2.504,0.23471,0.06607,0.13905,0.03353,0.21006,0,0.17456,0.14596
2.506,0.24655,0.06213,0.12722,0.0286,0.21302,0.00493,0.15976,0.16174
2.508,0.24063,0.06509,0.12821,0.02465,0.20809,0,0.17751,0.15976
2.51,0.24951,0.05621,0.13412,0.03945,0.21302,0,0.16174,0.1499
2.512,0.2574,0.06114,0.12722,0.02959,0.21696,0,0.17456,0.13708
2.514,0.2426,0.06312,0.13314,0.03254,0.22485,0,0.15878,0.14892
2.516,0.23274,0.06312,0.13807,0.0286,0.21006,0.00493,0.16765,0.15878
2.518,0.24753,0.0572,0.13807,0.03452,0.2071,0.00493,0.16469,0.1499
2.52,0.25049,0.05621,0.12426,0.03057,0.20611,0.00493,0.16864,0.16272
2.522,0.23373,0.06509,0.13412,0.02663,0.21006,0.00493,0.17653,0.15286
2.524,0.23767,0.06016,0.13314,0.03353,0.22288,0.00493,0.16272,0.14892
2.526,0.2426,0.06805,0.12623,0.04043,0.20907,0.00493,0.16075,0.15187
2.528,0.25542,0.05917,0.12525,0.02465,0.22387,0,0.16174,0.15385
2.53,0.24951,0.06805,0.12327,0.02367,0.21893,0,0.1716,0.14892
2.532,0.25049,0.06213,0.12919,0.03945,0.20907,0,0.16469,0.14892
2.534,0.24753,0.05621,0.13215,0.03156,0.214,0.00493,0.16174,0.15582
2.536,0.24458,0.05819,0.13609,0.03057,0.214,0,0.17258,0.14793
2.538,0.24852,0.05621,0.13116,0.02663,0.21893,0.00493,0.17456,0.143
2.54,0.24556,0.05621,0.13609,0.03748,0.21696,0,0.16371,0.14793
2.542,0.25247,0.05128,0.13511,0.02268,0.2071,0,0.1854,0.1499
2.544,0.24359,0.05917,0.13511,0.03254,0.21105,0,0.17456,0.14793
2.546,0.24753,0.05917,0.12426,0.04536,0.20809,0,0.16075,0.15878
2.548,0.25148,0.0641,0.12525,0.03452,0.20513,0,0.17949,0.14398
2.55,0.24359,0.06213,0.13116,0.0355,0.21302,0.00493,0.15582,0.15779
2.552,0.23669,0.06213,0.13609,0.02663,0.21598,0,0.1716,0.15483
2.554,0.23767,0.0572,0.13314,0.03846,0.21203,0,0.16568,0.15976
2.556,0.25542,0.06016,0.12722,0.03156,0.20217,0,0.17258,0.15483
2.558,0.2426,0.0641,0.13215,0.04043,0.20907,0,0.16864,0.14694
2.56,0.24852,0.06213,0.12722,0.03156,0.21006,0.00493,0.17258,0.14694
2.562,0.25345,0.05523,0.12919,0.0286,0.21203,0,0.17554,0.1499
2.564,0.24556,0.0641,0.13116,0.02959,0.21105,0,0.17554,0.14694
2.566,0.24753,0.06213,0.12821,0.02071,0.21598,0,0.16963,0.15976
2.568,0.23274,0.06213,0.14201,0.03649,0.22091,0,0.15582,0.15385
2.57,0.23669,0.06213,0.13708,0.03057,0.21499,0,0.16371,0.15878
2.572,0.24556,0.06213,0.13116,0.03254,0.21499,0.00493,0.16469,0.14793
2.574,0.23669,0.05523,0.14201,0.03353,0.214,0,0.16667,0.15582
2.576,0.25247,0.05621,0.13116,0.02367,0.22189,0.00493,0.15878,0.15483
2.578,0.23373,0.06213,0.13511,0.02663,0.21105,0,0.17061,0.16469
2.58,0.24951,0.06016,0.13215,0.02564,0.21696,0.00493,0.16469,0.1499
2.582,0.25444,0.05523,0.12623,0.03649,0.21795,0,0.16568,0.14793
2.584,0.2426,0.06114,0.12821,0.02959,0.2071,0.00493,0.17357,0.1568
2.586,0.24556,0.06114,0.13511,0.03452,0.21006,0.00493,0.15976,0.15286
2.588,0.24655,0.05523,0.13412,0.02465,0.21893,0,0.16469,0.15976
2.59,0.23964,0.0572,0.13609,0.03846,0.22288,0,0.15286,0.1568
2.592,0.23669,0.06114,0.13314,0.03353,0.21006,0,0.16765,0.16174
2.594,0.2426,0.06114,0.13511,0.0355,0.21006,0,0.16765,0.15187
2.596,0.23964,0.05424,0.14103,0.02761,0.21499,0,0.17653,0.1499
2.598,0.23669,0.06114,0.13215,0.03748,0.21105,0,0.16272,0.16272
2.6,0.23866,0.05917,0.13807,0.03254,0.20217,0,0.18343,0.1499
2.602,0.23176,0.06312,0.13215,0.03353,0.20611,0,0.17061,0.16667
2.604,0.24162,0.06509,0.13905,0.02761,0.20513,0.00493,0.18442,0.13609
2.606,0.25049,0.05523,0.12919,0.03254,0.19428,0,0.18836,0.15385
2.608,0.2426,0.06213,0.13905,0.02268,0.19527,0,0.19132,0.15089
2.61,0.25641,0.06213,0.1213,0.03353,0.20907,0,0.17357,0.14793
2.612,0.24655,0.06016,0.13018,0.02465,0.21992,0,0.17456,0.14793
2.614,0.24951,0.06114,0.12821,0.04142,0.20809,0,0.15976,0.15582
2.616,0.24162,0.05917,0.13215,0.03156,0.20907,0,0.17751,0.15286
2.618,0.25345,0.05227,0.13116,0.03748,0.20316,0,0.16371,0.16272
2.62,0.25148,0.05621,0.12919,0.03156,0.214,0,0.17357,0.14793
2.622,0.25641,0.0572,0.13708,0.02761,0.21696,0.00493,0.15089,0.15286
2.624,0.24359,0.05128,0.13905,0.02761,0.21696,0,0.16667,0.15878
2.626,0.24458,0.06016,0.13511,0.02663,0.22091,0.00493,0.16075,0.15089
2.628,0.24951,0.06312,0.12623,0.03254,0.21696,0,0.16667,0.14892
2.63,0.23767,0.05917,0.13807,0.02564,0.20809,0,0.17357,0.16174
2.632,0.23866,0.06607,0.13215,0.04931,0.21105,0.00493,0.15089,0.15089
2.634,0.24753,0.05819,0.13116,0.0355,0.2071,0.00493,0.16371,0.15582
2.636,0.2574,0.0503,0.12919,0.02465,0.214,0,0.17554,0.15286
2.638,0.23373,0.06016,0.13708,0.03353,0.20809,0.00493,0.16667,0.15976
2.64,0.24359,0.05819,0.13018,0.03156,0.20513,0,0.17751,0.15779
2.642,0.24063,0.05917,0.13511,0.03156,0.20513,0,0.18146,0.15089
2.644,0.24458,0.05523,0.13708,0.03452,0.21499,0,0.16272,0.15483
2.646,0.24458,0.0641,0.12426,0.02268,0.21696,0.00493,0.16371,0.16272
2.648,0.24852,0.06114,0.13116,0.0217,0.22288,0,0.16075,0.15779
2.65,0.23866,0.05917,0.13412,0.03353,0.21105,0,0.16371,0.16371
2.652,0.24655,0.05424,0.13511,0.0355,0.21006,0.00493,0.16963,0.14793
2.654,0.25542,0.0572,0.13215,0.02761,0.20316,0.00493,0.18047,0.143
2.656,0.24162,0.05917,0.13018,0.02465,0.20907,0,0.18146,0.15779
2.658,0.23964,0.0572,0.13708,0.03156,0.20809,0.00493,0.1716,0.15385
2.66,0.24359,0.06016,0.13215,0.02465,0.20907,0.00493,0.18047,0.14892
2.662,0.25345,0.05325,0.12821,0.02663,0.21795,0,0.1716,0.15286
2.664,0.23866,0.05523,0.13708,0.01183,0.21105,0.00493,0.18343,0.16174
2.666,0.23866,0.06114,0.12525,0.02663,0.2288,0.00493,0.16075,0.15779
2.668,0.2426,0.05523,0.13314,0.0286,0.19921,0.00493,0.19034,0.1499
2.67,0.24458,0.05819,0.12919,0.02564,0.22189,0,0.1716,0.15286
2.672,0.23866,0.0641,0.13314,0.02761,0.21302,0.00493,0.16765,0.15483
2.674,0.24162,0.05325,0.13905,0.02367,0.20809,0,0.18343,0.15483
2.676,0.25148,0.05325,0.12919,0.0217,0.21696,0,0.16963,0.16174
2.678,0.24852,0.05128,0.13215,0.02465,0.22288,0.00493,0.15089,0.16864
2.68,0.25148,0.05917,0.12722,0.02663,0.20907,0,0.18639,0.14398
2.682,0.24951,0.06114,0.12525,0.01775,0.20809,0.00493,0.1716,0.16568
2.684,0.23866,0.05917,0.13609,0.03254,0.20118,0.00493,0.18047,0.15089
2.686,0.25444,0.05621,0.12722,0.03748,0.20217,0.00986,0.15582,0.16075
2.688,0.2357,0.06607,0.13116,0.0217,0.2071,0.00493,0.18047,0.1568
2.69,0.23767,0.05917,0.13018,0.02959,0.20118,0.00493,0.18047,0.16075
2.692,0.23077,0.06903,0.13412,0.02761,0.2071,0.00493,0.17258,0.15779
2.694,0.24359,0.06213,0.12919,0.02564,0.214,0.00493,0.1785,0.14596
2.696,0.2357,0.06016,0.13314,0.03254,0.21105,0.00493,0.16371,0.16272
2.698,0.24063,0.06213,0.13511,0.03748,0.21203,0.00493,0.1568,0.15483
2.7,0.23767,0.0641,0.13314,0.02663,0.21499,0.00493,0.16272,0.15976
2.702,0.24162,0.0572,0.13807,0.03748,0.21006,0,0.16963,0.1499
2.704,0.24556,0.06213,0.13116,0.03156,0.21203,0,0.16075,0.16075
2.706,0.24951,0.06213,0.12426,0.02465,0.214,0.00493,0.16371,0.16075
2.708,0.24951,0.0641,0.12426,0.02071,0.22189,0,0.17653,0.14694
2.71,0.24063,0.05819,0.13807,0.03452,0.21795,0,0.16864,0.14596
2.712,0.23767,0.06607,0.13018,0.02268,0.21893,0.00493,0.16667,0.1568
2.714,0.24655,0.05325,0.13807,0.04142,0.20513,0,0.16667,0.15286
2.716,0.24556,0.06016,0.13412,0.02663,0.2071,0.00493,0.17357,0.15187
2.718,0.24556,0.05523,0.13116,0.03254,0.20316,0.00493,0.18245,0.14892
2.72,0.25838,0.05128,0.13708,0.02663,0.20809,0.00493,0.17751,0.14004
2.722,0.24655,0.06312,0.13215,0.04339,0.19921,0.00493,0.16864,0.14596
2.724,0.24556,0.06016,0.13609,0.02959,0.21302,0.00493,0.16963,0.14497
2.726,0.2426,0.06312,0.13708,0.03156,0.20513,0,0.18146,0.143
2.728,0.23964,0.0572,0.13314,0.0286,0.20513,0.00493,0.18738,0.14793
2.73,0.23767,0.0641,0.13412,0.02367,0.21598,0,0.18738,0.14103
2.732,0.24162,0.06016,0.13412,0.0217,0.20611,0,0.19231,0.14793
2.734,0.24753,0.06114,0.12919,0.02564,0.20217,0.00493,0.18245,0.15089
2.736,0.2426,0.05917,0.13412,0.0355,0.22288,0,0.16174,0.14793
2.738,0.23669,0.0641,0.13018,0.03353,0.21105,0,0.18442,0.14398
2.74,0.24655,0.0572,0.13314,0.02761,0.2288,0,0.16963,0.14103
2.742,0.25148,0.06312,0.11637,0.02959,0.21203,0,0.1785,0.15286
2.744,0.24458,0.05819,0.13609,0.03353,0.21302,0.00493,0.16371,0.1499
2.746,0.24753,0.05917,0.13215,0.02367,0.22584,0.00493,0.16174,0.14892
2.748,0.24753,0.05917,0.13511,0.02367,0.22387,0.00493,0.16667,0.143
2.75,0.24359,0.0641,0.13018,0.02465,0.21598,0.00493,0.1716,0.14892
2.752,0.23866,0.06312,0.13412,0.03846,0.19724,0.00493,0.18047,0.14694
2.754,0.24655,0.05917,0.13511,0.03156,0.20414,0.00493,0.16963,0.15286
2.756,0.25444,0.06213,0.12919,0.01479,0.22682,0.00493,0.16667,0.14497
2.758,0.23077,0.06312,0.13412,0.04142,0.19822,0,0.17554,0.16075
2.76,0.25049,0.0572,0.13116,0.03057,0.21696,0,0.17357,0.14398
2.762,0.24162,0.05819,0.13314,0.02367,0.21105,0.00493,0.18047,0.15089
2.764,0.24063,0.06114,0.12919,0.02959,0.21105,0.00493,0.17554,0.15187
2.766,0.24162,0.06509,0.12919,0.02465,0.19921,0.00493,0.18935,0.1499
2.768,0.23866,0.06114,0.13609,0.01775,0.21499,0.00493,0.1785,0.15187
2.77,0.24753,0.06213,0.13018,0.02959,0.21006,0.00493,0.17258,0.14694
2.772,0.2574,0.05325,0.12229,0.01775,0.21006,0.00493,0.18245,0.15582
2.774,0.24556,0.05819,0.12919,0.03254,0.21499,0.00493,0.1499,0.16864
2.776,0.24655,0.05917,0.12821,0.04931,0.19921,0.00493,0.16963,0.14694
2.778,0.23669,0.06213,0.13018,0.03254,0.21696,0,0.17456,0.15089
2.78,0.24753,0.05621,0.12919,0.04043,0.214,0,0.15878,0.15779
2.782,0.24753,0.05523,0.13116,0.02959,0.20414,0.00493,0.17949,0.15187
2.784,0.23471,0.06312,0.13314,0.03649,0.20316,0.00493,0.16864,0.15976
2.786,0.24458,0.06312,0.13116,0.02663,0.20611,0,0.1785,0.15385
2.788,0.24162,0.06213,0.14004,0.0355,0.21203,0.00493,0.16765,0.14004
2.79,0.23767,0.05917,0.13116,0.02465,0.20414,0.00493,0.18639,0.15582
2.792,0.24063,0.06213,0.13018,0.03156,0.19921,0,0.18343,0.1568
2.794,0.24951,0.05917,0.12919,0.02663,0.23176,0.00493,0.15483,0.14793
2.796,0.24951,0.06903,0.12426,0.03254,0.21499,0.00493,0.15878,0.1499
2.798,0.23767,0.06312,0.12919,0.03452,0.20316,0.00986,0.17653,0.1499
2.8,0.24162,0.06509,0.12426,0.0217,0.20513,0,0.1854,0.16075
2.802,0.24556,0.06312,0.12426,0.02465,0.20414,0,0.18935,0.15286
2.804,0.24458,0.06114,0.13018,0.02564,0.2288,0,0.16765,0.14596
2.806,0.2426,0.05325,0.13807,0.03649,0.20316,0,0.18343,0.14694
2.808,0.25345,0.05621,0.13018,0.03057,0.2071,0,0.18738,0.13905
2.81,0.2357,0.06213,0.13511,0.02465,0.21499,0,0.17751,0.15385
2.812,0.2357,0.05917,0.13412,0.02663,0.21006,0.00493,0.18343,0.1499
2.814,0.24556,0.0572,0.13116,0.03057,0.20907,0.00493,0.1716,0.15385
2.816,0.24162,0.0572,0.12821,0.02071,0.20414,0.00493,0.19034,0.1568
2.818,0.24458,0.06213,0.13215,0.02663,0.22387,0,0.16469,0.1499
2.82,0.24458,0.0572,0.14004,0.03156,0.20907,0,0.17456,0.14694
2.822,0.24655,0.05917,0.12821,0.02959,0.20513,0,0.17554,0.15976
2.824,0.23866,0.06213,0.13609,0.04043,0.20118,0,0.17258,0.15286
2.826,0.24852,0.05325,0.13412,0.02564,0.21302,0.00493,0.16765,0.1568
2.828,0.25148,0.05917,0.12722,0.03254,0.214,0,0.16864,0.15089
2.83,0.23767,0.06706,0.12525,0.03945,0.20414,0.00493,0.1716,0.15385
2.832,0.24556,0.05523,0.13708,0.02465,0.21006,0.00493,0.17653,0.1499
2.834,0.23077,0.06607,0.13807,0.03353,0.22189,0.00493,0.15187,0.1568
2.836,0.2357,0.06114,0.13215,0.02367,0.22387,0.00493,0.16272,0.15976
2.838,0.2357,0.06312,0.14004,0.02465,0.22189,0,0.16469,0.15385
2.84,0.24162,0.06509,0.13215,0.03353,0.20907,0,0.17751,0.14497
2.842,0.24458,0.05917,0.13215,0.04043,0.21302,0.00493,0.15582,0.15385
2.844,0.2357,0.06312,0.13412,0.02465,0.20809,0.00493,0.16963,0.16371
2.846,0.24458,0.06213,0.12623,0.02761,0.21992,0.00493,0.16469,0.15385
2.848,0.24063,0.06016,0.13412,0.03057,0.21795,0,0.16864,0.15187
2.85,0.24655,0.05523,0.13314,0.0217,0.21006,0.00493,0.17061,0.16174
2.852,0.24753,0.05917,0.12327,0.03057,0.20907,0,0.17751,0.1568
2.854,0.23471,0.06509,0.13511,0.01479,0.22288,0,0.17949,0.15187
2.856,0.25049,0.06114,0.12722,0.02071,0.21696,0.00493,0.17653,0.14596
2.858,0.2426,0.06312,0.12919,0.03748,0.21105,0,0.15878,0.16174
2.86,0.23669,0.06509,0.13511,0.02959,0.2071,0,0.18245,0.14793
2.862,0.22781,0.06509,0.13412,0.03057,0.21598,0.00493,0.16864,0.1568
2.864,0.24951,0.05917,0.12327,0.02959,0.21893,0.00493,0.16469,0.15385
2.866,0.24753,0.06213,0.1213,0.02761,0.20611,0.00493,0.17258,0.16174
2.868,0.24556,0.0572,0.12623,0.03353,0.19921,0,0.18343,0.15878
2.87,0.24359,0.05819,0.12722,0.03057,0.214,0.00592,0.16469,0.15976
2.872,0.25148,0.04931,0.13511,0.0217,0.20809,0.00493,0.17949,0.15385
2.874,0.23964,0.06213,0.13116,0.02663,0.21203,0.00493,0.18047,0.14694
2.876,0.24655,0.05523,0.12722,0.03353,0.20316,0.00493,0.18047,0.15286
2.878,0.25148,0.05227,0.13412,0.04043,0.19724,0.00493,0.17061,0.15286
2.88,0.24162,0.06114,0.12919,0.0217,0.21598,0.00493,0.16963,0.15976
2.882,0.23866,0.05917,0.13609,0.03057,0.21795,0.00493,0.16371,0.15286
2.884,0.24556,0.0572,0.12623,0.0217,0.20118,0,0.18639,0.16568
2.886,0.23866,0.05325,0.14103,0.0286,0.2002,0.00493,0.18146,0.15582
2.888,0.25049,0.0572,0.12919,0.02761,0.214,0.00592,0.16667,0.15286
2.89,0.25444,0.05325,0.13708,0.0286,0.21696,0.00493,0.16075,0.14793
2.892,0.24655,0.05128,0.13511,0.04043,0.19034,0.00493,0.17653,0.15878
2.894,0.23767,0.0641,0.13511,0.02959,0.22584,0,0.16174,0.1499
2.896,0.24852,0.06312,0.12821,0.0286,0.20809,0.00493,0.1716,0.15089
2.898,0.24458,0.05523,0.13708,0.02465,0.22485,0,0.17258,0.14497
2.9,0.25542,0.05128,0.13314,0.02465,0.21006,0,0.19132,0.13807
2.902,0.23866,0.05819,0.13314,0.02663,0.21795,0,0.17456,0.15483
2.904,0.23471,0.06016,0.14004,0.01775,0.21992,0.00493,0.17357,0.15286
2.906,0.24359,0.06706,0.12821,0.0355,0.21696,0,0.16272,0.1499
2.908,0.23274,0.06213,0.13807,0.02761,0.214,0.00493,0.16667,0.15779
2.91,0.23767,0.05523,0.13807,0.02761,0.2071,0,0.1854,0.15286
2.912,0.24951,0.05523,0.13314,0.0286,0.20907,0.00493,0.16765,0.15582
2.914,0.2426,0.06114,0.13215,0.02367,0.21105,0,0.18047,0.15286
2.916,0.2426,0.0572,0.13708,0.02959,0.2002,0.00493,0.18343,0.14892
2.918,0.24359,0.06213,0.13314,0.02663,0.19625,0.00493,0.18047,0.1568
2.92,0.24063,0.0572,0.13807,0.02367,0.21302,0,0.17653,0.15483
2.922,0.2357,0.05523,0.143,0.03254,0.21598,0,0.17258,0.14892
2.924,0.2426,0.05917,0.13609,0.02761,0.214,0,0.17554,0.14892
2.926,0.23471,0.05917,0.13609,0.02367,0.20907,0,0.19034,0.15089
2.928,0.23964,0.06114,0.13708,0.02663,0.22387,0,0.16667,0.14892
2.93,0.23964,0.06312,0.13609,0.0217,0.21105,0.00493,0.1785,0.14892
2.932,0.23964,0.05819,0.13807,0.02071,0.22584,0.00493,0.16371,0.15286
2.934,0.24852,0.05523,0.13511,0.02663,0.214,0,0.16765,0.1568
2.936,0.24063,0.06213,0.13807,0.02761,0.21795,0.00493,0.16568,0.14694
2.938,0.24556,0.06016,0.12821,0.03057,0.21499,0.00493,0.16568,0.15385
2.94,0.24852,0.05523,0.13609,0.02663,0.21499,0,0.17258,0.1499
2.942,0.23471,0.06312,0.13412,0.03254,0.2071,0,0.17751,0.15483
2.944,0.23274,0.05917,0.13708,0.03649,0.20611,0.00493,0.18442,0.143
2.946,0.24852,0.05424,0.13511,0.02071,0.21893,0,0.1785,0.14793
2.948,0.23964,0.05128,0.143,0.04142,0.20414,0,0.17751,0.14694
2.95,0.2426,0.06114,0.13511,0.02663,0.214,0,0.1785,0.14596
2.952,0.23471,0.06114,0.14004,0.03649,0.21203,0.00493,0.16174,0.15286
2.954,0.24458,0.05325,0.13807,0.03452,0.21203,0,0.17554,0.14596
2.956,0.23767,0.05917,0.13609,0.03353,0.21203,0,0.1716,0.15385
2.958,0.24753,0.06706,0.13018,0.02367,0.2071,0.00493,0.17751,0.14596
2.96,0.23866,0.06114,0.13215,0.03254,0.21105,0,0.18047,0.14793
2.962,0.24753,0.05325,0.13215,0.02959,0.21696,0.00493,0.16371,0.15582
2.964,0.24162,0.06016,0.13116,0.02071,0.21203,0.00493,0.17653,0.1568
2.966,0.24655,0.06114,0.13314,0.02761,0.21893,0,0.16568,0.15089
2.968,0.24359,0.05128,0.14398,0.03649,0.20414,0,0.17456,0.1499
2.97,0.24458,0.05917,0.13215,0.03156,0.21302,0,0.17554,0.14793
2.972,0.24753,0.0572,0.13412,0.02663,0.22091,0.00493,0.15483,0.15779
2.974,0.23767,0.06213,0.13018,0.02071,0.21696,0,0.17258,0.16371
2.976,0.24162,0.05621,0.13905,0.01775,0.22682,0.00493,0.16272,0.15483
2.978,0.24852,0.05917,0.13018,0.01775,0.22387,0,0.17456,0.1499
2.98,0.24556,0.06509,0.12722,0.03254,0.20611,0,0.18738,0.14004
2.982,0.2357,0.06114,0.13511,0.02663,0.21499,0.00493,0.16371,0.16174
2.984,0.24063,0.05917,0.13412,0.0286,0.2071,0.00493,0.17554,0.15385
2.986,0.23866,0.05917,0.13609,0.02959,0.20217,0.00493,0.18343,0.1499
2.988,0.24359,0.06114,0.13314,0.02367,0.21893,0.00493,0.16963,0.14892
2.99,0.24753,0.0572,0.12623,0.03353,0.19428,0.00493,0.18836,0.15187
2.992,0.24852,0.06509,0.12623,0.03452,0.20907,0.00493,0.16469,0.15089
2.994,0.24063,0.0641,0.12919,0.03057,0.20809,0,0.17554,0.15582
2.996,0.25444,0.05523,0.13018,0.03748,0.21203,0,0.16469,0.1499
2.998,0.23767,0.05819,0.13511,0.03649,0.2071,0.00493,0.17357,0.15089
3,0.24458,0.05917,0.13018,0.03353,0.214,0.00493,0.15976,0.15779
3.002,0.23767,0.05128,0.13807,0.03846,0.21696,0.00493,0.15976,0.1568
3.004,0.24458,0.05523,0.13511,0.0286,0.20316,0.00493,0.18836,0.14398
3.006,0.23767,0.06312,0.12821,0.02663,0.214,0.00493,0.18343,0.14596
3.008,0.23964,0.06114,0.12722,0.02959,0.21203,0.00592,0.16469,0.16371
3.01,0.24556,0.05917,0.13314,0.03846,0.20513,0.00493,0.16667,0.15089
3.012,0.24458,0.06114,0.12722,0.02564,0.21105,0,0.18343,0.15089
3.014,0.2426,0.06114,0.12919,0.02761,0.21992,0,0.17357,0.1499
3.016,0.24063,0.0641,0.12919,0.04241,0.22091,0.00493,0.15582,0.14596
3.018,0.24852,0.05917,0.12821,0.03057,0.21696,0.00493,0.16075,0.15483
3.02,0.24359,0.05917,0.13708,0.02465,0.2071,0,0.18343,0.14892
3.022,0.24852,0.05917,0.13215,0.02761,0.21203,0,0.17061,0.15385
3.024,0.24655,0.05917,0.13314,0.03057,0.214,0.00493,0.17258,0.143
3.026,0.23964,0.06114,0.14004,0.03156,0.21795,0,0.15483,0.15878
3.028,0.23866,0.05819,0.13807,0.03353,0.22091,0.00493,0.15089,0.15878
3.03,0.24951,0.05917,0.12525,0.03353,0.22781,0,0.15385,0.15483
3.032,0.2426,0.0572,0.13412,0.03156,0.21893,0.00592,0.1499,0.16371
3.034,0.24359,0.0572,0.13511,0.02367,0.21105,0.00493,0.17949,0.14892
3.036,0.25148,0.05523,0.13511,0.02959,0.23274,0,0.1568,0.143
3.038,0.24852,0.05523,0.12919,0.0355,0.19231,0.00493,0.18836,0.1499
3.04,0.25345,0.06114,0.12722,0.03452,0.22485,0,0.16174,0.14103
3.042,0.24852,0.05523,0.13314,0.02761,0.214,0,0.17653,0.14892
3.044,0.24063,0.05917,0.13215,0.04635,0.20809,0.00592,0.15187,0.15976
