title,Fdc1 @ 350 K,,,,,,,
plot_type,multi-line,,,,,,,
x_label,Time (ns),,,,,,,
y_label,Secondary structure (%),,,,,,,
x_unit,ns,,,,,,,
y_unit,%,,,,,,,
color,#000000,#FD5200,#0000FF,#FF8000,#68D2FB,#000080,#009F00,#800080
label,None,Parallel Beta-sheet,Anti Beta-sheet,3-10 helix,Alpha helix,Pi(3-14) helix,Turn,Bend
axis_x,axis_y,axis_y,axis_y,axis_y,axis_y,axis_y,axis_y,axis_y
8.138,0.25148,0.06016,0.13314,0.03353,0.2002,0,0.17357,0.15187
8.14,0.24458,0.06213,0.13314,0.03057,0.22091,0.00493,0.15385,0.15385
8.142,0.24458,0.05819,0.13905,0.03156,0.2002,0,0.17751,0.15286
8.144,0.24655,0.05917,0.13708,0.0355,0.19527,0.00493,0.16667,0.15878
8.146,0.2426,0.06607,0.13412,0.04438,0.19527,0.00493,0.17061,0.14596
8.148,0.23866,0.0572,0.13905,0.02465,0.19921,0.00493,0.18442,0.15582
8.15,0.24162,0.05917,0.13511,0.03254,0.2002,0,0.18343,0.15187
8.152,0.24359,0.05917,0.13511,0.03748,0.19428,0.00493,0.17554,0.15385
8.154,0.24951,0.05917,0.13116,0.02663,0.20809,0.00493,0.17554,0.14892
8.156,0.24556,0.05819,0.13018,0.02465,0.21499,0,0.17061,0.15976
8.158,0.25049,0.06114,0.13412,0.02663,0.20611,0.00493,0.17456,0.14596
8.16,0.24458,0.05523,0.13116,0.02367,0.20611,0,0.18442,0.15878
8.162,0.25641,0.0572,0.13314,0.03649,0.19527,0.00493,0.17949,0.14103
8.164,0.25148,0.06114,0.13018,0.0286,0.21696,0,0.16272,0.15286
8.166,0.24359,0.0641,0.13609,0.02663,0.20414,0,0.18343,0.14596
8.168,0.2426,0.06312,0.13215,0.03156,0.20513,0,0.16864,0.16075
8.17,0.24852,0.06312,0.13511,0.02367,0.20414,0.00493,0.19231,0.13215
8.172,0.25049,0.05621,0.13412,0.02367,0.19724,0,0.19231,0.1499
8.174,0.24458,0.06016,0.13708,0.03057,0.18836,0.00493,0.18639,0.15187
8.176,0.24063,0.06213,0.13609,0.0286,0.19921,0.00493,0.17258,0.15976
8.178,0.24655,0.05917,0.12919,0.03254,0.20414,0,0.1785,0.15385
8.18,0.24951,0.05325,0.13314,0.03057,0.19625,0,0.19231,0.14892
8.182,0.23866,0.06312,0.14103,0.0217,0.19822,0,0.1854,0.15582
8.184,0.23767,0.06312,0.14004,0.02367,0.20217,0,0.19034,0.14694
8.186,0.24359,0.06114,0.13609,0.0286,0.2071,0.00493,0.1716,0.15089
8.188,0.24951,0.05917,0.13511,0.03156,0.20414,0.00493,0.17258,0.14694
8.19,0.2426,0.05621,0.13905,0.01775,0.19724,0.00493,0.18245,0.16371
8.192,0.24753,0.05325,0.14201,0.03156,0.19329,0,0.1854,0.15089
8.194,0.25838,0.05819,0.12722,0.03452,0.21598,0,0.16174,0.14793
8.196,0.23767,0.06114,0.14398,0.02663,0.20118,0.00493,0.18047,0.14793
8.198,0.23471,0.0641,0.13905,0.03649,0.20611,0,0.16272,0.16075
8.2,0.24458,0.06312,0.13215,0.02761,0.20809,0.00493,0.17357,0.1499
8.202,0.25049,0.05227,0.13215,0.03846,0.19625,0,0.18442,0.1499
8.204,0.24162,0.05819,0.13807,0.03353,0.19132,0,0.18343,0.15779
8.206,0.2357,0.06312,0.13905,0.03156,0.19034,0.00493,0.1785,0.16075
8.208,0.25049,0.05128,0.13708,0.02959,0.20414,0.00493,0.16765,0.15878
8.21,0.24556,0.06312,0.12821,0.02959,0.21203,0,0.16272,0.16272
8.212,0.23767,0.0572,0.13807,0.03353,0.19428,0.00493,0.18047,0.15779
8.214,0.2426,0.05917,0.13905,0.03353,0.2002,0.00493,0.17456,0.1499
8.216,0.2357,0.06114,0.13807,0.03353,0.19724,0.00493,0.17949,0.15385
8.218,0.24852,0.05621,0.13314,0.01874,0.21203,0.00493,0.17456,0.15582
8.22,0.23373,0.06016,0.13314,0.03452,0.19822,0.00493,0.17751,0.16174
8.222,0.25049,0.0503,0.13609,0.03156,0.19329,0.00493,0.18245,0.15483
8.224,0.24753,0.05917,0.13708,0.0286,0.20809,0,0.1716,0.15187
8.226,0.24359,0.0641,0.13116,0.03649,0.2002,0,0.17357,0.15483
8.228,0.2426,0.06509,0.13116,0.03748,0.18836,0,0.18047,0.15878
8.23,0.24556,0.0572,0.13708,0.03254,0.2002,0,0.18343,0.14793
8.232,0.24852,0.0572,0.13412,0.02761,0.18935,0,0.19625,0.15089
8.234,0.25247,0.05523,0.13314,0.03649,0.19428,0.00493,0.1785,0.14892
8.236,0.24359,0.05227,0.13807,0.02663,0.19329,0.00493,0.18442,0.16075
8.238,0.24458,0.05424,0.13807,0.02959,0.19921,0,0.17653,0.16174
8.24,0.25049,0.06016,0.13314,0.02268,0.20809,0.00493,0.17357,0.15089
8.242,0.24655,0.06016,0.13314,0.03649,0.20217,0.00493,0.16469,0.15582
8.244,0.25247,0.0572,0.13807,0.01874,0.21499,0,0.17554,0.14694
8.246,0.25247,0.05523,0.13511,0.03452,0.20414,0,0.1716,0.15089
8.248,0.25049,0.05523,0.13807,0.0286,0.20316,0,0.1785,0.1499
8.25,0.24655,0.06016,0.13807,0.03156,0.19625,0,0.17456,0.1568
8.252,0.2426,0.06114,0.13807,0.02959,0.20611,0,0.1716,0.15483
8.254,0.24162,0.06114,0.13905,0.03254,0.19822,0.00493,0.17456,0.15187
8.256,0.23866,0.05424,0.14497,0.03353,0.20513,0,0.17061,0.1568
8.258,0.24458,0.06213,0.13708,0.02959,0.2002,0.00493,0.16469,0.16075
8.26,0.24458,0.05424,0.13708,0.01874,0.21203,0.00493,0.1716,0.16075
8.262,0.24359,0.05917,0.13511,0.02761,0.20118,0.00493,0.17653,0.15582
8.264,0.23274,0.0572,0.14694,0.02761,0.20217,0.00493,0.17653,0.15582
8.266,0.23669,0.0572,0.14793,0.03156,0.21499,0,0.16272,0.15286
8.268,0.24655,0.05917,0.13807,0.03057,0.20907,0.00493,0.16371,0.15187
8.27,0.24458,0.05621,0.13807,0.02663,0.19921,0.00493,0.1785,0.15582
8.272,0.23964,0.0572,0.14103,0.02761,0.20907,0.00493,0.16864,0.15582
8.274,0.2357,0.06213,0.13807,0.03452,0.2002,0.00493,0.17554,0.15286
8.276,0.25049,0.05917,0.13018,0.03649,0.19428,0.00493,0.1716,0.1568
8.278,0.24458,0.05523,0.14004,0.02663,0.19921,0,0.18738,0.15089
8.28,0.25345,0.05819,0.13215,0.03452,0.20217,0,0.16765,0.15582
8.282,0.24852,0.05424,0.13905,0.02959,0.21006,0,0.1785,0.14398
8.284,0.24359,0.07002,0.13215,0.0355,0.20316,0.00493,0.17061,0.14398
8.286,0.24556,0.06312,0.13609,0.03353,0.20217,0.00493,0.17653,0.14201
8.288,0.24556,0.05621,0.13807,0.02761,0.19625,0.00493,0.17456,0.16075
8.29,0.23866,0.05523,0.14004,0.02367,0.21105,0.00493,0.17061,0.15976
8.292,0.24162,0.0572,0.13807,0.0355,0.17456,0,0.20414,0.15286
8.294,0.24951,0.05917,0.13511,0.03649,0.19724,0.00493,0.16963,0.15187
8.296,0.24556,0.06016,0.13412,0.03452,0.19527,0.00493,0.17456,0.15483
8.298,0.24852,0.0572,0.13412,0.02959,0.19428,0.00493,0.18146,0.15385
8.3,0.24063,0.05523,0.14398,0.02071,0.21598,0.00493,0.17751,0.14497
8.302,0.24753,0.05523,0.13314,0.03649,0.19724,0,0.1785,0.15582
8.304,0.2574,0.05621,0.12722,0.0286,0.214,0,0.16371,0.1568
8.306,0.24162,0.05227,0.14398,0.0355,0.18639,0.00493,0.19822,0.14103
8.308,0.24359,0.05227,0.143,0.03846,0.19231,0,0.18245,0.15187
8.31,0.24951,0.05819,0.13116,0.03057,0.19329,0.00493,0.18245,0.15385
8.312,0.24852,0.05917,0.13215,0.02761,0.18738,0.00493,0.18738,0.1568
8.314,0.24753,0.05621,0.12919,0.04832,0.2002,0,0.15878,0.16371
8.316,0.24359,0.05523,0.14004,0.03846,0.19921,0.00493,0.17653,0.14596
8.318,0.24556,0.05917,0.13511,0.03353,0.18442,0.00493,0.18935,0.15187
8.32,0.23767,0.06016,0.13905,0.03649,0.18442,0,0.1854,0.16075
8.322,0.24063,0.06213,0.13708,0.03156,0.19132,0,0.18738,0.15385
8.324,0.24162,0.05523,0.143,0.0217,0.21696,0.00493,0.16667,0.15385
8.326,0.23767,0.0572,0.13412,0.0355,0.19822,0,0.17949,0.16174
8.328,0.25148,0.06114,0.12919,0.02071,0.2002,0,0.19132,0.1499
8.33,0.24852,0.06213,0.13215,0.03353,0.20217,0,0.17258,0.15286
8.332,0.25838,0.0572,0.13314,0.03748,0.20907,0,0.16864,0.14004
8.334,0.25049,0.06114,0.13215,0.03057,0.19724,0.00493,0.17357,0.15385
8.336,0.25345,0.05621,0.13116,0.0355,0.20316,0.00493,0.16272,0.1568
8.338,0.25148,0.05325,0.14004,0.03057,0.2002,0.00493,0.17653,0.14694
8.34,0.24852,0.0572,0.13314,0.02663,0.19034,0.00493,0.18343,0.15976
8.342,0.23964,0.06016,0.143,0.04043,0.20611,0,0.16765,0.14694
8.344,0.24556,0.05917,0.13511,0.03057,0.20611,0.00493,0.1716,0.15089
8.346,0.23669,0.05523,0.143,0.03254,0.20907,0.00493,0.17258,0.1499
8.348,0.24162,0.06016,0.13215,0.03649,0.18047,0,0.19921,0.15385
8.35,0.25148,0.05917,0.12623,0.03649,0.18738,0.00493,0.18343,0.15483
8.352,0.24458,0.05917,0.143,0.03649,0.20513,0,0.16963,0.14596
8.354,0.25049,0.06114,0.13412,0.03353,0.20809,0.00986,0.15976,0.14694
8.356,0.25444,0.05325,0.13412,0.02761,0.20316,0.00493,0.17653,0.1499
8.358,0.24162,0.06016,0.13314,0.02465,0.21006,0.00493,0.17258,0.1568
8.36,0.24162,0.0572,0.13905,0.03353,0.19329,0.00493,0.17949,0.15483
8.362,0.2426,0.06114,0.13609,0.02465,0.21105,0.00493,0.17357,0.1499
8.364,0.24753,0.05523,0.14004,0.02071,0.19724,0.00493,0.18836,0.1499
8.366,0.24359,0.05325,0.14596,0.02564,0.19822,0.00493,0.18343,0.14892
8.368,0.24655,0.05621,0.13708,0.03649,0.19724,0,0.17456,0.15582
8.37,0.25838,0.04734,0.13314,0.03156,0.20316,0,0.17751,0.15286
8.372,0.25345,0.04635,0.13905,0.02465,0.19921,0,0.18935,0.15187
8.374,0.25444,0.05917,0.12623,0.03945,0.19329,0,0.17949,0.15187
8.376,0.25345,0.05917,0.12722,0.03353,0.21893,0.00493,0.15483,0.15187
8.378,0.25049,0.05819,0.13116,0.02959,0.20118,0.00493,0.16864,0.15976
8.38,0.24753,0.06213,0.13116,0.03452,0.20118,0.00493,0.1785,0.14398
8.382,0.25148,0.06016,0.12821,0.0355,0.19724,0.00493,0.17456,0.15187
8.384,0.24753,0.05621,0.13708,0.03156,0.20316,0,0.1785,0.1499
8.386,0.25937,0.04832,0.12821,0.02959,0.2002,0,0.18836,0.1499
8.388,0.24753,0.05917,0.13511,0.0355,0.18738,0.00493,0.18343,0.15089
8.39,0.24655,0.05128,0.13807,0.03254,0.18738,0.00493,0.18245,0.16075
8.392,0.24359,0.0572,0.13609,0.02465,0.21203,0,0.18442,0.14596
8.394,0.24655,0.05819,0.13116,0.03057,0.20118,0,0.18245,0.15385
8.396,0.25049,0.05621,0.13807,0.03353,0.19625,0,0.19231,0.13708
8.398,0.24753,0.0572,0.13018,0.02959,0.19724,0,0.18047,0.16174
8.4,0.24655,0.0572,0.13609,0.03649,0.20316,0.00493,0.16963,0.1499
8.402,0.24655,0.06016,0.13807,0.02367,0.20809,0.00493,0.16568,0.1568
8.404,0.25148,0.05523,0.13116,0.02959,0.19625,0,0.18442,0.15582
8.406,0.25345,0.05325,0.13314,0.03353,0.20809,0,0.16963,0.15286
8.408,0.24655,0.0572,0.13412,0.03057,0.19034,0.00493,0.1854,0.15483
8.41,0.24951,0.05424,0.13609,0.02071,0.20217,0.00493,0.19231,0.14398
8.412,0.25345,0.05917,0.13116,0.03254,0.20118,0.00493,0.16963,0.15187
8.414,0.25444,0.05523,0.12821,0.03353,0.20513,0.00493,0.17258,0.1499
8.416,0.25247,0.05621,0.12722,0.02959,0.19527,0,0.18738,0.15582
8.418,0.26331,0.04931,0.12821,0.03254,0.18639,0.00493,0.19231,0.14694
8.42,0.24162,0.0572,0.14004,0.03452,0.20907,0,0.16272,0.15878
8.422,0.25247,0.05424,0.13412,0.03748,0.19329,0,0.18442,0.14793
8.424,0.2574,0.0572,0.12821,0.02663,0.20118,0.00493,0.17949,0.14892
8.426,0.2574,0.05819,0.13116,0.0286,0.19625,0,0.18442,0.14793
8.428,0.26036,0.05621,0.13018,0.02959,0.20217,0.00493,0.18343,0.13708
8.43,0.25542,0.0503,0.13018,0.0217,0.19527,0,0.18935,0.16174
8.432,0.24655,0.05621,0.13215,0.03748,0.19527,0.00493,0.17751,0.15385
8.434,0.25641,0.05424,0.13215,0.04043,0.18836,0.00493,0.17751,0.1499
8.436,0.24655,0.05917,0.13412,0.03945,0.18836,0.00493,0.18245,0.14892
8.438,0.24655,0.05621,0.13609,0.03254,0.19527,0,0.18738,0.1499
8.44,0.25247,0.05128,0.13807,0.02959,0.20118,0,0.18442,0.14694
8.442,0.24063,0.0572,0.13905,0.03353,0.19822,0,0.17456,0.16075
8.444,0.25444,0.0503,0.13412,0.03353,0.19329,0.00493,0.17554,0.15779
8.446,0.24852,0.06016,0.13314,0.02959,0.19329,0,0.18442,0.15483
8.448,0.24162,0.0572,0.13807,0.03057,0.20414,0,0.18047,0.15187
8.45,0.24162,0.05523,0.143,0.04043,0.19625,0,0.16765,0.15976
8.452,0.24852,0.05819,0.13511,0.04043,0.18245,0,0.18836,0.15089
8.454,0.23767,0.0641,0.13708,0.03254,0.19822,0,0.1785,0.15582
8.456,0.24458,0.06312,0.13314,0.0355,0.18836,0,0.18047,0.15878
8.458,0.2426,0.05819,0.13905,0.03057,0.19428,0,0.1785,0.16075
8.46,0.24162,0.06607,0.13708,0.02367,0.2002,0.00493,0.17751,0.15286
8.462,0.24458,0.06114,0.14004,0.02761,0.21302,0,0.1716,0.14596
8.464,0.24753,0.05424,0.14103,0.04536,0.18639,0,0.17456,0.15483
8.466,0.25049,0.05917,0.13609,0.03353,0.19625,0,0.17653,0.15187
8.468,0.24753,0.05819,0.13412,0.03649,0.19625,0,0.17554,0.15582
8.47,0.24162,0.05128,0.14793,0.03057,0.18935,0,0.18738,0.15582
8.472,0.25049,0.05325,0.13609,0.03649,0.19329,0.00493,0.1716,0.15779
8.474,0.23669,0.06312,0.13708,0.03452,0.19921,0,0.18146,0.15187
8.476,0.24063,0.05621,0.143,0.03452,0.19724,0.00493,0.1716,0.15582
8.478,0.24753,0.05227,0.14103,0.03057,0.19822,0.00493,0.17258,0.1568
8.48,0.24655,0.06016,0.13018,0.02761,0.21203,0.00493,0.17061,0.15187
8.482,0.24063,0.05819,0.13905,0.03748,0.19329,0.00493,0.18047,0.1499
8.484,0.24852,0.05917,0.13708,0.02761,0.20611,0.00493,0.16963,0.15089
8.486,0.25049,0.05325,0.13314,0.03649,0.2002,0.00493,0.1716,0.15385
8.488,0.24162,0.05621,0.13905,0.03748,0.18738,0,0.18343,0.15878
8.49,0.25345,0.04931,0.13412,0.02761,0.20513,0.00493,0.17258,0.1568
8.492,0.24458,0.05523,0.14103,0.03057,0.20907,0.00493,0.16864,0.1499
8.494,0.25641,0.05819,0.12821,0.0286,0.20217,0.00493,0.16963,0.15582
8.496,0.25838,0.06016,0.12623,0.03057,0.19132,0.00493,0.18639,0.14596
8.498,0.24753,0.05819,0.13708,0.03452,0.19527,0,0.17751,0.15385
8.5,0.24162,0.05523,0.14004,0.03452,0.19724,0.00493,0.16667,0.16371
8.502,0.24753,0.04832,0.14004,0.03353,0.18836,0,0.18836,0.15779
8.504,0.24951,0.06114,0.12722,0.02959,0.19724,0.00493,0.18442,0.1499
8.506,0.2357,0.06114,0.143,0.03353,0.18836,0.00493,0.17751,0.15976
8.508,0.25247,0.0572,0.13018,0.03649,0.19329,0,0.17357,0.16075
8.51,0.24556,0.05621,0.13708,0.0217,0.20907,0,0.17653,0.15779
8.512,0.24458,0.05325,0.13807,0.03452,0.19527,0.00493,0.1785,0.15483
8.514,0.24359,0.05325,0.12919,0.03945,0.19132,0.00493,0.17456,0.16765
8.516,0.25444,0.05621,0.13412,0.04142,0.20809,0,0.16963,0.14004
8.518,0.24162,0.05819,0.14103,0.03945,0.19921,0.00493,0.17061,0.14892
8.52,0.2357,0.05819,0.14004,0.03353,0.19822,0,0.18343,0.15483
8.522,0.2426,0.05819,0.13511,0.0355,0.1854,0,0.19132,0.15582
8.524,0.24162,0.05325,0.14004,0.03057,0.18738,0.00493,0.19034,0.15582
8.526,0.24063,0.0572,0.13609,0.03649,0.20118,0.00493,0.16075,0.16667
8.528,0.23669,0.06706,0.13215,0.03452,0.19231,0.00493,0.18047,0.15582
8.53,0.23964,0.0572,0.14201,0.02761,0.19231,0,0.18639,0.15878
8.532,0.24951,0.05621,0.13314,0.04241,0.20118,0.00493,0.16667,0.1499
8.534,0.25049,0.05917,0.13609,0.03057,0.20316,0.00493,0.16667,0.15286
8.536,0.24655,0.05227,0.14004,0.03452,0.21499,0,0.16174,0.15385
8.538,0.26134,0.05424,0.12821,0.03254,0.19822,0.00493,0.17258,0.15187
8.54,0.24852,0.05819,0.13314,0.02663,0.19921,0.00493,0.16568,0.16765
8.542,0.24951,0.05523,0.13412,0.0286,0.19231,0.00493,0.18639,0.15286
8.544,0.24359,0.06509,0.13412,0.03452,0.19527,0,0.1785,0.15286
8.546,0.24655,0.05819,0.13116,0.03353,0.20414,0.00493,0.16174,0.16371
8.548,0.2357,0.06312,0.14103,0.03452,0.18047,0,0.19132,0.15779
8.55,0.23866,0.05917,0.143,0.03452,0.19921,0,0.1785,0.15089
8.552,0.2426,0.0572,0.14201,0.03353,0.20118,0.00493,0.16963,0.15286
8.554,0.25641,0.05424,0.13609,0.02465,0.21105,0,0.16765,0.15385
8.556,0.2574,0.05621,0.13116,0.03452,0.19329,0.00493,0.18146,0.14497
8.558,0.24753,0.05325,0.13708,0.04043,0.19132,0,0.17554,0.15878
8.56,0.24951,0.05917,0.13314,0.03156,0.19921,0.00493,0.1716,0.15483
8.562,0.25049,0.0572,0.13807,0.03057,0.19231,0.00493,0.18047,0.1499
8.564,0.25247,0.05523,0.13609,0.04043,0.20118,0.00493,0.16174,0.15187
8.566,0.24655,0.05424,0.13511,0.03057,0.2071,0,0.17456,0.15582
8.568,0.25049,0.05621,0.13807,0.0355,0.19527,0,0.16568,0.16272
8.57,0.24852,0.05917,0.13215,0.0286,0.20316,0,0.17357,0.15878
8.572,0.24359,0.06312,0.13215,0.02959,0.19921,0.00493,0.16765,0.16371
8.574,0.24951,0.06213,0.13412,0.03748,0.19527,0,0.17456,0.15089
8.576,0.25148,0.0572,0.12919,0.03452,0.20611,0,0.17949,0.14596
8.578,0.24359,0.06213,0.13018,0.03748,0.19231,0,0.1854,0.15286
8.58,0.25049,0.05523,0.13609,0.02367,0.20118,0,0.18836,0.14892
8.582,0.25247,0.05424,0.13609,0.04043,0.19724,0.00493,0.16469,0.15385
8.584,0.23373,0.06016,0.14201,0.03452,0.19231,0.00493,0.17456,0.16174
8.586,0.24753,0.05523,0.13807,0.0355,0.20513,0.00493,0.16667,0.15089
8.588,0.24951,0.0572,0.13018,0.04043,0.19822,0,0.17061,0.15779
8.59,0.24556,0.0572,0.13511,0.03649,0.19231,0.00493,0.17653,0.15582
8.592,0.25542,0.05917,0.13314,0.04142,0.19231,0,0.16864,0.15385
8.594,0.25542,0.0503,0.13708,0.04635,0.18836,0.00493,0.16568,0.15582
8.596,0.2357,0.06805,0.13511,0.04339,0.19428,0.00493,0.16963,0.15286
8.598,0.25049,0.0572,0.13708,0.04339,0.20414,0.00493,0.16174,0.14497
8.6,0.23964,0.06114,0.13511,0.02465,0.20611,0,0.18047,0.1568
8.602,0.25444,0.05917,0.13116,0.03649,0.20513,0,0.16864,0.14892
8.604,0.24951,0.06114,0.13116,0.03353,0.21006,0,0.16272,0.15582
8.606,0.25444,0.0641,0.12623,0.03353,0.21105,0.00493,0.15878,0.15089
8.608,0.25247,0.06016,0.12821,0.03353,0.20611,0,0.16469,0.15878
8.61,0.25444,0.06114,0.13018,0.03254,0.20513,0.00493,0.16864,0.14694
8.612,0.24359,0.06509,0.13511,0.04043,0.20217,0,0.16469,0.15286
8.614,0.24458,0.05917,0.13511,0.03353,0.19921,0,0.18047,0.15187
8.616,0.25345,0.05325,0.13412,0.04438,0.2071,0,0.1568,0.15483
8.618,0.24556,0.05523,0.13609,0.03156,0.2071,0,0.18047,0.14793
8.62,0.24951,0.05819,0.13511,0.02663,0.21006,0,0.17061,0.15385
8.622,0.25542,0.05424,0.13215,0.02367,0.22781,0,0.16371,0.14694
8.624,0.25049,0.05523,0.13116,0.03254,0.20513,0.00493,0.16272,0.16174
8.626,0.25247,0.06114,0.13412,0.03057,0.20513,0.00493,0.16667,0.14892
8.628,0.24753,0.05917,0.12821,0.02663,0.20907,0.00493,0.16568,0.16272
8.63,0.25345,0.05621,0.13511,0.02663,0.214,0,0.16667,0.15187
8.632,0.24655,0.05523,0.13807,0.02959,0.20118,0,0.17653,0.1568
8.634,0.25542,0.05227,0.13215,0.02761,0.21105,0,0.17554,0.1499
8.636,0.24951,0.05523,0.13708,0.0355,0.20513,0.00493,0.15779,0.15878
8.638,0.2426,0.06312,0.13215,0.04043,0.19822,0.00493,0.16174,0.16075
8.64,0.25937,0.05917,0.12821,0.03254,0.21795,0.00493,0.15286,0.14892
8.642,0.25049,0.05621,0.13018,0.03057,0.2002,0.00493,0.17258,0.15878
8.644,0.24951,0.05424,0.13708,0.02959,0.19822,0.00493,0.18146,0.14892
8.646,0.25148,0.05325,0.13708,0.03945,0.19822,0,0.16963,0.15483
8.648,0.24852,0.06114,0.13215,0.02071,0.19921,0,0.18639,0.15582
8.65,0.23866,0.06114,0.13807,0.03452,0.19822,0.00493,0.16963,0.15878
8.652,0.26036,0.05424,0.13116,0.04043,0.18146,0.00986,0.18047,0.14596
8.654,0.2574,0.05917,0.13018,0.02959,0.20611,0.00493,0.17061,0.14596
8.656,0.25444,0.04734,0.14103,0.02465,0.20513,0,0.1854,0.14596
8.658,0.25049,0.05621,0.13511,0.03156,0.20118,0,0.17751,0.15187
8.66,0.25247,0.06016,0.12919,0.03452,0.18935,0.00493,0.17949,0.15385
8.662,0.24951,0.05917,0.13807,0.02465,0.19231,0.00986,0.17949,0.15089
8.664,0.25444,0.06016,0.13215,0.04536,0.18935,0.00493,0.16864,0.14892
8.666,0.2426,0.06114,0.13708,0.04438,0.18639,0.00493,0.17751,0.1499
8.668,0.25049,0.06312,0.12821,0.03254,0.22091,0.00493,0.14793,0.15582
8.67,0.25641,0.05621,0.12821,0.03649,0.20907,0,0.16864,0.14892
8.672,0.23964,0.0572,0.14103,0.02071,0.20217,0.00493,0.17554,0.16272
8.674,0.23866,0.0572,0.14201,0.02761,0.20611,0,0.17554,0.1568
8.676,0.24359,0.06213,0.13511,0.03353,0.19034,0,0.18343,0.15582
8.678,0.23866,0.0641,0.12821,0.02663,0.21105,0.00493,0.16765,0.16272
8.68,0.24359,0.05523,0.13412,0.02761,0.20809,0,0.17653,0.15878
8.682,0.25049,0.06312,0.12722,0.03748,0.19329,0,0.17357,0.15878
8.684,0.24162,0.05325,0.14004,0.03057,0.20118,0,0.17653,0.16075
8.686,0.25148,0.06016,0.13018,0.03452,0.21105,0.00493,0.16272,0.14892
8.688,0.24753,0.0572,0.13314,0.03846,0.19428,0.00493,0.17357,0.15483
8.69,0.24359,0.06114,0.12919,0.02367,0.19921,0.00493,0.18047,0.16174
8.692,0.24556,0.05917,0.13215,0.03649,0.19132,0.00493,0.16667,0.16765
8.694,0.24753,0.06114,0.13215,0.03748,0.19822,0.00493,0.17258,0.1499
8.696,0.24852,0.06016,0.13215,0.03649,0.20316,0,0.1716,0.15187
8.698,0.25148,0.0503,0.14103,0.02959,0.2071,0.00493,0.15878,0.16075
8.7,0.24655,0.05227,0.13609,0.02959,0.20316,0.00493,0.17653,0.15483
8.702,0.24951,0.0572,0.13314,0.03452,0.2071,0,0.1716,0.15089
8.704,0.24852,0.05523,0.13314,0.04043,0.17554,0.00493,0.18343,0.16272
8.706,0.24852,0.05325,0.13511,0.03353,0.20809,0,0.16765,0.15779
8.708,0.25049,0.05917,0.13116,0.03254,0.21105,0,0.16272,0.1568
8.71,0.24162,0.06213,0.13314,0.0355,0.20809,0.00493,0.16963,0.14892
8.712,0.24852,0.05128,0.13905,0.04142,0.20513,0,0.15976,0.15878
8.714,0.23669,0.05523,0.13905,0.03846,0.19329,0,0.17456,0.16667
8.716,0.25148,0.0641,0.13116,0.03452,0.19527,0.00493,0.1716,0.15089
8.718,0.24852,0.0572,0.13708,0.03057,0.19921,0,0.18245,0.14892
8.72,0.23767,0.06706,0.13412,0.01775,0.19921,0.00493,0.18639,0.1568
8.722,0.24458,0.06114,0.13511,0.03649,0.20217,0.00493,0.16667,0.15286
8.724,0.24556,0.06114,0.13314,0.02564,0.2071,0,0.18146,0.1499
8.726,0.24655,0.05128,0.13905,0.03945,0.20217,0,0.1785,0.14694
8.728,0.25444,0.0572,0.13609,0.03057,0.19921,0,0.18047,0.14596
8.73,0.24359,0.0641,0.13511,0.04043,0.18836,0,0.1785,0.15385
8.732,0.24951,0.06213,0.13018,0.02465,0.20414,0,0.19034,0.143
8.734,0.25148,0.06312,0.13215,0.02959,0.20513,0.00493,0.17751,0.14004
8.736,0.25049,0.05819,0.13215,0.04043,0.19921,0.00493,0.16272,0.15582
8.738,0.24753,0.06509,0.12919,0.02663,0.214,0,0.1716,0.1499
8.74,0.24556,0.06312,0.13116,0.03452,0.19329,0,0.18245,0.15385
8.742,0.26627,0.04931,0.13018,0.03254,0.2002,0,0.18047,0.14497
8.744,0.25049,0.04931,0.13905,0.03057,0.20217,0,0.18245,0.1499
8.746,0.25247,0.05523,0.13215,0.03254,0.19625,0.00493,0.17949,0.15089
8.748,0.25148,0.0572,0.13116,0.03846,0.21006,0,0.15878,0.1568
8.75,0.24852,0.05917,0.12919,0.04241,0.21105,0,0.15582,0.15779
8.752,0.24162,0.06312,0.13412,0.02663,0.20414,0.00493,0.1785,0.15089
8.754,0.23373,0.0641,0.13905,0.04142,0.19724,0.00493,0.17653,0.14694
8.756,0.23767,0.06213,0.14103,0.02465,0.20809,0,0.1854,0.14497
8.758,0.2574,0.06312,0.12623,0.03846,0.19822,0.00493,0.16667,0.14892
8.76,0.24655,0.06607,0.13116,0.02663,0.21302,0,0.16963,0.15089
8.762,0.25049,0.06213,0.13215,0.04438,0.18047,0.00493,0.18343,0.14596
8.764,0.24063,0.0641,0.13314,0.03649,0.19527,0,0.17653,0.15779
8.766,0.24359,0.05917,0.13708,0.02761,0.19921,0.00493,0.1854,0.14694
8.768,0.24852,0.06509,0.12722,0.02959,0.20316,0.00493,0.17949,0.14596
8.77,0.24655,0.05819,0.13609,0.0286,0.19724,0,0.19034,0.14694
8.772,0.25345,0.05424,0.13215,0.02663,0.2071,0.00493,0.17357,0.15187
8.774,0.24556,0.05917,0.13412,0.03254,0.20118,0.00493,0.17456,0.15187
8.776,0.25444,0.0572,0.13215,0.02761,0.19428,0.00493,0.18935,0.14398
8.778,0.25247,0.05917,0.13116,0.03748,0.19132,0.00493,0.17258,0.15483
8.78,0.25542,0.0503,0.14004,0.03846,0.19527,0.00493,0.17653,0.143
8.782,0.25148,0.05917,0.13018,0.0355,0.19822,0,0.17949,0.1499
