# m/z,Intensity
848.0000,1.1856
848.1000,0.3897
848.2000,0.1206
848.3000,0.4701
848.4000,1.1000
848.5000,0.6701
848.8000,0.6041
849.0000,0.4592
849.1000,0.1165
849.2000,1.3796
849.3000,1.2722
849.5000,0.4227
849.6000,1.0000
849.7000,1.0000
849.9000,0.2622
850.0000,0.6837
850.1000,0.1000
850.2000,0.4755
850.4000,0.3653
850.6000,0.1928
850.7000,1.6124
850.8000,1.0000
850.9000,0.8939
851.0000,0.1378
851.1000,0.2767
851.2000,0.3122
851.4000,1.9633
851.5000,1.0000
851.6000,0.6510
851.7000,1.0000
852.0000,1.9847
852.1000,1.2000
852.2000,0.8124
852.3000,2.3541
852.4000,0.3732
852.6000,1.3224
852.7000,0.1541
852.8000,1.4776
852.9000,0.3423
853.0000,2.8010
853.2000,0.1235
853.3000,2.0000
853.4000,1.3703
853.5000,0.9133
853.6000,1.4866
853.9000,1.0000
854.0000,1.8051
854.1000,1.4755
854.2000,2.8959
854.3000,0.2948
854.4000,1.0000
854.5000,0.0928
854.6000,0.4866
854.7000,1.8856
854.8000,1.0000
854.9000,0.6765
855.0000,1.9278
855.1000,1.9423
855.2000,2.8649
855.3000,4.7388
855.4000,3.6103
855.5000,1.1020
855.6000,0.4402
855.7000,2.4892
855.8000,0.6612
855.9000,0.7694
856.0000,0.0102
856.1000,0.6051
856.2000,4.1592
856.3000,1.1720
856.4000,5.0000
856.5000,1.2551
856.6000,2.7194
856.7000,2.9143
856.8000,3.0000
856.9000,0.4979
857.0000,1.0000
857.1000,4.1827
857.2000,1.3143
857.3000,1.9582
857.4000,2.4236
857.5000,2.3878
857.6000,6.3816
857.7000,9.4245
857.8000,10.9204
857.9000,10.0433
858.0000,9.8571
858.1000,6.1980
858.2000,6.5216
858.3000,3.7092
858.4000,4.2143
858.5000,5.8462
858.6000,2.0124
858.7000,8.6286
858.8000,16.5082
858.9000,34.4776
859.0000,63.5663
859.1000,95.1214
859.2000,50.2449
859.3000,34.2347
859.4000,18.0041
859.5000,18.8711
859.6000,31.6933
859.7000,31.2551
859.8000,38.4173
859.9000,146.5347
860.0000,493.8776
860.1000,973.9857
860.2000,1086.3000
860.3000,636.2102
860.4000,223.3649
860.5000,78.3520
860.6000,36.6898
860.7000,36.4031
860.8000,42.0000
860.9000,45.2694
861.0000,39.4592
861.1000,33.4102
861.2000,25.6959
861.3000,12.2585
861.4000,10.3857
861.5000,15.2500
861.6000,19.8857
861.7000,18.2143
861.8000,9.6490
861.9000,9.5959
862.0000,5.4439
862.1000,3.0796
862.2000,3.8541
862.3000,5.9415
862.4000,6.0082
862.5000,6.7245
862.6000,4.4327
862.7000,3.9194
862.8000,5.6959
862.9000,2.7939
863.0000,2.5561
863.1000,3.5061
863.2000,2.2673
863.3000,4.4408
863.4000,2.1446
863.5000,6.6173
863.6000,0.5551
863.7000,2.8949
863.8000,4.9429
863.9000,5.6796
864.0000,4.6888
864.1000,1.1714
864.2000,7.0000
864.3000,5.2224
864.4000,2.3796
864.5000,4.5561
864.6000,3.6367
864.7000,1.2837
864.8000,3.4571
864.9000,4.3204
865.0000,7.4615
865.1000,2.4182
865.2000,3.1235
865.3000,5.8980
865.4000,3.6929
865.5000,3.7538
865.6000,1.7636
865.7000,2.0000
865.8000,5.0551
865.9000,4.5776
866.0000,6.0000
866.1000,11.8000
866.2000,7.4394
866.3000,5.0000
866.4000,6.9929
866.5000,3.3333
866.6000,4.3434
866.7000,4.0092
866.8000,3.9515
866.9000,5.3133
867.0000,12.9184
867.1000,13.7184
867.2000,18.7643
867.3000,11.1455
867.4000,14.2592
867.5000,6.4082
867.6000,4.0000
867.7000,6.7636
867.8000,6.7030
867.9000,0.2606
868.0000,3.7475
868.1000,2.6990
868.2000,4.0000
868.3000,1.2735
868.4000,2.5153
868.5000,2.0606
868.6000,3.0721
868.7000,5.3653
868.8000,1.9677
868.9000,2.0000
869.0000,1.0000
869.1000,2.9909
869.2000,2.0000
869.3000,2.6490
869.4000,5.0000
869.5000,1.3030
869.6000,2.0000
869.7000,1.0515
869.8000,2.7212
869.9000,2.7970
870.0000,1.0714
870.1000,0.2457
870.2000,3.2586
870.3000,1.8848
870.4000,3.2071
870.5000,0.4694
870.6000,1.1467
870.7000,2.1707
870.8000,2.0000
870.9000,2.0000
871.0000,1.0000
871.1000,1.4431
871.2000,2.0000
871.3000,2.7673
871.4000,2.1909
871.5000,2.4286
871.6000,5.9449
871.7000,3.3424
871.8000,2.3475
871.9000,2.0827
872.0000,1.0000
872.1000,2.0000
872.3000,2.0000
872.4000,1.4663
872.5000,2.1531
872.6000,3.5371
872.7000,4.3909
872.8000,4.9051
872.9000,8.8323
873.0000,5.3636
873.1000,5.2975
873.2000,4.0091
873.3000,2.3122
873.4000,1.3808
873.5000,2.9293
873.6000,3.2355
873.7000,1.6194
873.8000,0.4667
873.9000,2.0000
874.0000,2.4545
874.1000,1.9714
874.2000,1.0596
874.3000,4.0000
874.4000,2.0000
874.5000,1.9394
874.6000,2.4707
874.7000,1.4354
874.8000,2.7293
874.9000,0.3327
875.0000,0.9293
875.1000,0.4808
875.3000,2.6404
875.4000,0.6808
875.5000,2.9188
875.6000,1.0000
875.7000,1.9111
875.8000,0.3111
875.9000,1.7286
876.0000,1.0000
876.1000,0.8204
876.2000,0.0384
876.3000,0.3122
876.4000,3.3909
876.5000,1.2121
876.6000,1.0000
876.7000,2.0323
876.8000,1.5475
876.9000,2.8091
877.0000,0.6497
877.2000,0.0717
877.3000,1.7818
877.4000,0.5081
877.5000,1.2071
877.7000,0.3626
877.8000,1.0000
877.9000,1.8843
878.1000,0.5071
878.2000,1.4102
878.3000,2.0000
878.4000,1.0000
878.5000,2.0000
878.6000,1.0000
878.7000,1.0000
878.8000,0.4909
878.9000,1.5313
879.0000,0.0455
879.1000,0.6747
879.2000,1.2101
879.3000,1.0000
879.4000,0.8404
879.5000,0.5606
879.6000,1.0000
879.7000,1.0000
879.9000,1.5434
880.0000,0.5303
880.1000,0.8970
880.2000,1.6273
880.3000,0.7051
880.4000,2.0000
880.5000,1.0000
880.6000,0.5333
880.7000,2.2394
880.8000,1.9889
880.9000,0.2808
881.0000,0.5550
881.1000,0.8485
881.3000,1.0000
881.5000,1.9040
881.7000,0.4384
882.0000,0.4747
882.1000,0.4929
882.2000,1.0000
882.3000,0.0313
882.4000,1.6020
882.6000,0.1747
882.7000,0.0848
882.8000,3.0000
883.0000,0.2525
883.1000,0.8630
883.2000,2.2040
883.3000,1.3424
883.4000,1.0828
883.5000,1.0000
883.6000,1.0000
883.7000,1.6909
883.8000,1.0000
883.9000,0.7899
884.1000,2.0000
884.2000,0.9740
884.3000,1.5333
884.4000,1.0193
884.6000,0.9970
884.7000,0.7535
884.8000,0.4939
884.9000,0.2495
885.0000,0.0200
885.1000,0.7404
885.2000,1.0000
885.3000,0.2402
885.4000,1.9740
885.5000,2.2121
885.6000,0.4879
885.7000,0.7616
885.8000,0.0061
885.9000,0.2556
886.0000,0.4949
886.2000,0.0040
886.3000,2.5232
886.5000,1.2626
886.6000,0.9770
886.8000,1.0000
886.9000,0.7101
887.0000,1.9500
887.1000,1.6102
887.2000,0.4333
887.3000,0.3240
887.4000,1.0778
887.6000,1.8121
887.7000,0.3610
887.9000,0.1230
888.0000,0.3568
888.1000,0.5920
888.2000,3.3160
888.4000,2.3061
888.5000,1.0000
888.6000,1.4560
888.7000,0.0091
888.8000,0.2485
888.9000,1.0440
889.0000,1.8636
889.1000,0.0485
889.2000,2.8192
889.3000,1.4131
889.4000,2.0000
889.5000,1.0000
889.6000,1.1030
889.7000,0.6610
889.8000,1.1220
889.9000,4.1838
890.0000,3.9250
890.1000,2.5091
890.2000,1.0000
890.3000,1.5838
890.4000,1.9374
890.5000,2.3300
890.6000,4.0553
890.7000,3.4560
890.8000,5.3640
890.9000,2.0000
891.0000,2.7121
891.1000,3.0000
891.2000,2.0000
891.3000,1.9220
891.4000,3.1798
891.5000,1.5980
891.6000,3.8650
891.7000,0.6240
891.8000,4.9290
891.9000,8.1360
892.0000,8.0202
892.1000,11.4540
892.2000,7.8880
892.3000,10.1869
892.4000,13.2340
892.5000,7.2000
892.6000,7.0850
892.7000,6.0000
892.8000,7.0111
892.9000,6.7590
893.0000,6.2800
893.1000,15.1030
893.2000,30.2332
893.3000,72.3414
893.4000,97.5280
893.5000,82.2500
893.6000,50.7990
893.7000,26.1690
893.8000,19.2280
893.9000,18.5930
894.0000,20.8100
894.1000,28.9640
894.2000,59.8667
894.3000,306.4400
894.4000,1045.6690
894.5000,1627.3600
894.6000,1336.9020
894.7000,708.4100
894.8000,246.6240
894.9000,84.4693
895.0000,55.6200
895.1000,37.0920
895.2000,46.0930
895.3000,67.0840
895.4000,57.7556
895.5000,40.5700
895.6000,30.4320
895.7000,16.0430
895.8000,15.3570
895.9000,23.7180
896.0000,15.0000
896.1000,22.0000
896.2000,13.0000
896.3000,11.3950
896.4000,5.2820
896.5000,4.8500
896.6000,4.1176
896.7000,8.7440
896.8000,3.0000
896.9000,6.7180
897.0000,7.5729
897.1000,3.2140
897.2000,5.6960
897.3000,3.0000
897.4000,2.3930
897.5000,2.7600
897.6000,3.0770
897.7000,1.7260
897.8000,4.5870
897.9000,3.6564
898.0000,3.3000
898.1000,3.0000
898.2000,2.5320
898.3000,3.7220
898.4000,0.7740
898.5000,2.0000
898.6000,6.9910
898.7000,3.0000
898.8000,3.1280
898.9000,4.3110
899.0000,8.0000
899.1000,6.2040
899.2000,4.3570
899.3000,5.0820
899.4000,2.9860
899.5000,4.3500
899.6000,4.7240
899.7000,3.2450
899.8000,4.5280
899.9000,6.2603
900.0000,4.5990
900.1000,2.2180
900.2000,1.0930
900.3000,2.1417
900.4000,3.9840
900.5000,3.4901
900.6000,3.9240
900.7000,9.2179
900.8000,6.7450
900.9000,4.4560
901.0000,7.0000
901.1000,4.0000
901.2000,3.5280
901.3000,3.8820
901.4000,1.3540
901.5000,4.7050
901.6000,7.0660
901.7000,15.7800
901.8000,32.0000
901.9000,26.9920
902.0000,16.1782
902.1000,12.3129
902.2000,4.5140
902.3000,3.6180
902.4000,6.4178
902.5000,2.0300
902.6000,4.5901
902.7000,4.5040
902.8000,2.3620
902.9000,2.0000
903.0000,1.0000
903.1000,2.0570
903.2000,1.2190
903.3000,3.7720
903.4000,5.1149
903.5000,2.9200
903.6000,2.7840
903.7000,2.9410
903.8000,1.4520
903.9000,3.1790
904.0000,3.0000
904.1000,3.0000
904.2000,1.7188
904.3000,1.0920
904.4000,3.2080
904.5000,3.8861
904.6000,1.0000
904.7000,2.0000
904.8000,2.7050
904.9000,2.0360
905.0000,2.4505
905.1000,2.3160
905.2000,1.4970
905.3000,5.6440
905.4000,2.8180
905.5000,1.1244
905.6000,1.0000
905.7000,0.8733
905.8000,2.5535
905.9000,2.4320
906.0000,3.2800
906.1000,1.0000
906.2000,1.0000
906.3000,1.1436
906.4000,1.6208
906.5000,2.0693
906.6000,4.6260
906.7000,7.7457
906.8000,1.0554
906.9000,3.1430
907.0000,3.4059
907.1000,2.4442
907.2000,2.2208
907.3000,2.2515
907.4000,2.4238
907.5000,3.8209
907.6000,3.0000
907.7000,2.0000
907.8000,4.4733
907.9000,2.7176
908.0000,4.1400
908.1000,5.7980
908.2000,1.0000
908.3000,2.5558
908.4000,4.5280
908.5000,3.0000
908.6000,2.6620
908.7000,4.2040
908.8000,1.8832
908.9000,1.6099
909.0000,5.5347
909.1000,4.6267
909.2000,6.9720
909.3000,7.9267
909.4000,4.2000
909.5000,3.0000
909.6000,2.0000
909.7000,2.3580
909.8000,4.3574
909.9000,2.5070
910.0000,2.6337
910.1000,6.0000
910.2000,4.1910
910.3000,1.9089
910.4000,0.3624
910.5000,1.0000
910.6000,0.5502
910.7000,1.2505
910.8000,2.2812
910.9000,1.7089
911.1000,0.1208
911.2000,0.7436
911.3000,0.3860
911.4000,2.4871
911.5000,0.3515
911.6000,0.7820
911.7000,1.9099
911.8000,1.0000
911.9000,0.8337
912.0000,1.3020
912.2000,1.0000
912.3000,1.6317
912.4000,2.0000
912.5000,2.1294
912.6000,0.0663
912.7000,0.3842
912.8000,2.3178
912.9000,0.5592
913.0000,2.0000
913.1000,2.0000
913.2000,0.8158
913.3000,3.8099
913.4000,1.9376
913.5000,3.6436
913.6000,0.6079
913.7000,1.0000
913.8000,0.5460
913.9000,1.6673
914.0000,1.0000
914.1000,0.0970
914.2000,0.0287
914.3000,1.8554
914.4000,0.7297
914.5000,1.3812
914.6000,1.0059
914.7000,0.3810
914.8000,0.7373
914.9000,1.8495
915.0000,0.0347
915.1000,0.0812
915.2000,0.1921
915.3000,2.3842
915.4000,1.4238
915.5000,1.4604
915.6000,0.6505
915.7000,0.2337
915.8000,3.4891
915.9000,1.0000
916.0000,0.3960
916.1000,2.0000
916.2000,2.0000
916.3000,1.0000
916.4000,0.5376
916.5000,0.6535
916.7000,0.4188
916.8000,2.9287
916.9000,2.0000
917.0000,1.5644
917.1000,2.7109
917.2000,1.5990
917.3000,4.0000
917.4000,3.0000
917.5000,1.0000
917.6000,0.3525
917.7000,2.0000
917.8000,0.0418
917.9000,0.8733
918.0000,0.2327
918.1000,1.3228
918.2000,0.5647
918.3000,0.4644
918.4000,1.0752
918.6000,1.4842
918.7000,0.9353
918.8000,1.9594
918.9000,0.8677
919.0000,1.2353
919.1000,1.0010
919.2000,0.5703
919.3000,1.5208
919.4000,1.6206
919.5000,0.7157
919.6000,0.1821
919.7000,1.0000
919.8000,1.9882
920.0000,1.3842
920.1000,1.0000
920.2000,0.7505
920.3000,0.5287
920.5000,0.6520
920.6000,1.4891
920.7000,0.3204
920.9000,0.0176
921.0000,1.1040
921.2000,1.7188
921.3000,2.2653
921.4000,1.4588
921.5000,1.4554
921.6000,2.2614
921.7000,0.5663
921.8000,0.3960
921.9000,0.8853
922.0000,1.9706
922.2000,1.0000
922.3000,0.7762
922.5000,1.0000
922.6000,2.0549
922.8000,0.3604
922.9000,0.5725
923.0000,0.7970
923.1000,0.8745
923.4000,0.2314
923.5000,0.8069
923.6000,1.2729
923.7000,1.3059
923.9000,2.0000
924.0000,1.5743
924.1000,2.6539
924.2000,2.0000
924.3000,0.8039
924.5000,1.9020
924.6000,0.9733
924.7000,1.8049
924.8000,1.0000
924.9000,2.2559
925.1000,1.0000
925.2000,1.5402
925.3000,2.4079
925.4000,1.6039
925.5000,2.3366
925.6000,2.0000
925.7000,1.0000
925.8000,0.8735
925.9000,1.0608
926.0000,0.9853
926.1000,2.0804
926.2000,1.0000
926.3000,1.7911
926.4000,3.8990
926.5000,3.6535
926.6000,1.5970
926.7000,2.5307
926.8000,1.5333
926.9000,1.1941
927.0000,2.3137
927.1000,1.5549
927.2000,1.0000
927.3000,1.8475
927.4000,3.7147
927.5000,0.0296
927.6000,3.9373
927.7000,4.7356
927.8000,2.6941
927.9000,1.0196
928.0000,7.6520
928.1000,4.6745
928.2000,3.5406
928.3000,3.0000
928.4000,2.5020
928.5000,4.7843
928.6000,2.7902
928.7000,3.3327
928.8000,0.5525
928.9000,5.2209
929.0000,6.0000
929.1000,3.5594
929.2000,7.0000
929.3000,9.9725
929.4000,6.2951
929.5000,11.6078
929.6000,11.6147
929.7000,5.8049
929.8000,5.2510
929.9000,5.6000
930.0000,8.6078
930.1000,6.2040
930.2000,5.2500
930.3000,18.9970
930.4000,51.6588
930.5000,82.0000
930.6000,116.8353
930.7000,91.9294
930.8000,43.8461
930.9000,23.2176
931.0000,16.8621
931.1000,24.8265
931.2000,19.4941
931.3000,23.0382
931.4000,58.0147
931.5000,257.0392
931.6000,1020.9941
931.7000,2015.5793
931.8000,1933.5584
931.9000,1186.6471
932.0000,421.9118
932.1000,130.2627
932.2000,51.3686
932.3000,41.1765
932.4000,48.7350
932.5000,57.1436
932.6000,63.9961
932.7000,52.1529
932.8000,34.6824
932.9000,29.0784
933.0000,14.3039
933.1000,13.3167
933.2000,18.4765
933.3000,16.4059
933.4000,17.2039
933.5000,10.5000
933.6000,4.0431
933.7000,8.6882
933.8000,4.2176
933.9000,3.1088
934.0000,8.0000
934.1000,7.7793
934.2000,7.9422
934.3000,6.0000
934.4000,6.7824
934.5000,6.6961
934.6000,4.3176
934.7000,7.3559
934.8000,5.5078
934.9000,4.7275
935.0000,2.6117
935.1000,3.6647
935.2000,4.0000
935.3000,6.2333
935.4000,3.8311
935.5000,1.1176
935.6000,3.1941
935.7000,3.5059
935.8000,2.4818
935.9000,3.4578
936.0000,3.4314
936.1000,2.6427
936.2000,2.0000
936.3000,7.1667
936.4000,8.7010
936.5000,7.2745
936.6000,12.0941
936.7000,9.3471
936.8000,10.2273
936.9000,4.2373
937.0000,3.6553
937.1000,3.5824
937.2000,4.1824
937.3000,3.8441
937.4000,2.8608
937.5000,3.6373
937.6000,4.2194
937.7000,4.8314
937.8000,2.2039
937.9000,4.7765
938.0000,1.2353
938.1000,6.8422
938.2000,8.9892
938.3000,6.9883
938.4000,4.0000
938.5000,3.9507
938.6000,2.2059
938.7000,4.0578
938.8000,1.9262
938.9000,2.1529
939.0000,0.1863
939.1000,6.0000
939.2000,8.4471
939.3000,22.7631
939.4000,38.1059
939.5000,24.1379
939.6000,18.2379
939.7000,3.8039
939.8000,2.8324
939.9000,7.5786
940.0000,3.0000
940.1000,6.6137
940.2000,4.6098
940.3000,2.7980
940.4000,0.4176
940.5000,3.2108
940.6000,1.6529
940.7000,0.4447
940.8000,2.2254
940.9000,0.8941
941.0000,1.2304
941.1000,2.2350
941.2000,3.0524
941.3000,2.2363
941.4000,0.7223
941.5000,2.2941
941.6000,2.7194
941.7000,1.4784
941.8000,3.0000
941.9000,2.5282
942.0000,4.0000
942.1000,1.2324
942.2000,2.7680
942.3000,1.1456
942.4000,1.9137
942.5000,3.5588
942.6000,5.3471
942.7000,4.0000
942.8000,4.4158
942.9000,1.0000
943.0000,1.0000
943.1000,4.6156
943.2000,3.0000
943.3000,6.4676
943.4000,2.6544
943.5000,1.8350
943.6000,4.6922
943.7000,2.7010
943.8000,3.1333
943.9000,3.0000
944.0000,3.1176
944.1000,2.8907
944.2000,1.9029
944.3000,1.9157
944.4000,2.1612
944.5000,3.0000
944.6000,6.1010
944.7000,1.0382
944.8000,3.0412
944.9000,4.9686
945.0000,4.0000
945.1000,1.0447
945.2000,1.0000
945.3000,2.9524
945.4000,1.1301
945.5000,1.9216
945.6000,2.0912
945.7000,1.0000
945.8000,0.1301
945.9000,2.0000
946.0000,2.1650
946.1000,1.6314
946.2000,0.7951
946.3000,2.7804
946.4000,3.4893
946.5000,3.1990
946.6000,3.5647
946.7000,2.3864
946.8000,0.3291
947.0000,1.0000
947.1000,1.3951
947.3000,1.6729
947.4000,1.5324
947.5000,3.5049
947.6000,1.4476
947.7000,2.2767
947.8000,4.2990
947.9000,0.4107
948.0000,0.7476
948.1000,2.2971
948.2000,2.0000
948.3000,2.5845
948.4000,3.2699
948.5000,3.7621
948.6000,8.9415
948.7000,4.5359
948.8000,6.8520
948.9000,5.0000
949.0000,2.8252
949.1000,0.0553
949.2000,1.0235
949.3000,0.0118
949.4000,0.0725
949.5000,0.0680
949.6000,2.0000
949.7000,1.7262
949.8000,0.3412
949.9000,1.0000
950.1000,2.7204
950.2000,2.9495
950.4000,0.3903
950.5000,1.2732
950.6000,2.4689
950.7000,1.4990
950.8000,1.0854
950.9000,1.0000
951.1000,1.3466
951.2000,1.3000
951.3000,1.4835
951.4000,2.2262
951.5000,1.0000
951.6000,0.5515
951.7000,2.2883
951.8000,1.9010
951.9000,0.0155
952.0000,3.9320
952.1000,0.1612
952.3000,0.8359
952.4000,1.0000
952.5000,2.5243
952.6000,0.6961
952.7000,1.3054
952.8000,2.4019
952.9000,1.0000
953.0000,0.5049
953.1000,2.0000
953.2000,2.0000
953.3000,1.0000
953.4000,1.0000
953.5000,1.0000
953.6000,0.4311
953.7000,0.8408
953.8000,2.6767
953.9000,1.0000
954.0000,1.0192
954.1000,3.8330
954.2000,1.0000
954.3000,3.4019
954.4000,1.5981
954.5000,1.5049
954.6000,0.3154
954.8000,1.5786
954.9000,0.5223
955.0000,3.0000
955.1000,0.4097
955.2000,0.7102
955.3000,0.5845
955.4000,1.5184
955.5000,0.1796
955.6000,1.0000
955.7000,0.1243
955.8000,2.9981
955.9000,1.1107
956.0000,2.7670
956.1000,0.5330
956.2000,1.2413
956.3000,0.6981
956.4000,0.6437
956.5000,2.5777
956.6000,2.5495
956.7000,1.0000
956.8000,2.0000
956.9000,1.0000
957.0000,0.7427
957.1000,1.8087
957.2000,1.2602
957.3000,1.0683
957.6000,1.0000
957.7000,0.2049
957.8000,1.0000
957.9000,0.6631
958.0000,1.0000
958.1000,0.4738
958.2000,1.9107
958.3000,0.7592
958.7000,1.0000
958.8000,1.0000
958.9000,0.0913
959.1000,1.0000
959.2000,1.4810
959.3000,1.0000
959.4000,0.5894
959.5000,0.4831
959.6000,0.8777
959.7000,1.0000
959.9000,2.3650
960.0000,1.7212
960.1000,0.9398
960.2000,0.9845
960.3000,0.9039
960.4000,0.3517
960.5000,0.2524
960.6000,0.6660
960.8000,0.5058
960.9000,1.4301
961.0000,0.6505
961.1000,0.2641
961.2000,0.1835
961.3000,1.7942
961.4000,0.0175
961.5000,1.0631
961.6000,1.8563
961.7000,1.7709
961.8000,0.6837
961.9000,0.3962
962.0000,1.4854
962.1000,0.5702
962.2000,0.6874
962.3000,0.2558
962.4000,0.1760
962.6000,0.0077
962.7000,1.0000
962.8000,1.6462
962.9000,0.2712
963.0000,1.7087
963.1000,1.0000
963.2000,0.5346
963.3000,1.2481
963.6000,1.7942
963.7000,0.9865
963.8000,1.8369
964.0000,1.4615
964.1000,2.2731
964.2000,0.5427
964.3000,0.4481
964.4000,0.6462
964.5000,0.7427
964.6000,0.3308
964.8000,0.9718
964.9000,1.0000
965.0000,1.0000
965.1000,0.6798
965.3000,2.5231
965.4000,1.6184
965.5000,2.2885
965.6000,4.8923
965.7000,0.3423
965.8000,1.0271
965.9000,0.2346
966.0000,1.0000
966.1000,0.3200
966.2000,0.5767
966.3000,1.0558
966.4000,1.0000
966.5000,3.7308
966.6000,1.8379
966.7000,0.2462
966.8000,0.0854
966.9000,0.8490
967.0000,1.4927
967.1000,1.9096
967.2000,1.5330
967.3000,0.4261
967.4000,1.3154
967.5000,1.2087
967.6000,0.8966
967.7000,3.0000
967.8000,0.2288
967.9000,1.7721
968.0000,3.3269
968.1000,3.6644
968.2000,3.5587
968.3000,3.0000
968.4000,1.7760
968.5000,2.7788
968.6000,1.0038
968.7000,1.1067
968.8000,0.4596
968.9000,2.6615
969.0000,2.5529
969.1000,2.1404
969.2000,4.3212
969.3000,2.8194
969.4000,5.0000
969.5000,6.0577
969.6000,8.7250
969.7000,11.5212
969.8000,12.6212
969.9000,8.9500
970.0000,6.7788
970.1000,5.3558
970.2000,3.3058
970.3000,5.9702
970.4000,4.0796
970.5000,5.1971
970.6000,11.6404
970.7000,18.0712
970.8000,48.0971
970.9000,94.0683
971.0000,113.9615
971.1000,100.8894
971.2000,52.1619
971.3000,29.8308
971.4000,17.7797
971.5000,11.7163
971.6000,20.1769
971.7000,20.0124
971.8000,27.8404
971.9000,107.5250
972.0000,492.5865
972.1000,1623.2663
972.2000,2520.0952
972.3000,2082.6538
972.4000,1105.6596
972.5000,417.2019
972.6000,162.7692
972.7000,63.9433
972.8000,38.1410
972.9000,51.5676
973.0000,56.9808
973.1000,53.8135
973.2000,50.5231
973.3000,29.4404
973.4000,20.9115
973.5000,16.1143
973.6000,10.0000
973.7000,9.7314
973.8000,19.3481
973.9000,15.0000
974.0000,11.7053
974.1000,15.9327
974.2000,11.0000
974.3000,8.8865
974.4000,6.0000
974.5000,9.0673
974.6000,5.2135
974.7000,5.5962
974.8000,10.1894
974.9000,5.1279
975.0000,4.1058
975.1000,4.7058
975.2000,3.2894
975.3000,3.5615
975.4000,1.8712
975.5000,5.1202
975.6000,2.8442
975.7000,5.0181
975.8000,7.4705
975.9000,6.4577
976.0000,2.5894
976.1000,3.4490
976.2000,2.3962
976.3000,2.6792
976.4000,4.9875
976.5000,4.0000
976.6000,4.8229
976.7000,5.0000
976.8000,8.0538
976.9000,7.7067
977.0000,10.1490
977.1000,10.0077
977.2000,12.4457
977.3000,8.7057
977.4000,13.0000
977.5000,7.0000
977.6000,7.4724
977.7000,3.4724
977.8000,5.0000
977.9000,3.7192
978.0000,8.0048
978.1000,5.6133
978.2000,4.1779
978.3000,3.2125
978.4000,4.0000
978.5000,4.6381
978.6000,3.7567
978.7000,3.5848
978.8000,3.8115
978.9000,5.0000
979.0000,4.8558
979.1000,5.0248
979.2000,5.8356
979.3000,4.3212
979.4000,4.9024
979.5000,6.3667
979.6000,3.4229
979.7000,4.0000
979.8000,6.6886
979.9000,7.0000
980.0000,13.3238
980.1000,23.6829
980.2000,20.4731
980.3000,26.4904
980.4000,17.5657
980.5000,6.3654
980.6000,3.4923
980.7000,5.7257
980.8000,2.6077
980.9000,5.8590
981.0000,4.9762
981.1000,0.8162
981.2000,2.3943
981.3000,3.0000
981.4000,2.6933
981.5000,3.3269
981.6000,2.9971
981.7000,1.1644
981.8000,4.0077
981.9000,3.4771
982.0000,3.3238
982.1000,4.4800
982.2000,2.0000
982.3000,3.0000
982.4000,2.3423
982.5000,3.0000
982.6000,1.3337
982.7000,2.0000
982.9000,3.8219
983.0000,2.6857
983.1000,2.9654
983.2000,1.2533
983.3000,2.4457
983.4000,3.9390
983.5000,0.5913
983.6000,1.3713
983.7000,3.5486
983.8000,1.2867
983.9000,1.7837
984.0000,3.2000
984.1000,1.7590
984.2000,1.5856
984.3000,1.0000
984.4000,0.9346
984.5000,2.2476
984.6000,4.3404
984.7000,3.2908
984.8000,1.0495
984.9000,1.6495
985.0000,0.5167
985.1000,2.9971
985.2000,1.8133
985.3000,3.0000
985.4000,2.5400
985.5000,0.5524
985.6000,3.9029
985.7000,4.8267
985.8000,4.4756
985.9000,3.4495
986.0000,2.8810
986.1000,3.1885
986.2000,3.9924
986.3000,2.8279
986.4000,2.6410
986.5000,2.5429
986.6000,2.4533
986.7000,1.8305
986.8000,0.0990
986.9000,2.7158
987.0000,1.5857
987.1000,3.3105
987.2000,2.5292
987.3000,3.0552
987.4000,3.5771
987.5000,1.0000
987.6000,1.1867
987.7000,1.7771
987.8000,2.0000
987.9000,3.0000
988.0000,2.3110
988.1000,0.9181
988.2000,1.0000
988.3000,1.8450
988.4000,4.0000
988.5000,2.0000
988.6000,0.4981
988.7000,1.0000
988.8000,1.7505
988.9000,2.8533
989.0000,1.7333
989.1000,0.9244
989.3000,1.7029
989.4000,2.9505
989.5000,0.4857
989.6000,1.5638
989.7000,1.0000
989.8000,0.1629
989.9000,1.9388
990.0000,0.7714
990.1000,1.2657
990.3000,3.0000
990.4000,2.0000
990.5000,0.2238
990.6000,1.7200
990.7000,1.0000
990.8000,3.0000
990.9000,2.0000
991.0000,3.5502
991.1000,1.5686
991.2000,1.0000
991.3000,2.8324
991.4000,2.9648
991.5000,1.2381
991.6000,3.8914
991.7000,7.6486
991.8000,9.5943
991.9000,6.0000
992.0000,2.2619
992.1000,0.4695
992.2000,2.6491
992.3000,0.1152
992.4000,2.0924
992.5000,0.7048
992.6000,1.4924
992.7000,2.7152
992.8000,2.8377
992.9000,0.4057
993.0000,0.6557
993.1000,1.0000
993.2000,1.2324
993.3000,2.0590
993.4000,2.8171
993.5000,0.6000
993.6000,3.8198
993.7000,2.3617
993.8000,7.8057
993.9000,1.5105
994.0000,4.5381
994.1000,2.0000
994.2000,1.1133
994.3000,2.0000
994.4000,6.0000
994.5000,4.1244
994.6000,2.2371
994.7000,4.8755
994.8000,0.5491
994.9000,2.3971
995.0000,0.3868
995.1000,0.8362
