title,t-SNE - multiple sets,,
plot_type,scatter,,
x_label,Component 1,,
y_label,Component 2,,
color,#1abc9c,,#a121dd
axis_x,axis_y,axis_x,axis_y
,,29.6472,-14.1202
,,51.6626,-3.9607
,,29.6316,-9.8355
,,40.3775,11.2211
,,26.7917,22.2756
,,34.5783,23.6428
,,53.0929,-12.3871
,,50.5765,-22.184
,,51.2686,-18.9737
,,31.4384,8.9428
,,30.8625,9.4817
,,27.8171,6.8935
,,39.5785,12.8025
,,24.1663,26.8733
,,21.4849,27.925
,,15.2028,21.7499
,,28.0237,9.8625
,,44.6295,-18.8755
,,24.3204,28.6977
,,26.6114,29.743
,,45.712,7.4635
,,8.2725,22.1639
,,17.1911,29.1184
,,9.3692,23.6377
,,-30.5414,19.3117
,,-35.996,18.4365
,,-49.3979,-0.682
,,-15.4088,27.2841
,,3.7836,34.5353
,,-4.0997,29.2689
,,-23.6566,22.1332
,,-20.0758,23.8456
,,-49.0324,0.8798
,,-50.392,-1.8705
,,-34.9798,3.1007
,,-50.0957,-11.0584
,,-42.8877,-16.0849
,,-5.6693,-20.0748
,,7.8816,-29.3035
,,8.6402,-28.9207
,,40.9294,-38.1985
,,47.9409,-22.2001
,,46.2719,-22.4645
,,28.174,-16.1585
,,11.5551,-25.5067
,,29.1464,-12.7601
,,42.8545,-6.0262
,,28.8551,14.1018
,,25.9645,25.4343
,,7.8422,-23.8298
,,9.2547,-29.9439
,,10.9961,-26.5355
,,48.1493,-7.805
,,44.4345,2.4834
,,49.5629,-8.1146
,,36.122,7.8854
,,39.9778,13.9116
,,0.4595,32.8075
,,-2.2387,30.6743
,,18.714,29.9342
,,43.6271,0.9965
,,33.6073,16.634
,,20.6642,25.8106
,,45.4557,6.7009
,,48.673,2.364
,,34.7771,3.3643
,,3.2437,33.7409
,,3.4721,31.7476
,,6.8156,24.8491
,,45.4404,-18.5479
,,42.8007,-3.7686
,,-27.9232,11.1793
,,18.1142,28.4525
,,4.3112,25.3207
,,10.4724,37.1358
,,46.4092,10.0535
,,-37.8212,13.8867
,,-52.1434,-6.8484
,,-47.0925,-19.2312
,,-50.0299,-1.2214
,,-47.5337,-18.5525
,,-36.12,-17.1006
,,-13.2887,-19.4103
,,5.2074,-24.4966
,,-0.5249,-20.9462
,,41.501,-38.0565
,,53.2299,-14.1162
,,27.4876,-15.3486
,,27.4171,-16.5792
,,30.6309,-15.9395
,,51.1983,-5.7729
,,30.27,-15.0164
,,31.0219,22.8696
,,8.9283,34.3213
,,9.3139,-24.7331
,,9.8732,-29.2491
,,11.1584,-25.639
,,54.9609,-11.4541
,,48.7157,-0.4972
,,31.1028,12.8064
,,-1.7269,34.3221
,,38.7625,14.834
,,24.3159,26.698
,,33.6068,17.8147
,,49.137,-6.6028
,,46.6639,8.5407
,,24.6807,27.9374
,,47.6015,0.2141
,,43.6772,-0.3814
,,28.3419,7.6393
,,32.7533,18.8939
,,-15.4687,26.0729
,,-51.124,3.513
,,-37.1176,16.9881
,,36.4257,7.1945
,,47.6854,-14.2928
,,38.3059,19.2171
,,2.1541,33.798
,,-21.6348,21.9793
,,11.1041,37.0442
,,3.8868,37.0459
,,-55.4243,0.6336
,,-53.3093,-4.3348
,,-45.4882,-11.3428
,,-43.3516,-17.0548
,,-41.6326,-13.1552
,,-29.4825,7.7548
,,-36.2284,-17.0611
,,-26.7993,-25.5388
,,-27.5547,-21.3544
,,42.1953,-39.695
,,46.768,-23.6662
,,4.3499,-19.1144
,,44.6824,-27.9413
,,28.7554,-15.9815
,,50.5117,-6.4341
,,41.6483,5.2958
,,47.7123,-7.2829
,,50.9999,0.2933
,,49.0694,10.0913
,,7.1421,-24.035
,,29.3154,-15.2094
,,48.4268,0.9731
,,44.8344,4.1698
,,17.7156,23.5231
,,26.8236,29.7636
,,45.7659,-13.2349
,,34.567,17.2759
,,38.3193,5.2461
,,10.1099,39.0702
,,29.1556,28.6344
,,34.5543,17.7833
,,43.9702,1.199
,,3.8426,25.0053
,,31.7884,10.5935
,,17.4568,21.2518
,,35.2099,16.5357
,,-19.2246,23.9355
,,20.7168,29.2304
,,38.0701,11.3349
,,45.7803,-15.4096
,,-10.05,20.8485
,,2.5213,33.4699
,,-32.6047,14.8624
,,20.6269,30.8036
,,36.8541,18.2462
,,-17.5701,24.1333
,,7.2375,35.5783
,,-36.794,17.7439
,,-48.3721,-19.9774
,,-49.7898,-9.3626
,,-37.7302,-10.3839
,,-48.0077,-11.9561
,,-48.0778,-18.9584
,,-49.4958,-19.9718
,,41.677,-40.0871
,,45.928,-23.9897
,,44.0023,-26.8149
,,43.9995,-27.6318
,,45.2663,-24.747
,,51.9171,-3.0871
,,29.4458,18.8405
,,50.385,-11.6463
,,44.4253,-10.7307
,,48.8373,-8.1701
,,48.0081,-9.1617
,,46.2625,-8.4599
,,51.8321,-13.0883
,,51.1008,-17.8937
,,52.7332,-17.2285
,,45.2966,-8.1912
,,48.2868,-17.2843
,,31.5355,13.171
,,24.9077,29.2378
,,22.0699,27.341
,,38.0779,15.4163
,,37.7702,21.1218
,,4.9302,35.8929
,,15.9371,22.2248
,,15.1935,22.2124
,,3.9562,25.1141
,,28.0576,28.5028
,,-1.7906,33.5382
,,42.8334,-4.1871
,,45.4382,-16.4002
,,47.1509,8.9985
,,33.6421,20.2795
,,-0.8724,31.4854
,,9.4503,37.773
,,27.2581,28.2798
,,2.1884,32.7474
,,-32.3745,17.0475
,,-37.752,-3.406
,,-46.9987,1.9036
,,-43.2517,-28.8902
,,-55.361,1.8415
,,-54.8915,-0.5875
,,-43.5554,-15.9032
,,-40.8067,5.9784
,,-48.782,-19.6742
,,40.9047,-40.0725
,,45.0136,-28.6216
,,45.5449,-28.7459
,,49.8719,-22.6002
,,52.2882,-3.2486
,,40.517,5.8318
,,44.9719,-25.2334
,,30.208,-15.0727
,,49.9908,-18.6479
,,43.0595,-0.3625
,,51.7319,-19.7029
,,46.2655,-13.0452
,,46.9509,-12.06
,,49.6678,2.3076
,,32.7114,19.4639
,,49.1844,-10.1768
,,50.8665,-20.8911
,,49.4419,1.9931
,,3.2438,35.7734
,,18.865,26.7393
,,45.1737,-8.811
,,3.1498,34.6268
,,28.4086,27.918
,,-1.3108,33.2379
,,-23.4327,20.6582
,,20.4696,27.1159
,,20.8496,26.5601
,,16.5353,30.4529
,,51.9722,-14.5602
,,39.5326,-6.532
,,37.6938,-5.1984
,,-33.0724,16.549
,,-29.9948,19.2992
,,-13.928,27.9124
,,4.249,36.1338
,,-17.2149,25.6871
,,-26.5295,21.187
,,-47.8784,-0.5799
,,-16.9494,23.5429
,,-29.3839,6.7389
,,-23.8973,14.4066
,,-44.5172,-19.856
,,-50.8641,-10.1792
,,-29.4328,11.8065
,,-47.7992,-0.3975
,,41.5794,-38.7381
,,44.7347,-29.3916
,,44.4667,-27.2857
,,53.0324,-14.7624
,,45.5812,-22.6374
,,45.1311,-27.3249
,,43.6767,-27.5993
,,52.2098,-19.0235
,,43.134,3.1344
,,47.9927,-18.9922
,,50.435,-20.6237
,,46.4329,-19.2767
,,47.2576,-19.1603
,,54.2938,-12.0204
,,43.6322,3.1227
,,54.0834,-12.2988
,,46.3115,-16.5239
,,38.057,15.0358
,,48.6227,-16.1267
,,50.8642,-21.7381
,,34.8101,19.6026
,,37.3381,6.0908
,,37.2791,7.3528
,,42.3324,-2.301
,,28.8808,10.4279
,,26.8547,9.7888
,,2.5784,23.6538
,,17.4926,31.7341
,,28.8528,8.283
,,36.6174,-7.3864
,,8.3451,21.5
,,11.8026,22.9352
,,49.3469,1.6222
,,-3.4939,32.4338
,,-7.5724,30.6457
,,35.0488,18.6767
,,2.6967,34.3162
,,-20.5298,27.8926
,,-31.5929,16.6414
,,-42.8484,-13.9684
,,-31.7755,16.8838
,,-32.9472,8.573
,,-33.9347,14.7047
,,-34.1599,-2.3961
,,-51.9055,-9.7891
,,42.2715,-36.6586
,,45.7375,-28.4965
,,30.2555,-11.231
,,51.3432,-6.3931
,,45.3582,-23.1066
,,43.6442,-28.5264
,,45.5305,-27.8266
,,46.6397,-13.9367
,,49.5927,-16.5119
,,49.6158,-21.6959
,,52.3479,-15.5736
,,48.9905,-18.7488
,,47.6938,-20.3791
,,38.6314,13.0848
,,48.6823,-18.4219
,,50.0626,-20.9247
,,39.8906,11.4976
,,35.3237,18.1515
,,43.5308,-10.511
,,50.7001,-19.2682
,,48.5095,9.2964
,,2.9877,-17.7307
,,15.8744,30.3606
,,-0.3972,29.7862
,,2.6358,36.5008
,,2.7625,23.7039
,,37.5702,-6.2323
,,48.3769,-10.6841
,,43.2707,1.9172
,,28.7747,9.4071
,,12.378,21.4872
,,44.3619,-11.3676
,,27.7183,9.1065
,,4.0185,32.8982
,,-2.3202,31.5374
,,-38.6806,7.9223
,,-31.6681,18.3878
,,-49.0825,-6.1741
,,-10.3333,17.8596
,,-19.1639,25.506
,,-54.7294,-0.7675
,,-38.3793,13.4564
,,-48.001,-10.109
,,-38.9143,-5.057
,,-43.8467,-30.4404
