title,Fdc1 @ 350 K - multiple X-axis,,,,,,,,,,,,,
plot_type,multi-line,,,,,,,,,,,,,
x_label,Time (ns),,,,,,,,,,,,,
y_label,Secondary structure (%),,,,,,,,,,,,,
x_unit,ns,,,,,,,,,,,,,
y_unit,%,,,,,,,,,,,,,
color,#000000,,#FD5200,,#0000FF,,#FF8000,,#68D2FB,,#000080,#009F00,,#800080
label,None,,Parallel Beta-sheet,,Anti Beta-sheet,,3-10 helix,,Alpha helix,,Pi(3-14) helix,Turn,,Bend
axis_x,axis_y,axis_x,axis_y,axis_x,axis_y,axis_x,axis_y,axis_x,axis_y,axis_x,axis_y,axis_y,axis_x,axis_y
4.796,0.24753,4.796,0.0641,4.796,0.13018,4.796,0.02959,4.796,0.20316,4.796,0.00493,0.18146,4.796,0.143
4.798,0.25148,4.798,0.0572,4.798,0.13018,4.798,0.03649,4.798,0.19921,4.798,0,0.18343,4.798,0.14596
4.8,0.26036,4.8,0.05819,4.8,0.13215,4.8,0.02071,4.8,0.20907,4.8,0,0.18146,4.8,0.14201
4.802,0.25345,4.802,0.05424,4.802,0.13314,4.802,0.02367,4.802,0.19921,4.802,0,0.19231,4.802,0.14793
4.804,0.25148,4.804,0.0641,4.804,0.12919,4.804,0.02367,4.804,0.21499,4.804,0.00493,0.17061,4.804,0.14497
4.806,0.25641,4.806,0.05424,4.806,0.13018,4.806,0.02071,4.806,0.21893,4.806,0,0.17949,4.806,0.14398
4.808,0.2574,4.808,0.05424,4.808,0.12525,4.808,0.0217,4.808,0.2288,4.808,0.00493,0.16075,4.808,0.15089
4.81,0.25444,4.81,0.0503,4.81,0.13511,4.81,0.02663,4.81,0.21696,4.81,0,0.17554,4.81,0.14497
4.812,0.24458,4.812,0.0572,4.812,0.13314,4.812,0.01775,4.812,0.21203,4.812,0.00493,0.18442,4.812,0.1499
4.814,0.24753,4.814,0.06016,4.814,0.13708,4.814,0.02761,4.814,0.20513,4.814,0.00493,0.17751,4.814,0.14398
4.816,0.24951,4.816,0.06509,4.816,0.13412,4.816,0.02465,4.816,0.21992,4.816,0,0.17061,4.816,0.14004
4.818,0.26233,4.818,0.06312,4.818,0.12525,4.818,0.03254,4.818,0.21006,4.818,0,0.16765,4.818,0.143
4.82,0.24458,4.82,0.0641,4.82,0.13511,4.82,0.02564,4.82,0.21302,4.82,0.00493,0.17258,4.82,0.14398
4.822,0.2574,4.822,0.0641,4.822,0.12821,4.822,0.02761,4.822,0.21499,4.822,0,0.17258,4.822,0.13905
4.824,0.24556,4.824,0.06114,4.824,0.14004,4.824,0.02959,4.824,0.20217,4.824,0,0.19132,4.824,0.13412
4.826,0.25542,4.826,0.06016,4.826,0.13215,4.826,0.0217,4.826,0.22189,4.826,0,0.17653,4.826,0.13609
4.828,0.2574,4.828,0.05917,4.828,0.13018,4.828,0.02465,4.828,0.21598,4.828,0.00986,0.16963,4.828,0.13708
4.83,0.26331,4.83,0.06016,4.83,0.12821,4.83,0.02465,4.83,0.20611,4.83,0,0.1785,4.83,0.143
4.832,0.25148,4.832,0.05917,4.832,0.13609,4.832,0.01775,4.832,0.2071,4.832,0.00493,0.18146,4.832,0.14596
4.834,0.25444,4.834,0.05819,4.834,0.12623,4.834,0.02071,4.834,0.21893,4.834,0,0.17653,4.834,0.14892
4.836,0.24951,4.836,0.05819,4.836,0.13116,4.836,0.0355,4.836,0.19822,4.836,0,0.17751,4.836,0.15385
4.838,0.25049,4.838,0.0572,4.838,0.13314,4.838,0.02959,4.838,0.2071,4.838,0.00493,0.17554,4.838,0.14596
4.84,0.24556,4.84,0.06213,4.84,0.13807,4.84,0.02367,4.84,0.22485,4.84,0.00493,0.16371,4.84,0.14103
4.842,0.25148,4.842,0.06312,4.842,0.13314,4.842,0.01775,4.842,0.22682,4.842,0,0.17061,4.842,0.14103
4.844,0.25444,4.844,0.05621,4.844,0.12919,4.844,0.03353,4.844,0.21795,4.844,0,0.17061,4.844,0.14201
4.846,0.2574,4.846,0.05325,4.846,0.13412,4.846,0.03353,4.846,0.22288,4.846,0,0.16075,4.846,0.14201
4.848,0.24852,4.848,0.0572,4.848,0.13708,4.848,0.02959,4.848,0.21499,4.848,0.00493,0.1716,4.848,0.14004
4.85,0.25641,4.85,0.05621,4.85,0.13116,4.85,0.03748,4.85,0.20907,4.85,0,0.16765,4.85,0.14596
4.852,0.25148,4.852,0.0641,4.852,0.13018,4.852,0.02367,4.852,0.21598,4.852,0.00493,0.16469,4.852,0.14892
4.854,0.25049,4.854,0.06016,4.854,0.13314,4.854,0.02959,4.854,0.21795,4.854,0.00493,0.16765,4.854,0.14004
4.856,0.24753,4.856,0.06114,4.856,0.13412,4.856,0.02663,4.856,0.23077,4.856,0,0.16174,4.856,0.14201
4.858,0.24359,4.858,0.05621,4.858,0.13807,4.858,0.02071,4.858,0.20907,4.858,0,0.1854,4.858,0.15089
4.86,0.24162,4.86,0.06114,4.86,0.143,4.86,0.02367,4.86,0.20513,4.86,0.00493,0.18639,4.86,0.13807
4.862,0.24063,4.862,0.06213,4.862,0.13609,4.862,0.02367,4.862,0.21696,4.862,0,0.18047,4.862,0.14398
4.864,0.24458,4.864,0.05523,4.864,0.13807,4.864,0.03057,4.864,0.214,4.864,0,0.1716,4.864,0.1499
4.866,0.25049,4.866,0.05128,4.866,0.13412,4.866,0.02367,4.866,0.22288,4.866,0,0.17554,4.866,0.14596
4.868,0.24655,4.868,0.05325,4.868,0.14201,4.868,0.03156,4.868,0.21203,4.868,0.00493,0.16469,4.868,0.14892
4.87,0.2426,4.87,0.06509,4.87,0.13215,4.87,0.02367,4.87,0.21795,4.87,0,0.18245,4.87,0.14004
4.872,0.24951,4.872,0.06114,4.872,0.13314,4.872,0.02465,4.872,0.214,4.872,0.00493,0.16963,4.872,0.14694
4.874,0.25247,4.874,0.05917,4.874,0.12919,4.874,0.02367,4.874,0.22288,4.874,0,0.1716,4.874,0.14497
4.876,0.25148,4.876,0.05523,4.876,0.13314,4.876,0.03057,4.876,0.20217,4.876,0,0.18343,4.876,0.14793
4.878,0.25345,4.878,0.05621,4.878,0.13314,4.878,0.02959,4.878,0.214,4.878,0.00493,0.16469,4.878,0.14793
4.88,0.24655,4.88,0.05424,4.88,0.14497,4.88,0.02367,4.88,0.23373,4.88,0,0.16371,4.88,0.13708
4.882,0.25542,4.882,0.05917,4.882,0.12821,4.882,0.03353,4.882,0.21302,4.882,0.00493,0.16963,4.882,0.14004
4.884,0.26134,4.884,0.0572,4.884,0.12426,4.884,0.02071,4.884,0.21105,4.884,0.00493,0.17554,4.884,0.14892
4.886,0.25838,4.886,0.05424,4.886,0.12919,4.886,0.02959,4.886,0.20118,4.886,0.00493,0.18047,4.886,0.14596
4.888,0.24753,4.888,0.05128,4.888,0.13905,4.888,0.02465,4.888,0.22584,4.888,0,0.16075,4.888,0.15483
4.89,0.25444,4.89,0.05917,4.89,0.13116,4.89,0.03649,4.89,0.21696,4.89,0.00493,0.15878,4.89,0.14201
4.892,0.24458,4.892,0.05523,4.892,0.13905,4.892,0.02564,4.892,0.2071,4.892,0.00986,0.16667,4.892,0.15582
4.894,0.24951,4.894,0.05917,4.894,0.13018,4.894,0.0286,4.894,0.21105,4.894,0.00493,0.16469,4.894,0.15582
4.896,0.25444,4.896,0.05621,4.896,0.13314,4.896,0.02959,4.896,0.21696,4.896,0,0.16371,4.896,0.1499
4.898,0.24753,4.898,0.05917,4.898,0.13116,4.898,0.0217,4.898,0.21006,4.898,0,0.18442,4.898,0.1499
4.9,0.24852,4.9,0.06016,4.9,0.13412,4.9,0.02071,4.9,0.23077,4.9,0,0.16667,4.9,0.143
4.902,0.25049,4.902,0.05523,4.902,0.13708,4.902,0.02465,4.902,0.22682,4.902,0,0.16371,4.902,0.14596
4.904,0.25542,4.904,0.06312,4.904,0.12722,4.904,0.0286,4.904,0.21696,4.904,0,0.1785,4.904,0.13412
4.906,0.24556,4.906,0.05819,4.906,0.13314,4.906,0.02959,4.906,0.21893,4.906,0.00493,0.16568,4.906,0.14793
4.908,0.25838,4.908,0.0572,4.908,0.12919,4.908,0.04043,4.908,0.18935,4.908,0.00493,0.17554,4.908,0.14892
4.91,0.24162,4.91,0.06706,4.91,0.13215,4.91,0.01775,4.91,0.20513,4.91,0.00493,0.19132,4.91,0.14398
4.912,0.24556,4.912,0.05917,4.912,0.13116,4.912,0.02367,4.912,0.21006,4.912,0,0.18639,4.912,0.14793
4.914,0.2426,4.914,0.05917,4.914,0.14004,4.914,0.03254,4.914,0.22288,4.914,0,0.16272,4.914,0.14398
4.916,0.24753,4.916,0.06312,4.916,0.12919,4.916,0.02367,4.916,0.22781,4.916,0,0.16174,4.916,0.15089
4.918,0.25345,4.918,0.0572,4.918,0.13018,4.918,0.02663,4.918,0.22781,4.918,0.00493,0.15878,4.918,0.14497
4.92,0.25345,4.92,0.05523,4.92,0.13314,4.92,0.02367,4.92,0.21992,4.92,0.00493,0.17554,4.92,0.13807
4.922,0.23964,4.922,0.06312,4.922,0.14103,4.922,0.02367,4.922,0.21598,4.922,0.00493,0.17554,4.922,0.14004
4.924,0.24063,4.924,0.06312,4.924,0.13314,4.924,0.03748,4.924,0.214,4.924,0,0.17456,4.924,0.14103
4.926,0.24951,4.926,0.05819,4.926,0.13708,4.926,0.04438,4.926,0.20611,4.926,0,0.17554,4.926,0.13314
4.928,0.24655,4.928,0.05917,4.928,0.14004,4.928,0.02367,4.928,0.2002,4.928,0,0.19428,4.928,0.14004
4.93,0.24753,4.93,0.05128,4.93,0.13807,4.93,0.02663,4.93,0.20907,4.93,0.00493,0.18146,4.93,0.14497
4.932,0.25049,4.932,0.05523,4.932,0.13609,4.932,0.02367,4.932,0.21203,4.932,0.00493,0.18245,4.932,0.13905
4.934,0.26036,4.934,0.06114,4.934,0.12525,4.934,0.03254,4.934,0.21598,4.934,0,0.16371,4.934,0.14497
4.936,0.25247,4.936,0.06312,4.936,0.12821,4.936,0.03057,4.936,0.20809,4.936,0,0.17357,4.936,0.14793
4.938,0.25247,4.938,0.05917,4.938,0.12525,4.938,0.02663,4.938,0.22485,4.938,0.00493,0.16963,4.938,0.14103
4.94,0.24556,4.94,0.06114,4.94,0.13116,4.94,0.03156,4.94,0.20118,4.94,0,0.18836,4.94,0.14497
4.942,0.2426,4.942,0.05917,4.942,0.13905,4.942,0.03254,4.942,0.2002,4.942,0,0.17653,4.942,0.15385
4.944,0.23669,4.944,0.05917,4.944,0.13807,4.944,0.04043,4.944,0.20809,4.944,0,0.17357,4.944,0.14793
4.946,0.25049,4.946,0.05917,4.946,0.13215,4.946,0.02959,4.946,0.21499,4.946,0,0.16864,4.946,0.14892
4.948,0.24655,4.948,0.0641,4.948,0.12623,4.948,0.03057,4.948,0.21795,4.948,0,0.17751,4.948,0.14103
4.95,0.24852,4.95,0.05917,4.95,0.13511,4.95,0.02367,4.95,0.20907,4.95,0,0.18245,4.95,0.14596
4.952,0.25345,4.952,0.0572,4.952,0.13116,4.952,0.02663,4.952,0.20809,4.952,0.00493,0.18343,4.952,0.13905
4.954,0.24655,4.954,0.05523,4.954,0.13905,4.954,0.02761,4.954,0.22485,4.954,0,0.16667,4.954,0.14398
4.956,0.25345,4.956,0.05523,4.956,0.13116,4.956,0.03452,4.956,0.20513,4.956,0,0.18245,4.956,0.14201
4.958,0.24951,4.958,0.05621,4.958,0.13807,4.958,0.0286,4.958,0.20809,4.958,0.00493,0.17751,4.958,0.14103
4.96,0.25444,4.96,0.05424,4.96,0.13018,4.96,0.03156,4.96,0.21302,4.96,0,0.1716,4.96,0.14892
4.962,0.23669,4.962,0.05917,4.962,0.14103,4.962,0.03057,4.962,0.21006,4.962,0,0.17258,4.962,0.15385
4.964,0.24753,4.964,0.05621,4.964,0.13905,4.964,0.02367,4.964,0.21203,4.964,0,0.18245,4.964,0.143
4.966,0.25641,4.966,0.05325,4.966,0.13708,4.966,0.0286,4.966,0.21992,4.966,0,0.17357,4.966,0.13511
4.968,0.24655,4.968,0.05523,4.968,0.14004,4.968,0.0217,4.968,0.21598,4.968,0,0.17258,4.968,0.15187
4.97,0.25049,4.97,0.06016,4.97,0.13412,4.97,0.02367,4.97,0.22091,4.97,0.00493,0.16174,4.97,0.14793
4.972,0.24852,4.972,0.0572,4.972,0.13905,4.972,0.02663,4.972,0.21992,4.972,0,0.16963,4.972,0.143
4.974,0.25049,4.974,0.0572,4.974,0.13609,4.974,0.02663,4.974,0.21696,4.974,0,0.17554,4.974,0.14103
4.976,0.23274,4.976,0.05523,4.976,0.14694,4.976,0.0355,4.976,0.21598,4.976,0.00493,0.16075,4.976,0.15187
4.978,0.25444,4.978,0.05523,4.978,0.13609,4.978,0.0217,4.978,0.21499,4.978,0.00493,0.17554,4.978,0.14103
4.98,0.24162,4.98,0.06114,4.98,0.14004,4.98,0.03156,4.98,0.20316,4.98,0,0.18245,4.98,0.14398
4.982,0.25937,4.982,0.0503,4.982,0.13412,4.982,0.02959,4.982,0.20217,4.982,0,0.18146,4.982,0.14694
4.984,0.24852,4.984,0.0572,4.984,0.13708,4.984,0.02663,4.984,0.22485,4.984,0.00493,0.15779,4.984,0.14694
4.986,0.25049,4.986,0.0572,4.986,0.13116,4.986,0.01183,4.986,0.22387,4.986,0.00493,0.17258,4.986,0.15187
4.988,0.24951,4.988,0.06312,4.988,0.12919,4.988,0.01775,4.988,0.214,4.988,0,0.18146,4.988,0.14892
4.99,0.24655,4.99,0.05523,4.99,0.14596,4.99,0.0286,4.99,0.2071,4.99,0,0.17653,4.99,0.14398
4.992,0.24556,4.992,0.06016,4.992,0.14004,4.992,0.03254,4.992,0.19329,4.992,0,0.1854,4.992,0.14694
4.994,0.24753,4.994,0.06213,4.994,0.13314,4.994,0.02663,4.994,0.214,4.994,0,0.16568,4.994,0.15483
4.996,0.24852,4.996,0.05621,4.996,0.14004,4.996,0.02663,4.996,0.21302,4.996,0.00493,0.16174,4.996,0.15286
4.998,0.24852,4.998,0.05325,4.998,0.14694,4.998,0.02761,4.998,0.20513,4.998,0,0.17653,4.998,0.14596
5,0.24852,5,0.06213,5,0.13412,5,0.01282,5,0.21598,5,0,0.19132,5,0.13905
5.002,0.25838,5.002,0.05621,5.002,0.13116,5.002,0.02071,5.002,0.22091,5.002,0,0.17258,5.002,0.14398
5.004,0.24951,5.004,0.0572,5.004,0.13018,5.004,0.03254,5.004,0.22091,5.004,0,0.16075,5.004,0.15286
5.006,0.25247,5.006,0.05917,5.006,0.13314,5.006,0.03846,5.006,0.21795,5.006,0,0.16075,5.006,0.14201
5.008,0.26331,5.008,0.05523,5.008,0.13116,5.008,0.02367,5.008,0.23274,5.008,0,0.15385,5.008,0.14398
5.01,0.24753,5.01,0.05325,5.01,0.13511,5.01,0.02465,5.01,0.21598,5.01,0,0.17653,5.01,0.15089
5.012,0.24556,5.012,0.05917,5.012,0.13412,5.012,0.02367,5.012,0.21203,5.012,0,0.17554,5.012,0.15385
5.014,0.23964,5.014,0.06114,5.014,0.13511,5.014,0.01183,5.014,0.22584,5.014,0.00493,0.17357,5.014,0.15187
5.016,0.24951,5.016,0.06114,5.016,0.13511,5.016,0.0217,5.016,0.21795,5.016,0,0.18146,5.016,0.13708
5.018,0.24852,5.018,0.06016,5.018,0.12821,5.018,0.0355,5.018,0.2071,5.018,0.00493,0.16272,5.018,0.1568
5.02,0.24753,5.02,0.06114,5.02,0.13905,5.02,0.02663,5.02,0.21598,5.02,0,0.18146,5.02,0.13215
5.022,0.24951,5.022,0.05819,5.022,0.13018,5.022,0.02367,5.022,0.21302,5.022,0.00493,0.17456,5.022,0.1499
5.024,0.26134,5.024,0.05128,5.024,0.13609,5.024,0.02959,5.024,0.21696,5.024,0,0.16963,5.024,0.13905
5.026,0.24458,5.026,0.0572,5.026,0.13708,5.026,0.02761,5.026,0.214,5.026,0.00493,0.16864,5.026,0.1499
5.028,0.24655,5.028,0.05128,5.028,0.13807,5.028,0.02465,5.028,0.22781,5.028,0,0.16667,5.028,0.14892
5.03,0.24852,5.03,0.05819,5.03,0.13807,5.03,0.03452,5.03,0.21203,5.03,0,0.18047,5.03,0.13215
5.032,0.24655,5.032,0.06213,5.032,0.13314,5.032,0.02959,5.032,0.19724,5.032,0.00493,0.18047,5.032,0.1499
5.034,0.24951,5.034,0.06016,5.034,0.13018,5.034,0.02071,5.034,0.23077,5.034,0,0.16568,5.034,0.14694
5.036,0.23373,5.036,0.06312,5.036,0.14201,5.036,0.02663,5.036,0.20217,5.036,0,0.18442,5.036,0.15187
5.038,0.23964,5.038,0.05917,5.038,0.14497,5.038,0.01874,5.038,0.22189,5.038,0,0.18146,5.038,0.13807
5.04,0.24458,5.04,0.05523,5.04,0.13609,5.04,0.02367,5.04,0.21302,5.04,0,0.18146,5.04,0.1499
5.042,0.23964,5.042,0.06706,5.042,0.13412,5.042,0.02663,5.042,0.21499,5.042,0,0.17554,5.042,0.14596
5.044,0.23767,5.044,0.06114,5.044,0.14201,5.044,0.03057,5.044,0.21893,5.044,0,0.16963,5.044,0.14398
5.046,0.2426,5.046,0.05523,5.046,0.13807,5.046,0.03748,5.046,0.214,5.046,0,0.16371,5.046,0.15286
5.048,0.24556,5.048,0.06312,5.048,0.13511,5.048,0.02663,5.048,0.21992,5.048,0,0.17061,5.048,0.143
5.05,0.24556,5.05,0.05523,5.05,0.14398,5.05,0.01972,5.05,0.22584,5.05,0,0.16174,5.05,0.15187
5.052,0.24753,5.052,0.05917,5.052,0.13116,5.052,0.03254,5.052,0.20907,5.052,0,0.16469,5.052,0.15976
5.054,0.24852,5.054,0.06114,5.054,0.13511,5.054,0.03353,5.054,0.22387,5.054,0,0.15187,5.054,0.1499
5.056,0.2426,5.056,0.06114,5.056,0.13511,5.056,0.02663,5.056,0.20414,5.056,0,0.18146,5.056,0.15286
5.058,0.24852,5.058,0.06016,5.058,0.13511,5.058,0.02959,5.058,0.2071,5.058,0,0.18245,5.058,0.14103
5.06,0.24852,5.06,0.0572,5.06,0.13708,5.06,0.0217,5.06,0.22584,5.06,0.00592,0.16667,5.06,0.14103
5.062,0.24753,5.062,0.06114,5.062,0.13314,5.062,0.02367,5.062,0.22091,5.062,0,0.1716,5.062,0.14596
5.064,0.24359,5.064,0.0572,5.064,0.14201,5.064,0.02663,5.064,0.214,5.064,0,0.17554,5.064,0.14497
5.066,0.25148,5.066,0.06213,5.066,0.13708,5.066,0.01775,5.066,0.21499,5.066,0,0.18047,5.066,0.14004
5.068,0.25542,5.068,0.0572,5.068,0.13807,5.068,0.02071,5.068,0.21696,5.068,0,0.17653,5.068,0.13905
5.07,0.24063,5.07,0.05917,5.07,0.13905,5.07,0.03649,5.07,0.22091,5.07,0,0.15385,5.07,0.15385
5.072,0.24852,5.072,0.0572,5.072,0.13609,5.072,0.02465,5.072,0.20809,5.072,0.00493,0.16963,5.072,0.15483
5.074,0.24359,5.074,0.0572,5.074,0.13412,5.074,0.02268,5.074,0.21598,5.074,0,0.16765,5.074,0.16272
5.076,0.25148,5.076,0.06114,5.076,0.13807,5.076,0.02761,5.076,0.21992,5.076,0,0.16864,5.076,0.13708
5.078,0.24655,5.078,0.06016,5.078,0.13609,5.078,0.02465,5.078,0.21893,5.078,0,0.16765,5.078,0.1499
5.08,0.24458,5.08,0.06114,5.08,0.13215,5.08,0.02564,5.08,0.21105,5.08,0.00493,0.17554,5.08,0.14892
5.082,0.24359,5.082,0.06312,5.082,0.13215,5.082,0.02071,5.082,0.22189,5.082,0,0.16963,5.082,0.15286
5.084,0.23866,5.084,0.05917,5.084,0.13807,5.084,0.02959,5.084,0.21499,5.084,0.00493,0.16864,5.084,0.1499
5.086,0.24458,5.086,0.05917,5.086,0.14201,5.086,0.02465,5.086,0.21105,5.086,0,0.17751,5.086,0.14497
5.088,0.24753,5.088,0.05819,5.088,0.13807,5.088,0.00888,5.088,0.21302,5.088,0,0.1785,5.088,0.15976
5.09,0.24655,5.09,0.06312,5.09,0.13708,5.09,0.02959,5.09,0.20907,5.09,0,0.1785,5.09,0.14004
5.092,0.24556,5.092,0.0641,5.092,0.13116,5.092,0.02959,5.092,0.21598,5.092,0,0.17554,5.092,0.14201
5.094,0.23767,5.094,0.0641,5.094,0.13807,5.094,0.02071,5.094,0.20611,5.094,0.00493,0.18836,5.094,0.14398
5.096,0.2574,5.096,0.05917,5.096,0.12919,5.096,0.01775,5.096,0.20907,5.096,0.00493,0.18343,5.096,0.143
5.098,0.25148,5.098,0.0572,5.098,0.13412,5.098,0.02959,5.098,0.20809,5.098,0.00493,0.17061,5.098,0.14793
5.1,0.24655,5.1,0.05917,5.1,0.13807,5.1,0.02465,5.1,0.23077,5.1,0.00493,0.16174,5.1,0.13807
5.102,0.24556,5.102,0.0641,5.102,0.13708,5.102,0.02959,5.102,0.21006,5.102,0.00493,0.1716,5.102,0.14103
5.104,0.23373,5.104,0.06509,5.104,0.13018,5.104,0.01775,5.104,0.22485,5.104,0.00592,0.17258,5.104,0.15385
5.106,0.24359,5.106,0.0572,5.106,0.13018,5.106,0.02367,5.106,0.21893,5.106,0,0.17258,5.106,0.15779
5.108,0.24458,5.108,0.06213,5.108,0.13905,5.108,0.01775,5.108,0.20809,5.108,0.00493,0.18442,5.108,0.143
5.11,0.24753,5.11,0.05917,5.11,0.13511,5.11,0.02071,5.11,0.22189,5.11,0.00493,0.18047,5.11,0.13412
5.112,0.2426,5.112,0.05128,5.112,0.14398,5.112,0.02071,5.112,0.21795,5.112,0.00493,0.1785,5.112,0.14398
5.114,0.23964,5.114,0.0572,5.114,0.14201,5.114,0.01874,5.114,0.20907,5.114,0,0.19527,5.114,0.14201
5.116,0.24753,5.116,0.06312,5.116,0.13412,5.116,0.01775,5.116,0.21006,5.116,0.00493,0.18442,5.116,0.14201
5.118,0.25049,5.118,0.05819,5.118,0.12919,5.118,0.01775,5.118,0.22189,5.118,0.00493,0.16568,5.118,0.15582
5.12,0.26036,5.12,0.05523,5.12,0.13511,5.12,0.02564,5.12,0.21598,5.12,0,0.17357,5.12,0.13807
5.122,0.24655,5.122,0.06312,5.122,0.13905,5.122,0.02071,5.122,0.21203,5.122,0.00592,0.17653,5.122,0.14004
5.124,0.24556,5.124,0.06114,5.124,0.13905,5.124,0.02465,5.124,0.21992,5.124,0,0.16864,5.124,0.14497
5.126,0.23866,5.126,0.05917,5.126,0.14103,5.126,0.03254,5.126,0.20809,5.126,0,0.17456,5.126,0.1499
5.128,0.23866,5.128,0.05523,5.128,0.14103,5.128,0.02071,5.128,0.21893,5.128,0.00493,0.16864,5.128,0.15582
5.13,0.25247,5.13,0.0572,5.13,0.12821,5.13,0.03254,5.13,0.214,5.13,0.00493,0.16568,5.13,0.14892
5.132,0.24458,5.132,0.05917,5.132,0.13412,5.132,0.02071,5.132,0.22091,5.132,0,0.17357,5.132,0.15089
5.134,0.24162,5.134,0.06016,5.134,0.14398,5.134,0.01775,5.134,0.20809,5.134,0.00493,0.18343,5.134,0.14398
5.136,0.25542,5.136,0.0572,5.136,0.13314,5.136,0.03156,5.136,0.21203,5.136,0,0.16864,5.136,0.14596
5.138,0.24852,5.138,0.0572,5.138,0.13215,5.138,0.03057,5.138,0.22288,5.138,0,0.16272,5.138,0.1499
5.14,0.25542,5.14,0.05424,5.14,0.13511,5.14,0.0286,5.14,0.22387,5.14,0.00493,0.16272,5.14,0.13905
5.142,0.24753,5.142,0.05621,5.142,0.13018,5.142,0.02761,5.142,0.20611,5.142,0.00493,0.1785,5.142,0.15286
5.144,0.2574,5.144,0.05325,5.144,0.13018,5.144,0.02959,5.144,0.21203,5.144,0,0.17949,5.144,0.14201
5.146,0.24852,5.146,0.05917,5.146,0.13905,5.146,0.01578,5.146,0.23471,5.146,0,0.16765,5.146,0.13905
5.148,0.25542,5.148,0.04734,5.148,0.14398,5.148,0.02268,5.148,0.20316,5.148,0,0.1854,5.148,0.14596
5.15,0.2426,5.15,0.06114,5.15,0.13905,5.15,0.03353,5.15,0.2071,5.15,0,0.17061,5.15,0.1499
5.152,0.24063,5.152,0.05917,5.152,0.143,5.152,0.02564,5.152,0.21598,5.152,0,0.16864,5.152,0.15089
5.154,0.23964,5.154,0.05917,5.154,0.14201,5.154,0.03057,5.154,0.20611,5.154,0,0.17653,5.154,0.1499
5.156,0.25444,5.156,0.05917,5.156,0.13215,5.156,0.0217,5.156,0.21598,5.156,0,0.17357,5.156,0.14694
5.158,0.26233,5.158,0.05917,5.158,0.12722,5.158,0.02367,5.158,0.21105,5.158,0.00493,0.17554,5.158,0.14004
5.16,0.24852,5.16,0.05523,5.16,0.13708,5.16,0.02071,5.16,0.20809,5.16,0,0.1854,5.16,0.14892
5.162,0.25049,5.162,0.05917,5.162,0.13314,5.162,0.02367,5.162,0.21696,5.162,0,0.1785,5.162,0.14201
5.164,0.24951,5.164,0.05917,5.164,0.13116,5.164,0.03353,5.164,0.21105,5.164,0.00493,0.16568,5.164,0.14892
5.166,0.24655,5.166,0.0572,5.166,0.13314,5.166,0.01775,5.166,0.21696,5.166,0,0.18442,5.166,0.14793
5.168,0.24852,5.168,0.06114,5.168,0.13215,5.168,0.02367,5.168,0.21499,5.168,0,0.17456,5.168,0.14892
5.17,0.24556,5.17,0.06114,5.17,0.13905,5.17,0.02663,5.17,0.21203,5.17,0,0.17357,5.17,0.14596
5.172,0.24458,5.172,0.05917,5.172,0.13807,5.172,0.02465,5.172,0.20809,5.172,0,0.19132,5.172,0.13807
5.174,0.2574,5.174,0.06114,5.174,0.12722,5.174,0.02761,5.174,0.22189,5.174,0,0.16864,5.174,0.14004
5.176,0.25345,5.176,0.05917,5.176,0.13018,5.176,0.03254,5.176,0.21105,5.176,0,0.17061,5.176,0.14694
5.178,0.24655,5.178,0.05917,5.178,0.13905,5.178,0.02465,5.178,0.21006,5.178,0,0.17653,5.178,0.14793
5.18,0.24655,5.18,0.05917,5.18,0.13412,5.18,0.02761,5.18,0.21499,5.18,0.00493,0.16765,5.18,0.14892
5.182,0.24951,5.182,0.0572,5.182,0.13215,5.182,0.03254,5.182,0.21992,5.182,0,0.17357,5.182,0.13905
5.184,0.24951,5.184,0.06114,5.184,0.12919,5.184,0.02071,5.184,0.2288,5.184,0,0.17061,5.184,0.14398
5.186,0.24655,5.186,0.05621,5.186,0.14004,5.186,0.02071,5.186,0.21795,5.186,0.00493,0.17061,5.186,0.14694
5.188,0.2426,5.188,0.06312,5.188,0.13511,5.188,0.03748,5.188,0.19921,5.188,0.00493,0.18245,5.188,0.13905
5.19,0.24556,5.19,0.06114,5.19,0.13215,5.19,0.02071,5.19,0.21893,5.19,0.00493,0.16864,5.19,0.15187
5.192,0.24655,5.192,0.05917,5.192,0.12821,5.192,0.02465,5.192,0.20316,5.192,0,0.19428,5.192,0.14793
5.194,0.23471,5.194,0.06016,5.194,0.13807,5.194,0.02465,5.194,0.23373,5.194,0,0.16568,5.194,0.14694
5.196,0.2426,5.196,0.06114,5.196,0.13905,5.196,0.01775,5.196,0.21302,5.196,0.00493,0.17357,5.196,0.15187
5.198,0.25148,5.198,0.06114,5.198,0.13412,5.198,0.02367,5.198,0.21105,5.198,0,0.18146,5.198,0.14103
5.2,0.25838,5.2,0.0572,5.2,0.13412,5.2,0.02367,5.2,0.21302,5.2,0,0.1785,5.2,0.13905
5.202,0.24359,5.202,0.06312,5.202,0.13708,5.202,0.02465,5.202,0.21499,5.202,0.00493,0.17456,5.202,0.14103
5.204,0.24951,5.204,0.06213,5.204,0.13018,5.204,0.02663,5.204,0.21203,5.204,0,0.17554,5.204,0.14793
5.206,0.24556,5.206,0.05819,5.206,0.13708,5.206,0.02268,5.206,0.2071,5.206,0.00493,0.18935,5.206,0.13905
5.208,0.26233,5.208,0.05523,5.208,0.12426,5.208,0.02367,5.208,0.22189,5.208,0.00493,0.16667,5.208,0.14497
