title,p27 - MD results - multiple x,,,,,,
plot_type,grid-line,,,,,,
x_label,Time (ns),,,,,,
color,#000000,,#FD5200,,#0000FF,,#FF8000
label,Radius of Gyration,,Surface Area,,PA,,EHSS
y_labels,Rg (AA),,SASA (A^2),,CCS (A^2),,CCS (A^2)
label_unit,A,,A2,,A2,,A2
axis_x,axis_y,axis_x,axis_y,axis_x,axis_y,axis_x,axis_y
3.218,31.5088,3.218,23941.2016,3.218,4684.57,3.218,6164.5
3.22,31.5346,3.22,24456.1902,3.22,4683.25,3.22,6168.12
3.222,31.5377,3.222,24203.8575,3.222,4677.17,3.222,6158.01
3.224,31.4923,3.224,24577.5397,3.224,4677.12,3.224,6156.57
3.226,31.4436,3.226,24667.0591,3.226,4683.35,3.226,6167.7
3.228,31.3755,3.228,24378.2721,3.228,4668.57,3.228,6148.14
3.23,31.3838,3.23,24545.5409,3.23,4679.8,3.23,6170.75
3.232,31.3947,3.232,24283.8645,3.232,4667.82,3.232,6143.36
3.234,31.4174,3.234,24033.5513,3.234,4671.26,3.234,6150.48
3.236,31.3969,3.236,24240.0491,3.236,4672.38,3.236,6148.45
3.238,31.374,3.238,24758.9742,3.238,4680.49,3.238,6166.08
3.24,31.3459,3.24,24556.5038,3.24,4671.46,3.24,6149.99
3.242,31.3879,3.242,23924.6503,3.242,4666.42,3.242,6150.72
3.244,31.4493,3.244,24794.48,3.244,4679.32,3.244,6158.69
3.246,31.5435,3.246,24733.5862,3.246,4692.26,3.246,6177.67
3.248,31.5179,3.248,24789.2647,3.248,4690.45,3.248,6169.47
3.25,31.4366,3.25,24190.1421,3.25,4675.89,3.25,6158.6
3.252,31.4504,3.252,24481.0771,3.252,4681.38,3.252,6168.45
3.254,31.5109,3.254,24476.6346,3.254,4680.67,3.254,6161.16
3.256,31.4254,3.256,24941.0556,3.256,4686.47,3.256,6173.6
3.258,31.4321,3.258,24501.3311,3.258,4683.6,3.258,6168.12
3.26,31.4642,3.26,24251.6164,3.26,4675.35,3.26,6153.39
3.262,31.4946,3.262,24171.0916,3.262,4686.84,3.262,6174.36
3.264,31.5614,3.264,24909.9777,3.264,4690.88,3.264,6170.32
3.266,31.5042,3.266,24453.0056,3.266,4682.6,3.266,6162.42
3.268,31.4725,3.268,24213.062,3.268,4678.06,3.268,6157.33
3.27,31.4484,3.27,24843.8659,3.27,4693.07,3.27,6185.07
3.272,31.3482,3.272,23734.0513,3.272,4660.23,3.272,6131.32
3.274,31.4387,3.274,24458.5157,3.274,4679.82,3.274,6163.48
3.276,31.4149,3.276,24509.5414,3.276,4671.9,3.276,6157.73
3.278,31.3885,3.278,24170.4916,3.278,4675.3,3.278,6153.2
3.28,31.4183,3.28,24519.8661,3.28,4672.41,3.28,6149.56
3.282,31.4468,3.282,24844.1932,3.282,4693.76,3.282,6182.88
3.284,31.3977,3.284,24216.8403,3.284,4676.08,3.284,6159.5
3.286,31.377,3.286,23913.4917,3.286,4668.96,3.286,6153.65
3.288,31.4712,3.288,24505.8863,3.288,4680.68,3.288,6164.13
3.29,31.438,3.29,24108.6188,3.29,4670.18,3.29,6151.18
3.292,31.4916,3.292,24153.8217,3.292,4676.76,3.292,6152.19
3.294,31.464,3.294,23770.1145,3.294,4677,3.294,6160.28
3.296,31.4973,3.296,24132.19,3.296,4685.26,3.296,6176.02
3.298,31.5291,3.298,24520.3252,3.298,4682.17,3.298,6170.16
3.3,31.4837,3.3,24264.2974,3.3,4673.73,3.3,6154.86
3.302,31.4634,3.302,24121.5117,3.302,4685.05,3.302,6171.7
3.304,31.4124,3.304,24146.5312,3.304,4669.78,3.304,6147.96
3.306,31.5313,3.306,24478.5026,3.306,4682.09,3.306,6162.16
3.308,31.4905,3.308,24462.4407,3.308,4677.26,3.308,6169.12
3.31,31.4751,3.31,24616.9438,3.31,4675.84,3.31,6157.02
3.312,31.4723,3.312,24549.6797,3.312,4679.12,3.312,6158.72
3.314,31.4446,3.314,24375.4932,3.314,4681.52,3.314,6163.65
3.316,31.4886,3.316,24463.5288,3.316,4684.31,3.316,6169.46
3.318,31.4161,3.318,23856.6251,3.318,4673.2,3.318,6152.13
3.32,31.3743,3.32,24062.9799,3.32,4667.41,3.32,6144.21
3.322,31.4426,3.322,23929.7778,3.322,4672.87,3.322,6152.97
3.324,31.4584,3.324,24179.7691,3.324,4675.49,3.324,6154.94
3.326,31.3579,3.326,24353.5346,3.326,4668.09,3.326,6153.88
3.328,31.4509,3.328,24709.5119,3.328,4675.18,3.328,6156.12
3.33,31.4383,3.33,24408.4986,3.33,4677.59,3.33,6170.17
3.332,31.4787,3.332,24082.6011,3.332,4677.14,3.332,6160.29
3.334,31.4706,3.334,24381.1687,3.334,4679.04,3.334,6159.93
3.336,31.4079,3.336,24206.9058,3.336,4669.61,3.336,6153.32
3.338,31.3869,3.338,24281.5573,3.338,4684.91,3.338,6174.44
3.34,31.3571,3.34,24619.0088,3.34,4678.05,3.34,6166.73
3.342,31.3127,3.342,23917.054,3.342,4664.76,3.342,6139.5
3.344,31.4102,3.344,24236.0183,3.344,4684.93,3.344,6169.78
3.346,31.3751,3.346,23926.7166,3.346,4667.15,3.346,6155.12
3.348,31.4567,3.348,24335.8453,3.348,4679.26,3.348,6162.01
3.35,31.4375,3.35,24206.9241,3.35,4671.97,3.35,6154.26
3.352,31.408,3.352,24392.1604,3.352,4686.24,3.352,6182.24
3.354,31.4803,3.354,24414.2981,3.354,4682.22,3.354,6168.31
3.356,31.5431,3.356,24490.6082,3.356,4682.95,3.356,6168.9
3.358,31.5022,3.358,24486.9538,3.358,4678.98,3.358,6163
3.36,31.4652,3.36,24427.1153,3.36,4676.78,3.36,6163.22
3.362,31.4664,3.362,24205.2447,3.362,4681.63,3.362,6171.21
3.364,31.4331,3.364,23850.4742,3.364,4675.04,3.364,6154.36
3.366,31.4264,3.366,24083.1292,3.366,4673.96,3.366,6156.34
3.368,31.4039,3.368,23842.5883,3.368,4674.48,3.368,6157.9
3.37,31.418,3.37,24452.1742,3.37,4673.67,3.37,6159.61
3.372,31.4788,3.372,24311.9003,3.372,4681.06,3.372,6162.85
3.374,31.4062,3.374,24493.0141,3.374,4675.64,3.374,6152.12
3.376,31.3774,3.376,24321.8622,3.376,4677.22,3.376,6160.15
3.378,31.4216,3.378,24347.9667,3.378,4675.63,3.378,6161.22
3.38,31.3354,3.38,24084.0627,3.38,4677.63,3.38,6162.23
3.382,31.4027,3.382,24588.8847,3.382,4683.84,3.382,6178.52
3.384,31.3652,3.384,24034.5264,3.384,4670.49,3.384,6151.15
3.386,31.3818,3.386,24198.3819,3.386,4669.12,3.386,6151.91
3.388,31.456,3.388,24665.6815,3.388,4689.12,3.388,6175.71
3.39,31.4124,3.39,23987.5564,3.39,4683.61,3.39,6171.17
3.392,31.3761,3.392,24198.7611,3.392,4667.18,3.392,6145.81
3.394,31.4207,3.394,24659.7446,3.394,4678.74,3.394,6164.48
3.396,31.4254,3.396,24521.45,3.396,4670.08,3.396,6150.91
3.398,31.3728,3.398,24329.9749,3.398,4678.19,3.398,6167.26
3.4,31.4149,3.4,24499.025,3.4,4677.63,3.4,6167.27
3.402,31.4292,3.402,23972.6725,3.402,4679.57,3.402,6168.75
3.404,31.4653,3.404,24645.5956,3.404,4686.8,3.404,6183.14
3.406,31.4471,3.406,24700.3898,3.406,4682.24,3.406,6166.89
3.408,31.4497,3.408,24190.9711,3.408,4684.5,3.408,6171.98
3.41,31.3956,3.41,24111.6523,3.41,4668.62,3.41,6149.28
3.412,31.4189,3.412,24710.2306,3.412,4682.28,3.412,6167.21
3.414,31.3898,3.414,24100.5639,3.414,4674.89,3.414,6161.71
3.416,31.4276,3.416,24067.6248,3.416,4672.42,3.416,6155.32
3.418,31.3942,3.418,24137.6593,3.418,4674.85,3.418,6160.41
3.42,31.3631,3.42,24316.4626,3.42,4666.05,3.42,6143.2
3.422,31.4377,3.422,24262.4606,3.422,4684.79,3.422,6167.93
3.424,31.4051,3.424,24633.5001,3.424,4683.83,3.424,6173.55
3.426,31.3603,3.426,23846.2744,3.426,4677.52,3.426,6159.06
3.428,31.4016,3.428,24705.6522,3.428,4675.54,3.428,6160.47
3.43,31.4345,3.43,24684.2729,3.43,4683.79,3.43,6172.94
3.432,31.4906,3.432,24401.3855,3.432,4690.7,3.432,6183.33
3.434,31.4748,3.434,24179.3455,3.434,4681.17,3.434,6171.79
3.436,31.5331,3.436,24514.0479,3.436,4692.29,3.436,6193.99
3.438,31.5379,3.438,24138.9056,3.438,4688.3,3.438,6176.34
3.44,31.4546,3.44,24240.7293,3.44,4686.11,3.44,6174.14
3.442,31.4032,3.442,24113.9868,3.442,4676.24,3.442,6162.57
3.444,31.3846,3.444,24668.1054,3.444,4679.83,3.444,6169.12
3.446,31.4391,3.446,24331.9929,3.446,4674.21,3.446,6152.78
3.448,31.4535,3.448,24307.3113,3.448,4679.49,3.448,6165.24
3.45,31.5039,3.45,24660.4082,3.45,4689.22,3.45,6177.39
3.452,31.4289,3.452,24891.8834,3.452,4682.47,3.452,6170.87
3.454,31.4163,3.454,24659.9124,3.454,4671.91,3.454,6153.4
3.456,31.4444,3.456,24841.3889,3.456,4681.43,3.456,6164.26
3.458,31.4615,3.458,24591.2609,3.458,4677.75,3.458,6156.7
3.46,31.4714,3.46,24592.1264,3.46,4679.52,3.46,6154.73
3.462,31.4768,3.462,24288.1421,3.462,4678.59,3.462,6165.73
3.464,31.4157,3.464,24085.7171,3.464,4662.69,3.464,6134.46
3.466,31.4395,3.466,24808.42,3.466,4682.94,3.466,6171.23
3.468,31.4513,3.468,24232.1395,3.468,4681.57,3.468,6166.21
3.47,31.4296,3.47,24056.4099,3.47,4677.41,3.47,6158.38
3.472,31.4005,3.472,23883.3891,3.472,4664.39,3.472,6142.18
3.474,31.3993,3.474,23871.2576,3.474,4663.5,3.474,6136.22
3.476,31.3662,3.476,23806.8721,3.476,4666.58,3.476,6143.66
3.478,31.4369,3.478,23870.2189,3.478,4677.93,3.478,6160.22
3.48,31.3784,3.48,24371.9586,3.48,4666.3,3.48,6145.87
3.482,31.3797,3.482,24360.0045,3.482,4677.12,3.482,6162.48
3.484,31.3778,3.484,24123.5071,3.484,4658.16,3.484,6127.56
3.486,31.3687,3.486,24563.2325,3.486,4672.91,3.486,6155.58
3.488,31.3884,3.488,24193.9704,3.488,4672.41,3.488,6150.9
3.49,31.4002,3.49,24283.0892,3.49,4685.46,3.49,6166.75
3.492,31.4318,3.492,24847.8652,3.492,4678.08,3.492,6156.79
3.494,31.406,3.494,24306.8789,3.494,4682.92,3.494,6167.9
3.496,31.3617,3.496,24457.5012,3.496,4669.28,3.496,6151.74
3.498,31.4307,3.498,24355.3051,3.498,4671,3.498,6149.66
3.5,31.3919,3.5,24105.8119,3.5,4672.04,3.5,6148.59
3.502,31.4293,3.502,24082.9647,3.502,4669.66,3.502,6153.43
3.504,31.4921,3.504,24442.4466,3.504,4692.65,3.504,6186.28
3.506,31.4244,3.506,24354.9159,3.506,4669.15,3.506,6149.63
3.508,31.3478,3.508,24020.6537,3.508,4659.96,3.508,6134.2
3.51,31.3893,3.51,24398.319,3.51,4672.84,3.51,6152.44
3.512,31.3999,3.512,24266.2203,3.512,4671.31,3.512,6155.83
3.514,31.3923,3.514,24090.8002,3.514,4677.15,3.514,6158.32
3.516,31.4609,3.516,24435.2576,3.516,4680.66,3.516,6166.12
3.518,31.4628,3.518,24005.9499,3.518,4677.74,3.518,6159.86
3.52,31.4055,3.52,23974.4294,3.52,4669.01,3.52,6150.39
3.522,31.4255,3.522,24144.805,3.522,4674.2,3.522,6158.13
3.524,31.3918,3.524,23573.7738,3.524,4672.3,3.524,6157.21
3.526,31.3945,3.526,24147.133,3.526,4670.6,3.526,6151.63
3.528,31.4615,3.528,24496.7277,3.528,4684.21,3.528,6166.24
3.53,31.4569,3.53,24605.7201,3.53,4684.88,3.53,6167.33
3.532,31.4304,3.532,24386.2827,3.532,4667.44,3.532,6139.87
3.534,31.4224,3.534,23759.3647,3.534,4665.43,3.534,6145.14
3.536,31.4618,3.536,24671.7779,3.536,4675.44,3.536,6153.23
3.538,31.5012,3.538,24248.5379,3.538,4683.11,3.538,6166.17
3.54,31.3872,3.54,24104.2751,3.54,4671.56,3.54,6151.17
3.542,31.3706,3.542,24395.0222,3.542,4677.42,3.542,6157.4
3.544,31.4325,3.544,24184.9847,3.544,4679.43,3.544,6161.93
3.546,31.4728,3.546,24351.3493,3.546,4681.63,3.546,6167.8
3.548,31.4088,3.548,24008.6656,3.548,4674.22,3.548,6147.59
3.55,31.3616,3.55,24241.5216,3.55,4668.54,3.55,6145.01
3.552,31.4105,3.552,24586.6362,3.552,4689.74,3.552,6177.06
3.554,31.4156,3.554,24421.0779,3.554,4678.73,3.554,6162.07
3.556,31.4295,3.556,24298.4661,3.556,4673.84,3.556,6148.7
3.558,31.4586,3.558,24406.6943,3.558,4679.54,3.558,6156.16
3.56,31.4739,3.56,24278.9698,3.56,4685.24,3.56,6167.41
3.562,31.3649,3.562,23684.94,3.562,4663.34,3.562,6136.52
3.564,31.3207,3.564,23905.334,3.564,4680.42,3.564,6163.19
3.566,31.3471,3.566,24829.8846,3.566,4679.69,3.566,6164.98
3.568,31.3865,3.568,24454.7616,3.568,4683.6,3.568,6178.59
3.57,31.3804,3.57,24458.1168,3.57,4682.16,3.57,6167.54
3.572,31.3262,3.572,23971.5283,3.572,4663.6,3.572,6135.62
3.574,31.3733,3.574,23958.4011,3.574,4673.8,3.574,6160.01
3.576,31.4356,3.576,24475.284,3.576,4687.02,3.576,6172.81
3.578,31.3997,3.578,24584.4937,3.578,4678.58,3.578,6162.22
3.58,31.4442,3.58,24783.2654,3.58,4688.59,3.58,6176.08
3.582,31.4288,3.582,24372.2227,3.582,4673.5,3.582,6159.64
3.584,31.4038,3.584,24463.6794,3.584,4677.14,3.584,6159.65
3.586,31.4376,3.586,24472.6856,3.586,4681.49,3.586,6167.87
3.588,31.4461,3.588,24533.8196,3.588,4672.13,3.588,6146.15
3.59,31.3943,3.59,24544.179,3.59,4676.5,3.59,6159.29
3.592,31.4285,3.592,24610.5063,3.592,4676.2,3.592,6153.37
3.594,31.3712,3.594,23904.7892,3.594,4673.73,3.594,6158.51
3.596,31.3649,3.596,24380.7459,3.596,4676.65,3.596,6162.74
3.598,31.4702,3.598,25058.3979,3.598,4706.45,3.598,6206.23
3.6,31.4677,3.6,24670.5901,3.6,4688.99,3.6,6179.71
3.602,31.4652,3.602,24206.7188,3.602,4680.91,3.602,6170.06
3.604,31.3892,3.604,24387.0383,3.604,4680.52,3.604,6161.63
3.606,31.3472,3.606,24056.9908,3.606,4667.59,3.606,6153.17
3.608,31.392,3.608,24206.452,3.608,4680.32,3.608,6170.85
3.61,31.4188,3.61,23824.3728,3.61,4667.94,3.61,6148.3
3.612,31.4527,3.612,24637.497,3.612,4686.53,3.612,6174.45
3.614,31.4768,3.614,24218.3576,3.614,4682.6,3.614,6166.76
3.616,31.4286,3.616,24359.491,3.616,4684,3.616,6168.32
3.618,31.4323,3.618,24767.8411,3.618,4701.42,3.618,6204.56
3.62,31.4011,3.62,24377.2154,3.62,4678.62,3.62,6159.3
3.622,31.4436,3.622,24678.857,3.622,4686.85,3.622,6173.77
3.624,31.4016,3.624,24637.8776,3.624,4673.79,3.624,6150.57
3.626,31.4505,3.626,24824.4818,3.626,4689,3.626,6177.14
3.628,31.4867,3.628,24159.7816,3.628,4687.57,3.628,6169.77
3.63,31.516,3.63,24610.2559,3.63,4687.94,3.63,6175.5
3.632,31.4409,3.632,24404.2516,3.632,4677.23,3.632,6160.04
3.634,31.3727,3.634,24483.942,3.634,4678.4,3.634,6160.79
3.636,31.448,3.636,24789.1094,3.636,4684.56,3.636,6171.05
3.638,31.4609,3.638,24685.673,3.638,4682.53,3.638,6167.38
3.64,31.5029,3.64,24746.8725,3.64,4699.89,3.64,6196.92
3.642,31.4159,3.642,24247.2429,3.642,4676.44,3.642,6163.47
3.644,31.3906,3.644,24328.1319,3.644,4676.29,3.644,6159.44
3.646,31.4035,3.646,24646.6605,3.646,4686.88,3.646,6180.01
3.648,31.3201,3.648,24719.961,3.648,4670.17,3.648,6153.69
3.65,31.2933,3.65,24586.5816,3.65,4668.55,3.65,6152.91
3.652,31.3298,3.652,24253.7657,3.652,4677.05,3.652,6161.2
3.654,31.3187,3.654,24592.7442,3.654,4675.14,3.654,6163.48
3.656,31.3442,3.656,24785.8002,3.656,4684.19,3.656,6173.51
3.658,31.337,3.658,24750.2409,3.658,4681.64,3.658,6178.77
3.66,31.3831,3.66,24539.2079,3.66,4685.35,3.66,6174.7
3.662,31.422,3.662,24330.4611,3.662,4676.63,3.662,6159.92
3.664,31.3794,3.664,24013.2228,3.664,4664.87,3.664,6143.93
3.666,31.3903,3.666,24492.4133,3.666,4674.37,3.666,6156.66
3.668,31.4813,3.668,24486.7601,3.668,4681.02,3.668,6169.94
3.67,31.4483,3.67,24451.716,3.67,4679.51,3.67,6168.38
3.672,31.3506,3.672,24759.1931,3.672,4671.78,3.672,6153.91
3.674,31.2958,3.674,24359.3242,3.674,4678.4,3.674,6169.21
3.676,31.3584,3.676,24349.9698,3.676,4682.51,3.676,6173.87
3.678,31.3458,3.678,23779.0248,3.678,4667.4,3.678,6147.48
3.68,31.4086,3.68,24897.5942,3.68,4688.55,3.68,6176.15
3.682,31.4139,3.682,24384.4449,3.682,4685.27,3.682,6178.78
3.684,31.4057,3.684,24523.4484,3.684,4680.06,3.684,6167.04
3.686,31.3872,3.686,23992.892,3.686,4684.39,3.686,6171.03
3.688,31.4293,3.688,25106.1843,3.688,4685.76,3.688,6171.35
3.69,31.4389,3.69,24807.4525,3.69,4682.37,3.69,6168.41
3.692,31.4843,3.692,24729.2446,3.692,4692.56,3.692,6186.7
3.694,31.4881,3.694,24632.4529,3.694,4683.65,3.694,6167.35
3.696,31.4713,3.696,24209.7629,3.696,4686.09,3.696,6172.03
3.698,31.455,3.698,24397.0827,3.698,4678.25,3.698,6162.75
3.7,31.4207,3.7,24089.7343,3.7,4674.03,3.7,6155.85
3.702,31.3835,3.702,24201.3492,3.702,4672.63,3.702,6159.67
3.704,31.4702,3.704,24445.3409,3.704,4689.47,3.704,6177.4
3.706,31.4736,3.706,24689.849,3.706,4689.46,3.706,6182.29
3.708,31.3972,3.708,24306.9495,3.708,4682.14,3.708,6171.37
3.71,31.4175,3.71,24502.604,3.71,4683.83,3.71,6164.06
3.712,31.3991,3.712,24576.4566,3.712,4674.09,3.712,6160.77
3.714,31.3966,3.714,24618.3432,3.714,4669.85,3.714,6150.94
3.716,31.4836,3.716,24690.4193,3.716,4686.72,3.716,6175.95
3.718,31.4273,3.718,24552.2439,3.718,4675.94,3.718,6154.16
3.72,31.5102,3.72,24943.0214,3.72,4687.55,3.72,6169.43
3.722,31.495,3.722,24086.5254,3.722,4679.92,3.722,6164.15
3.724,31.4221,3.724,24326.7978,3.724,4685.17,3.724,6174.72
3.726,31.4117,3.726,24576.4116,3.726,4693.58,3.726,6187.29
3.728,31.4667,3.728,24671.7935,3.728,4680.48,3.728,6164.49
3.73,31.4588,3.73,24653.6457,3.73,4686.09,3.73,6171.48
3.732,31.4483,3.732,24775.6493,3.732,4676.69,3.732,6157.88
3.734,31.4792,3.734,24564.3959,3.734,4695.23,3.734,6178.17
3.736,31.4741,3.736,24289.6179,3.736,4690.05,3.736,6181.12
3.738,31.5225,3.738,24337.1619,3.738,4688.74,3.738,6180.07
3.74,31.5215,3.74,24625.1005,3.74,4690.44,3.74,6183.27
3.742,31.5033,3.742,24350.3982,3.742,4684.95,3.742,6170.46
3.744,31.4657,3.744,24121.3139,3.744,4676.1,3.744,6155.95
3.746,31.4185,3.746,24277.6459,3.746,4674.3,3.746,6161.83
3.748,31.4377,3.748,24153.2789,3.748,4676.96,3.748,6164.71
3.75,31.4317,3.75,24313.6324,3.75,4685.3,3.75,6170.69
3.752,31.4378,3.752,24482.9584,3.752,4674.62,3.752,6153.83
3.754,31.399,3.754,23894.1828,3.754,4680.46,3.754,6163.43
3.756,31.4537,3.756,24262.7534,3.756,4671.26,3.756,6144.5
3.758,31.4303,3.758,24585.7652,3.758,4678.78,3.758,6160.36
3.76,31.4289,3.76,24454.2508,3.76,4677.55,3.76,6162.01
3.762,31.4096,3.762,24738.8915,3.762,4682.02,3.762,6162.35
3.764,31.4364,3.764,24330.9013,3.764,4679.08,3.764,6162.22
3.766,31.4668,3.766,23708.9124,3.766,4680.49,3.766,6166.06
3.768,31.5105,3.768,24378.6553,3.768,4694.73,3.768,6184.06
3.77,31.4346,3.77,24224.5044,3.77,4676.99,3.77,6160.35
3.772,31.4323,3.772,24454.8978,3.772,4672,3.772,6141.99
3.774,31.4713,3.774,24023.7701,3.774,4678.26,3.774,6153.81
3.776,31.3869,3.776,24393.6162,3.776,4677.4,3.776,6163.95
3.778,31.4571,3.778,24445.2545,3.778,4675.17,3.778,6154.95
3.78,31.486,3.78,24263.6121,3.78,4680.5,3.78,6165.15
3.782,31.4327,3.782,24517.1267,3.782,4670.2,3.782,6155.03
3.784,31.4169,3.784,24716.0398,3.784,4684.96,3.784,6168.45
3.786,31.4312,3.786,24610.3517,3.786,4685.15,3.786,6174.76
3.788,31.4038,3.788,23956.7299,3.788,4667.45,3.788,6150.99
3.79,31.4781,3.79,24388.1722,3.79,4685.35,3.79,6165.31
3.792,31.5005,3.792,24724.8286,3.792,4691.21,3.792,6181.6
3.794,31.424,3.794,24529.8361,3.794,4683.08,3.794,6164.59
3.796,31.4629,3.796,24662.3974,3.796,4678.7,3.796,6157.39
3.798,31.4826,3.798,24296.3801,3.798,4683.03,3.798,6159.87
3.8,31.3871,3.8,24333.9249,3.8,4675.64,3.8,6155.54
3.802,31.2984,3.802,23886.5942,3.802,4664.17,3.802,6136.46
3.804,31.3492,3.804,23926.2418,3.804,4660.8,3.804,6127.55
3.806,31.4211,3.806,24627.0482,3.806,4692.39,3.806,6182.68
3.808,31.3843,3.808,24455.7253,3.808,4673.9,3.808,6149.62
3.81,31.4435,3.81,24855.0904,3.81,4690.48,3.81,6166.35
3.812,31.3766,3.812,24196.2034,3.812,4678.49,3.812,6157.95
3.814,31.3832,3.814,24332.8171,3.814,4661.41,3.814,6131.71
3.816,31.4134,3.816,24595.6965,3.816,4684.04,3.816,6160.01
3.818,31.3715,3.818,24284.9119,3.818,4672.92,3.818,6147.74
3.82,31.4177,3.82,24596.8586,3.82,4685.86,3.82,6175.14
3.822,31.4091,3.822,24261.5061,3.822,4680.73,3.822,6164.8
3.824,31.4271,3.824,24206.0761,3.824,4676.82,3.824,6155.84
3.826,31.43,3.826,24127.2605,3.826,4680.5,3.826,6157.75
3.828,31.4751,3.828,24400.5457,3.828,4678.25,3.828,6152.17
3.83,31.4706,3.83,24359.0845,3.83,4674.03,3.83,6143.16
3.832,31.408,3.832,24391.192,3.832,4672.45,3.832,6158.24
3.834,31.4285,3.834,24414.5686,3.834,4677.26,3.834,6152.78
3.836,31.4279,3.836,24455.6499,3.836,4683.99,3.836,6171.34
3.838,31.5067,3.838,24543.6483,3.838,4684.61,3.838,6161.08
3.84,31.4446,3.84,24800.4718,3.84,4677.39,3.84,6161.12
3.842,31.4058,3.842,24525.6578,3.842,4680.41,3.842,6155.77
3.844,31.4398,3.844,24240.682,3.844,4677.39,3.844,6154.35
3.846,31.4418,3.846,24298.4163,3.846,4683.17,3.846,6167.12
3.848,31.421,3.848,24334.7769,3.848,4664.93,3.848,6135.89
3.85,31.4158,3.85,24442.3638,3.85,4673.55,3.85,6149.4
3.852,31.4209,3.852,24916.1433,3.852,4680.96,3.852,6163.87
3.854,31.3189,3.854,24222.6993,3.854,4672.56,3.854,6153.49
3.856,31.4598,3.856,24409.9348,3.856,4686.18,3.856,6166.27
3.858,31.375,3.858,23885.4469,3.858,4663.8,3.858,6140.33
3.86,31.3853,3.86,24923.9805,3.86,4683.72,3.86,6169.91
3.862,31.3984,3.862,24345.2549,3.862,4687.19,3.862,6174.41
3.864,31.3915,3.864,24423.9311,3.864,4680.75,3.864,6167.62
3.866,31.3651,3.866,24399.3477,3.866,4674.26,3.866,6162.41
3.868,31.3498,3.868,24289.5811,3.868,4672.13,3.868,6155.22
3.87,31.4344,3.87,24751.4034,3.87,4685.34,3.87,6170.82
3.872,31.4085,3.872,24318.7429,3.872,4677.01,3.872,6154.35
3.874,31.4132,3.874,24375.3159,3.874,4680.92,3.874,6170.39
3.876,31.3895,3.876,24231.2643,3.876,4676.79,3.876,6166.49
3.878,31.4059,3.878,24314.6714,3.878,4678.23,3.878,6162.46
3.88,31.3687,3.88,24412.7367,3.88,4671.9,3.88,6155.5
3.882,31.4487,3.882,24958.0922,3.882,4680.73,3.882,6165.42
3.884,31.47,3.884,24605.1462,3.884,4681.53,3.884,6163.54
3.886,31.4683,3.886,24487.9591,3.886,4677.89,3.886,6156.29
3.888,31.4387,3.888,24716.5505,3.888,4677.25,3.888,6162.39
3.89,31.4314,3.89,24709.8092,3.89,4675.49,3.89,6155.18
3.892,31.4706,3.892,24563.0729,3.892,4687.15,3.892,6175.31
3.894,31.461,3.894,25342.8368,3.894,4687.91,3.894,6180.91
3.896,31.3991,3.896,24379.4771,3.896,4675.24,3.896,6161.96
3.898,31.4618,3.898,24472.2825,3.898,4686.93,3.898,6171.51
3.9,31.4001,3.9,24504.7736,3.9,4673.87,3.9,6156.21
3.902,31.4113,3.902,25152.3542,3.902,4679.83,3.902,6162.6
3.904,31.3894,3.904,24567.9001,3.904,4677.52,3.904,6161.06
3.906,31.4702,3.906,24826.059,3.906,4692.23,3.906,6180.08
3.908,31.481,3.908,24834.895,3.908,4675.98,3.908,6158.76
3.91,31.5104,3.91,24943.5459,3.91,4679.44,3.91,6165.11
3.912,31.5132,3.912,24411.6436,3.912,4680.23,3.912,6166.08
3.914,31.4653,3.914,24400.8262,3.914,4687.78,3.914,6174.96
3.916,31.4109,3.916,24020.9946,3.916,4671.46,3.916,6155.57
3.918,31.5219,3.918,24874.0012,3.918,4696.31,3.918,6191.11
3.92,31.3704,3.92,24189.604,3.92,4669.17,3.92,6150.64
3.922,31.3753,3.922,24636.1945,3.922,4681.07,3.922,6171.33
3.924,31.4433,3.924,24419.8481,3.924,4673.98,3.924,6154.69
3.926,31.4138,3.926,24022.0011,3.926,4675.63,3.926,6154.54
3.928,31.3889,3.928,24441.9495,3.928,4678.13,3.928,6162.98
3.93,31.4605,3.93,24584.4474,3.93,4692.41,3.93,6180.25
3.932,31.4138,3.932,24644.1901,3.932,4677.85,3.932,6155.82
3.934,31.4063,3.934,25061.5107,3.934,4693.12,3.934,6181.82
3.936,31.4456,3.936,24656.316,3.936,4678.67,3.936,6162.15
3.938,31.4626,3.938,24653.0486,3.938,4689.67,3.938,6180.93
3.94,31.4763,3.94,24876.208,3.94,4690.05,3.94,6186.8
3.942,31.5266,3.942,25206.3242,3.942,4703.92,3.942,6196.73
3.944,31.3885,3.944,24620.4687,3.944,4675.27,3.944,6162.43
3.946,31.3959,3.946,24862.6279,3.946,4690.92,3.946,6185.97
3.948,31.3839,3.948,24365.236,3.948,4682.16,3.948,6168.03
3.95,31.4613,3.95,24868.0368,3.95,4684.71,3.95,6174.01
3.952,31.4962,3.952,24836.8583,3.952,4693.19,3.952,6185.24
3.954,31.4391,3.954,24299.948,3.954,4676.12,3.954,6158.7
3.956,31.4287,3.956,24579.4318,3.956,4690.96,3.956,6175.4
3.958,31.4257,3.958,24846.6883,3.958,4686.08,3.958,6170.85
3.96,31.393,3.96,24415.2227,3.96,4680.03,3.96,6160.72
3.962,31.4849,3.962,24885.7986,3.962,4697.26,3.962,6188.08
3.964,31.3954,3.964,24940.7882,3.964,4681.61,3.964,6165.2
