title,p27 - MD results,,,
plot_type,grid-line,,,
x_label,Time (ns),,,
color,#000000,#FD5200,#0000FF,#FF8000
label,Radius of Gyration,Surface Area,PA,EHSS
y_labels,Rg (AA),SASA (A^2),CCS (A^2),CCS (A^2)
label_unit,A,A2,A2,A2
axis_x,axis_y,axis_y,axis_y,axis_y
2.328,31.4405,24432.6987,4680.46,6160.19
2.33,31.4774,24431.9879,4681.4,6154
2.332,31.4123,23959.5642,4670.35,6144.25
2.334,31.4431,24218.3297,4673.98,6156.33
2.336,31.395,24193.654,4675.58,6158.41
2.338,31.3982,24871.5384,4680.07,6156.78
2.34,31.3458,23938.5525,4668.93,6147.12
2.342,31.4138,24897.0242,4685.87,6168.04
2.344,31.3774,24540.5437,4672.17,6154.81
2.346,31.4148,24611.8872,4664.18,6140.05
2.348,31.3691,24564.8834,4661.05,6140.44
2.35,31.3929,24923.2069,4670.89,6151.82
2.352,31.3787,24578.608,4678.4,6167.9
2.354,31.3476,24201.5452,4673.9,6157.85
2.356,31.3975,24681.76,4685.54,6170.46
2.358,31.3561,24065.9571,4672.5,6150.86
2.36,31.3678,24035.2588,4667.19,6144.66
2.362,31.3578,24170.9706,4671.56,6155.29
2.364,31.4203,24474.1847,4673.97,6152.94
2.366,31.3857,24313.2942,4678.41,6158.76
2.368,31.3838,24173.9993,4670.52,6146.39
2.37,31.4422,24419.7408,4676.97,6156.67
2.372,31.4956,25148.2704,4688.41,6168.72
2.374,31.5171,24624.1396,4685.36,6170.34
2.376,31.492,24458.7833,4682.14,6166.32
2.378,31.4791,24400.8382,4684.3,6168.3
2.38,31.4499,24072.134,4674.27,6158.81
2.382,31.4542,24699.0781,4673.78,6155.54
2.384,31.4517,24749.2004,4669.3,6146.27
2.386,31.527,24376.2296,4686.24,6168.37
2.388,31.5421,24943.5832,4690.09,6172.2
2.39,31.5076,24306.3075,4681.62,6164.47
2.392,31.4546,24409.6983,4664.44,6143.22
2.394,31.4835,24581.6183,4681.49,6162.93
2.396,31.4608,24639.4766,4673.17,6152.49
2.398,31.5065,24650.8043,4685.49,6172.49
2.4,31.4762,24582.2122,4679.11,6166.36
2.402,31.4669,24473.7561,4678.89,6168.6
2.404,31.4414,24212.8137,4675.98,6159.87
2.406,31.4764,24019.6237,4675.91,6160.31
2.408,31.408,24903.7391,4675.99,6160.32
2.41,31.3373,24100.63,4673.29,6152.87
2.412,31.3832,24610.4232,4675.83,6156.34
2.414,31.4241,24386.0019,4683.92,6171.56
2.416,31.4609,24447.1659,4683.48,6166.21
2.418,31.4129,24063.1896,4681.13,6164.92
2.42,31.3798,24225.4193,4675.01,6156.18
2.422,31.3721,24224.3088,4677.62,6158.54
2.424,31.4312,24700.6559,4683.05,6166.75
2.426,31.4741,24290.3256,4684.71,6165.78
2.428,31.452,24963.5836,4686.15,6170.48
2.43,31.4772,24922.0536,4691.59,6176.19
2.432,31.4693,24305.6511,4682.3,6164.52
2.434,31.4537,24175.3736,4679.29,6153.91
2.436,31.5029,24556.5719,4687.45,6173.33
2.438,31.369,24225.3821,4673.35,6150.81
2.44,31.3337,23688.9797,4660.65,6133.08
2.442,31.3928,24027.9678,4666.04,6145.76
2.444,31.4634,24302.5303,4681.68,6164.26
2.446,31.4638,23830.9281,4661.36,6130.28
2.448,31.4651,24183.4428,4689.17,6173.28
2.45,31.4806,24561.9714,4680.87,6155.62
2.452,31.4546,24078.0255,4670.64,6153.11
2.454,31.4856,24584.9059,4682.31,6169.83
2.456,31.5034,24007.8037,4679.55,6153.99
2.458,31.4559,23797.3333,4678.04,6159.17
2.46,31.4903,24426.3561,4682.5,6162.63
2.462,31.4103,24041.1711,4673.97,6151.98
2.464,31.4093,24245.2676,4685.13,6168.23
2.466,31.3833,23683.4389,4673.41,6153.93
2.468,31.401,24121.6978,4677.93,6159.38
2.47,31.4069,24367.5177,4676.69,6159.62
2.472,31.4138,24198.3927,4681.97,6168.02
2.474,31.4083,24185.7044,4680.53,6163.78
2.476,31.3814,23910.1352,4681.01,6166.23
2.478,31.4303,24756.9196,4688.16,6177.93
2.48,31.4018,24194.9956,4668.1,6151.54
2.482,31.4331,24178.1698,4677.17,6159.46
2.484,31.4183,23936.0809,4673.38,6152.02
2.486,31.428,24010.9296,4674.27,6156.7
2.488,31.43,24276.9216,4680.37,6167.21
2.49,31.4276,23750.2566,4673.83,6152.92
2.492,31.4212,23766.3212,4670.06,6147.08
2.494,31.4112,24037.7113,4671.76,6157.32
2.496,31.424,24273.9145,4684.19,6176.23
2.498,31.3936,24655.2928,4675.57,6156.7
2.5,31.4198,24247.4354,4672.78,6148.15
2.502,31.4037,24281.0441,4687.68,6172.4
2.504,31.3325,24278.2578,4669.48,6152.11
2.506,31.3495,23994.656,4675.51,6163.77
2.508,31.4213,24008.3863,4676.85,6158.22
2.51,31.4371,24171.9306,4679.5,6168.47
2.512,31.4069,24251.0779,4674.36,6159.86
2.514,31.4127,24791.0647,4692,6181.01
2.516,31.4063,24192.1597,4678,6165.62
2.518,31.4212,24026.7721,4676.8,6154.58
2.52,31.4015,24399.2499,4678.25,6160.8
2.522,31.5087,24788.7488,4689.57,6173.55
2.524,31.4704,23895.5845,4661.8,6134.36
2.526,31.4733,24771.9644,4684.76,6171.23
2.528,31.4449,24006.8352,4678.23,6161.97
2.53,31.4259,23824.7221,4679.72,6158.01
2.532,31.4585,24574.0315,4688.3,6173.38
2.534,31.513,24586.152,4683.36,6164.43
2.536,31.5022,24345.2988,4691.84,6177.09
2.538,31.3992,24069.546,4670.67,6154.66
2.54,31.3913,24587.9268,4680.2,6165.66
2.542,31.4993,24812.1532,4693.79,6191.83
2.544,31.3825,23867.4494,4672.19,6154.27
2.546,31.469,24532.1702,4684.5,6173.65
2.548,31.5328,24429.5768,4688.45,6180.23
2.55,31.4532,24316.4246,4682.47,6170.32
2.552,31.4165,24627.3867,4679.65,6171.4
2.554,31.3483,24353.866,4674.84,6162.7
2.556,31.4263,24404.4124,4676.34,6161.8
2.558,31.4228,24089.342,4671.12,6156.23
2.56,31.3747,24311.3369,4672.86,6159.09
2.562,31.4793,24425.6681,4683.87,6168.32
2.564,31.4278,24139.0117,4668.33,6149.43
2.566,31.3591,23794.4197,4667.4,6145.41
2.568,31.3507,23853.8005,4666.35,6143.34
2.57,31.3334,23929.4054,4658.9,6133.26
2.572,31.4182,23732.9296,4666.16,6148.38
2.574,31.4251,24644.6341,4678.85,6161.59
2.576,31.3742,23994.3465,4664.14,6144.37
2.578,31.3763,24230.3981,4667.72,6148.17
2.58,31.4143,23988.1024,4662.79,6136.79
2.582,31.4467,24513.3267,4686.65,6178.81
2.584,31.3484,23672.0438,4662.69,6140.07
2.586,31.3792,24454.881,4673.33,6152.99
2.588,31.4162,24216.5246,4666.15,6143.3
2.59,31.467,23966.6067,4666.15,6143.37
2.592,31.4067,24371.496,4671.58,6156.9
2.594,31.4171,24501.603,4684.39,6176.99
2.596,31.379,23535.3054,4662.55,6137.47
2.598,31.4431,24689.6869,4678.02,6157.47
2.6,31.4521,24391.9607,4678.12,6151.71
2.602,31.4479,24179.2114,4676.69,6154.95
2.604,31.4661,24248.8057,4684.45,6170.17
2.606,31.447,24854.7439,4677.53,6156.84
2.608,31.3902,24237.3363,4667.62,6147.68
2.61,31.3743,24093.5469,4660.57,6127.17
2.612,31.5013,25127.4912,4695.6,6186.7
2.614,31.4366,24259.9605,4674.56,6158.03
2.616,31.3646,24087.6378,4669.43,6145.76
2.618,31.4036,23936.3783,4670.75,6157.45
2.62,31.4222,24545.3914,4684.51,6173.23
2.622,31.3678,23809.5392,4660.17,6139.79
2.624,31.4179,24369.1007,4682.22,6166.47
2.626,31.4512,24731.3732,4691.95,6181.72
2.628,31.4529,24333.0748,4673.62,6154.72
2.63,31.4195,24584.4583,4678.3,6157.41
2.632,31.3923,24080.4329,4669.18,6146.78
2.634,31.3505,23876.0848,4658.49,6128.19
2.636,31.35,24304.4328,4664.32,6135.12
2.638,31.406,25032.9239,4679.77,6163.85
2.64,31.401,23951.0171,4668.35,6146.43
2.642,31.3672,24397.1918,4667.91,6146.46
2.644,31.359,24606.3707,4662.68,6134.44
2.646,31.3965,24111.3233,4658.36,6134.33
2.648,31.3525,24082.863,4669.14,6148.79
2.65,31.4157,24433.0656,4673.75,6155.29
2.652,31.3733,23954.5619,4659.64,6133.32
2.654,31.3415,24270.4732,4670.89,6158.49
2.656,31.3796,24080.1986,4670.72,6152.59
2.658,31.3939,24385.6702,4674.79,6157.68
2.66,31.3856,24622.1816,4678.67,6165.02
2.662,31.3274,24043.6866,4665.35,6146.3
2.664,31.3863,24697.5657,4673.88,6155.54
2.666,31.3704,24179.247,4669.08,6145.53
2.668,31.3973,23845.9295,4670.6,6153.57
2.67,31.409,24298.5567,4669.61,6152.25
2.672,31.3687,24452.8612,4672.03,6157.22
2.674,31.4152,24383.5655,4677.58,6154.79
2.676,31.3911,24358.1867,4675.78,6158.77
2.678,31.3961,24303.2725,4676.7,6161.14
2.68,31.4673,24005.2777,4677.28,6162.76
2.682,31.372,24211.3992,4664.72,6145.89
2.684,31.4033,24222.3582,4677.16,6164.3
2.686,31.3963,24550.5755,4671.47,6149.57
2.688,31.3704,23881.0128,4662.09,6135.97
2.69,31.4658,24054.8087,4663.55,6137.16
2.692,31.4722,24169.4,4671.68,6154.03
2.694,31.4172,23796.8476,4675.5,6155.45
2.696,31.3951,23907.7304,4662.43,6143.41
2.698,31.4024,24288.888,4665.36,6143.58
2.7,31.4032,24230.1851,4669.74,6151.54
2.702,31.4658,24144.2023,4663.36,6140.83
2.704,31.3961,24731.9231,4672.91,6155.42
2.706,31.3531,23943.6823,4670.1,6154.18
2.708,31.4375,23999.3553,4663.69,6140.1
2.71,31.3961,24036.1663,4662.63,6144.69
2.712,31.4081,24508.3406,4672.82,6158.57
2.714,31.3955,24244.0654,4676.11,6158.86
2.716,31.3141,23585.0338,4656.43,6129.45
2.718,31.4166,24643.301,4673.66,6149.79
2.72,31.3779,24182.8011,4664.3,6141.49
2.722,31.4132,24354.5963,4669.33,6153.74
2.724,31.3514,23922.7649,4669.4,6148.83
2.726,31.3732,23968.7981,4662.86,6147.44
2.728,31.4522,24084.7866,4681.52,6168.22
2.73,31.3374,23654.5477,4664.48,6142.47
2.732,31.3138,23719.1951,4664.53,6142.82
2.734,31.3266,23839.5201,4664.6,6144.35
2.736,31.3899,24228.7627,4676.33,6162.55
2.738,31.3885,24641.7537,4677.85,6160.47
2.74,31.3306,24133.7125,4667.17,6152.28
2.742,31.3428,23757.9712,4665.38,6140.72
2.744,31.3607,24375.4902,4672.24,6157.43
2.746,31.4217,24372.3803,4672.87,6159.83
2.748,31.3786,24274.9835,4666.82,6147.58
2.75,31.4547,24762.2117,4682.51,6171.6
2.752,31.4532,24143.4576,4678.29,6158.5
2.754,31.3751,24167.8183,4667.37,6144.57
2.756,31.3797,24179.2765,4669.61,6150.63
2.758,31.4447,24430.4613,4675.78,6157.11
2.76,31.3954,23999.4305,4667.32,6147.06
2.762,31.4058,24305.4903,4676.22,6159.55
2.764,31.3265,23603.3804,4660.56,6142.82
2.766,31.3002,23492.106,4656.65,6134.61
2.768,31.3164,23981.3437,4662.82,6151.69
2.77,31.3252,23921.0341,4670.79,6153.32
2.772,31.4043,24150.0055,4672.16,6153.41
2.774,31.3862,24481.1538,4679.68,6166
2.776,31.3603,24459.2008,4671.93,6155.63
2.778,31.3092,24110.2078,4666.4,6150.28
2.78,31.2705,24399.9787,4663.29,6150.9
2.782,31.3715,23978.9787,4671.29,6156.38
2.784,31.4293,24118.2337,4680.44,6171.25
2.786,31.3919,24119.966,4664.25,6145.88
2.788,31.3354,23692.6132,4655.8,6131.2
2.79,31.4117,24120.3492,4675.45,6166.39
2.792,31.4435,24661.4416,4676.71,6157.23
2.794,31.3961,24294.7659,4679.57,6164.19
2.796,31.3216,24226.6614,4673.82,6154.79
2.798,31.3604,24272.311,4670.7,6150.47
2.8,31.3142,23877.77,4662.74,6147.06
2.802,31.306,24343.9398,4662.96,6141.31
2.804,31.3471,24151.3557,4668.14,6148.81
2.806,31.3248,23730.4292,4659.85,6137.83
2.808,31.3677,24399.6684,4672.05,6161.64
2.81,31.3825,24070.7558,4667.51,6149.86
2.812,31.4453,24272.4277,4678.95,6166.83
2.814,31.3836,24019.842,4665.79,6143.95
2.816,31.4278,24420.9634,4671.49,6157.55
2.818,31.495,24292.3615,4685.77,6175.82
2.82,31.4496,24109.3253,4670.25,6157.13
2.822,31.3734,24023.6778,4669.86,6154.35
2.824,31.4353,24098.3515,4672.9,6158.07
2.826,31.4427,24137.2844,4667.8,6151.18
2.828,31.4363,24104.6483,4666.16,6141.08
2.83,31.4574,24328.8957,4662.11,6138.83
2.832,31.4386,24009.7522,4665.35,6141.68
2.834,31.3786,24353.7284,4664.96,6141.61
2.836,31.3442,24040.9772,4659.92,6141.09
2.838,31.3265,24058.1896,4663.2,6147.59
2.84,31.2874,23750.0348,4651.36,6127.65
2.842,31.3441,23956.6846,4651.15,6128.14
2.844,31.3697,24314.2892,4670.74,6150.79
2.846,31.3328,23952.0909,4667.54,6147.89
2.848,31.2924,23975.8821,4655.38,6135.15
2.85,31.2678,24057.8516,4659.54,6134.49
2.852,31.3186,23772.0866,4664.58,6149.34
2.854,31.3113,23967.3842,4660.46,6142.15
2.856,31.3462,24217.4961,4670.41,6157.23
2.858,31.3894,24378.1105,4670.02,6146.69
2.86,31.3252,23504.84,4653.51,6121.56
2.862,31.4226,24834.0065,4676.56,6158.94
2.864,31.3941,24346.3608,4669.59,6146.65
2.866,31.3888,24325.254,4671.55,6153.65
2.868,31.37,24353.4065,4664.06,6143.81
2.87,31.3878,24637.4867,4666.93,6146.42
2.872,31.3475,24406.596,4672.67,6158.72
2.874,31.3715,24042.5078,4665.13,6144.08
2.876,31.3204,24571.5449,4664.32,6143.59
2.878,31.2803,23817.9363,4650.66,6126.81
2.88,31.4225,23843.2047,4659.42,6136.91
2.882,31.3396,24439.1293,4667.67,6154.07
2.884,31.391,24872.9952,4679.29,6167.68
2.886,31.2796,24073.9534,4651.18,6127.42
2.888,31.2463,24157.9897,4652.58,6126.52
2.89,31.3424,24147.8353,4673.66,6161.68
2.892,31.2917,24156.7065,4657.8,6127.84
2.894,31.312,24643.9137,4669.48,6152.72
2.896,31.2551,24146.9515,4659.03,6134.67
2.898,31.3046,24259.6322,4665.11,6142.71
2.9,31.3024,24013.1913,4664.46,6144.9
2.902,31.3629,24265.1698,4673.37,6158.32
2.904,31.3259,24598.8208,4667.6,6142.29
2.906,31.2673,24141.9772,4669.34,6152.98
2.908,31.2784,24417.5323,4674.11,6163.04
2.91,31.3749,24513.3105,4677.02,6161.89
2.912,31.3521,24219.0432,4666.01,6144.98
2.914,31.379,24348.664,4670.76,6159.48
2.916,31.3528,24238.1703,4666.37,6144.46
2.918,31.3667,25005.1595,4672.67,6150.72
2.92,31.364,24551.6852,4672.19,6154.54
2.922,31.3125,24521.7808,4661.79,6139.31
2.924,31.3157,24217.4338,4667.21,6147.62
2.926,31.3638,24168.1206,4671.7,6150.28
2.928,31.4037,24774.9534,4668.8,6151.11
2.93,31.4459,24191.5604,4674.2,6156.48
2.932,31.3705,24118.9883,4667.35,6146.8
2.934,31.4447,24072.3758,4666.97,6138.98
2.936,31.4255,24012.5353,4669.8,6145.03
2.938,31.384,24396.9892,4666.14,6134
2.94,31.3832,24161.3986,4662.3,6136.89
2.942,31.4003,24469.7333,4663.41,6140.97
2.944,31.3403,24396.9293,4665.88,6142.78
2.946,31.3657,24550.5215,4659.68,6135.67
2.948,31.399,24876.2851,4680.81,6158.69
2.95,31.3953,23945.6914,4662.2,6132.02
2.952,31.4853,24338.5288,4672,6143.05
2.954,31.4685,25020.8242,4686.43,6169.67
2.956,31.3894,24576.3694,4667.97,6145.55
2.958,31.3407,24612.6297,4672.11,6151.88
2.96,31.363,23957.7316,4661.23,6132.2
2.962,31.4188,24440.875,4668.89,6147.41
2.964,31.4479,24928.3048,4680.57,6160.19
2.966,31.3695,25008.2165,4675.88,6153.97
2.968,31.3471,24397.5881,4677.13,6164.59
2.97,31.3561,23972.9479,4657.27,6131.43
2.972,31.3836,24499.277,4673.5,6150.72
2.974,31.35,23658.4107,4658.13,6127.14
2.976,31.3508,24129.7893,4661.95,6128.02
2.978,31.2812,23834.9307,4649.22,6115.5
2.98,31.3006,24226.4368,4661.51,6134.83
2.982,31.3606,24364.3843,4667.88,6144.27
2.984,31.4321,24670.4079,4676.9,6150.99
2.986,31.4346,24087.5134,4664.27,6141.94
2.988,31.3957,24220.3981,4665.22,6137.78
2.99,31.3716,24212.3749,4664.69,6142.87
2.992,31.3293,24253.3237,4661.99,6133.45
2.994,31.4358,24880.6431,4682.39,6164.43
2.996,31.4785,24877.8346,4685.54,6174.59
2.998,31.4491,24361.8434,4682.82,6169.92
3,31.4395,24611.6073,4675.04,6149.63
3.002,31.3856,24270.4946,4676.38,6159.62
3.004,31.3431,23749.6484,4668.19,6147.47
3.006,31.5282,24954.9048,4692.74,6184.32
3.008,31.5062,24308.7321,4676.56,6155.77
3.01,31.511,24374.6135,4687.29,6168.25
3.012,31.4562,24219.671,4679.27,6161.04
3.014,31.4614,25040.138,4687.91,6171.75
3.016,31.4174,24387.307,4679.28,6160.88
3.018,31.3844,24572.6048,4669.57,6151.9
3.02,31.3435,24251.6198,4671.36,6151.2
3.022,31.3336,24131.1177,4666.28,6146.54
3.024,31.3552,24597.6868,4674.6,6163.55
3.026,31.3967,24543.3206,4671.17,6154.14
3.028,31.4417,24798.1818,4685.23,6181.76
3.03,31.4827,24508.5127,4682.44,6163.99
3.032,31.4498,24757.3483,4679.55,6165.68
3.034,31.4121,24235.3998,4668.95,6142.52
3.036,31.3763,24321.4513,4671.05,6157.24
3.038,31.383,24382.5064,4684.42,6176.93
3.04,31.4145,24178.7458,4678.36,6165.05
3.042,31.3904,24059.4852,4664.43,6140.8
3.044,31.4624,24493.9296,4682.54,6173.04
3.046,31.446,24614.7196,4681,6164.3
3.048,31.4304,24288.1129,4673.53,6155.9
3.05,31.5785,24659.2474,4696.31,6185.77
3.052,31.51,24094.7944,4681.98,6167.47
3.054,31.5068,24490.6841,4685.89,6178.22
3.056,31.503,24292.6651,4686.29,6170.37
3.058,31.3877,23960.3113,4672.49,6152.05
3.06,31.3936,24280.5552,4662.11,6141.86
3.062,31.379,24096.0866,4668.43,6149.92
3.064,31.43,24401.6376,4675.49,6159.45
3.066,31.4682,24139.9625,4680.22,6165.25
3.068,31.493,24205.6469,4674.94,6154.96
3.07,31.438,24345.814,4676.29,6159.03
3.072,31.4598,24248.9382,4692.81,6182.75
3.074,31.468,24692.4561,4687.96,6179.9
3.076,31.4605,24598.249,4689.52,6180.8
3.078,31.4128,23773.5702,4670.17,6151.02
3.08,31.4162,24200.0525,4673.89,6152.65
3.082,31.3425,24291.5689,4669.57,6147.1
3.084,31.4239,24453.767,4678.91,6162.4
3.086,31.4134,23989.208,4677.45,6146.03
3.088,31.4204,24443.2689,4680.86,6160.95
3.09,31.4338,24219.0041,4677.57,6154.79
3.092,31.4513,23667.5757,4670.49,6142.24
3.094,31.4584,24497.4627,4673.53,6156.45
3.096,31.4809,24495.32,4686.93,6176.42
3.098,31.4483,24016.7404,4671.76,6148.54
3.1,31.4842,24488.9251,4684.75,6165.54
3.102,31.4301,23984.6467,4669.1,6138.48
3.104,31.4724,24165.1506,4674.41,6148.04
3.106,31.3841,24191.1682,4674.24,6145.89
3.108,31.3949,23995.4821,4664.82,6138.14
3.11,31.4308,23908.3914,4674.62,6147.99
3.112,31.5379,24625.115,4687.12,6169.19
3.114,31.5555,24527.0826,4693.81,6182.59
3.116,31.4996,24143.9779,4681.55,6164.51
3.118,31.4705,23979.8123,4685.79,6172.83
3.12,31.468,24314.5707,4681.15,6155.97
3.122,31.3699,23831.4271,4674.15,6154.59
3.124,31.4498,24265.1793,4681.27,6163.56
3.126,31.5127,23940.0875,4683.79,6169.56
3.128,31.5456,24270.4329,4683.85,6163.62
3.13,31.5322,24177.3005,4685.9,6165.85
3.132,31.4714,24018.7831,4676.46,6151.98
3.134,31.4643,24071.5063,4685.03,6161.48
3.136,31.538,24174.6767,4684.89,6158.83
3.138,31.6038,24509.7461,4702.23,6198.04
3.14,31.469,24500.6513,4693.79,6175.39
3.142,31.4531,24239.7876,4685.33,6169.33
3.144,31.4692,24434.8661,4684.62,6172.67
3.146,31.487,24031.7057,4683.84,6168.12
3.148,31.4003,24068.7852,4671.12,6154.09
3.15,31.4277,24172.6134,4682.99,6160.92
3.152,31.3854,24308.575,4669.31,6146.15
3.154,31.4257,24245.7474,4675.48,6157.89
3.156,31.4958,24354.6411,4688.13,6172.24
3.158,31.5206,24364.7852,4682.94,6163.18
3.16,31.4604,24228.9457,4683.4,6164.08
3.162,31.4616,24342.8645,4678.76,6159.02
3.164,31.4418,23809.2701,4663.93,6133.24
3.166,31.5194,24362.4759,4672.86,6144.28
3.168,31.5869,24432.7347,4686.46,6161.19
3.17,31.6089,24297.2078,4693.15,6182.76
3.172,31.5484,24338.7464,4689.42,6177.11
3.174,31.5435,24500.856,4698.88,6190.33
3.176,31.4894,24277.4464,4678.32,6152.09
3.178,31.5258,24524.9892,4681.69,6160.57
3.18,31.4918,24399.2989,4682.1,6158.03
3.182,31.4169,23775.1023,4656.75,6122.55
3.184,31.4459,24113.1536,4670.18,6150.22
3.186,31.4608,24744.6785,4673.43,6153.28
3.188,31.3959,24041.6798,4673.87,6154.57
3.19,31.4403,24233.799,4676.1,6162.42
3.192,31.4847,24288.371,4681.15,6173.03
3.194,31.5243,23573.9531,4671.85,6149.66
3.196,31.392,23695.0476,4670.17,6142.93
3.198,31.3844,23585.2117,4667,6140.62
3.2,31.4687,24515.4372,4675.12,6159.86
3.202,31.5625,24605.8514,4691.4,6174.15
3.204,31.4809,24145.3841,4682.22,6167.11
3.206,31.3769,24128.7538,4667.52,6150.37
3.208,31.3826,24711.5812,4681.93,6171.58
3.21,31.4008,24176.6607,4671.12,6147.15
3.212,31.466,24191.8903,4671.91,6146.7
3.214,31.447,23935.7236,4668.4,6143.22
3.216,31.4562,23852.6826,4665.54,6135.43
3.218,31.5088,23941.2016,4684.57,6164.5
3.22,31.5346,24456.1902,4683.25,6168.12
3.222,31.5377,24203.8575,4677.17,6158.01
3.224,31.4923,24577.5397,4677.12,6156.57
3.226,31.4436,24667.0591,4683.35,6167.7
3.228,31.3755,24378.2721,4668.57,6148.14
3.23,31.3838,24545.5409,4679.8,6170.75
3.232,31.3947,24283.8645,4667.82,6143.36
3.234,31.4174,24033.5513,4671.26,6150.48
3.236,31.3969,24240.0491,4672.38,6148.45
3.238,31.374,24758.9742,4680.49,6166.08
3.24,31.3459,24556.5038,4671.46,6149.99
3.242,31.3879,23924.6503,4666.42,6150.72
3.244,31.4493,24794.48,4679.32,6158.69
3.246,31.5435,24733.5862,4692.26,6177.67
3.248,31.5179,24789.2647,4690.45,6169.47
3.25,31.4366,24190.1421,4675.89,6158.6
3.252,31.4504,24481.0771,4681.38,6168.45
3.254,31.5109,24476.6346,4680.67,6161.16
3.256,31.4254,24941.0556,4686.47,6173.6
3.258,31.4321,24501.3311,4683.6,6168.12
3.26,31.4642,24251.6164,4675.35,6153.39
3.262,31.4946,24171.0916,4686.84,6174.36
3.264,31.5614,24909.9777,4690.88,6170.32
3.266,31.5042,24453.0056,4682.6,6162.42
3.268,31.4725,24213.062,4678.06,6157.33
3.27,31.4484,24843.8659,4693.07,6185.07
3.272,31.3482,23734.0513,4660.23,6131.32
3.274,31.4387,24458.5157,4679.82,6163.48
3.276,31.4149,24509.5414,4671.9,6157.73
3.278,31.3885,24170.4916,4675.3,6153.2
3.28,31.4183,24519.8661,4672.41,6149.56
3.282,31.4468,24844.1932,4693.76,6182.88
3.284,31.3977,24216.8403,4676.08,6159.5
3.286,31.377,23913.4917,4668.96,6153.65
3.288,31.4712,24505.8863,4680.68,6164.13
3.29,31.438,24108.6188,4670.18,6151.18
3.292,31.4916,24153.8217,4676.76,6152.19
3.294,31.464,23770.1145,4677,6160.28
3.296,31.4973,24132.19,4685.26,6176.02
3.298,31.5291,24520.3252,4682.17,6170.16
3.3,31.4837,24264.2974,4673.73,6154.86
3.302,31.4634,24121.5117,4685.05,6171.7
3.304,31.4124,24146.5312,4669.78,6147.96
3.306,31.5313,24478.5026,4682.09,6162.16
3.308,31.4905,24462.4407,4677.26,6169.12
3.31,31.4751,24616.9438,4675.84,6157.02
3.312,31.4723,24549.6797,4679.12,6158.72
3.314,31.4446,24375.4932,4681.52,6163.65
3.316,31.4886,24463.5288,4684.31,6169.46
3.318,31.4161,23856.6251,4673.2,6152.13
3.32,31.3743,24062.9799,4667.41,6144.21
3.322,31.4426,23929.7778,4672.87,6152.97
3.324,31.4584,24179.7691,4675.49,6154.94
3.326,31.3579,24353.5346,4668.09,6153.88
3.328,31.4509,24709.5119,4675.18,6156.12
3.33,31.4383,24408.4986,4677.59,6170.17
3.332,31.4787,24082.6011,4677.14,6160.29
3.334,31.4706,24381.1687,4679.04,6159.93
3.336,31.4079,24206.9058,4669.61,6153.32
3.338,31.3869,24281.5573,4684.91,6174.44
3.34,31.3571,24619.0088,4678.05,6166.73
3.342,31.3127,23917.054,4664.76,6139.5
3.344,31.4102,24236.0183,4684.93,6169.78
3.346,31.3751,23926.7166,4667.15,6155.12
3.348,31.4567,24335.8453,4679.26,6162.01
3.35,31.4375,24206.9241,4671.97,6154.26
3.352,31.408,24392.1604,4686.24,6182.24
3.354,31.4803,24414.2981,4682.22,6168.31
3.356,31.5431,24490.6082,4682.95,6168.9
3.358,31.5022,24486.9538,4678.98,6163
3.36,31.4652,24427.1153,4676.78,6163.22
3.362,31.4664,24205.2447,4681.63,6171.21
3.364,31.4331,23850.4742,4675.04,6154.36
3.366,31.4264,24083.1292,4673.96,6156.34
3.368,31.4039,23842.5883,4674.48,6157.9
3.37,31.418,24452.1742,4673.67,6159.61
3.372,31.4788,24311.9003,4681.06,6162.85
3.374,31.4062,24493.0141,4675.64,6152.12
3.376,31.3774,24321.8622,4677.22,6160.15
3.378,31.4216,24347.9667,4675.63,6161.22
3.38,31.3354,24084.0627,4677.63,6162.23
3.382,31.4027,24588.8847,4683.84,6178.52
3.384,31.3652,24034.5264,4670.49,6151.15
3.386,31.3818,24198.3819,4669.12,6151.91
3.388,31.456,24665.6815,4689.12,6175.71
3.39,31.4124,23987.5564,4683.61,6171.17
3.392,31.3761,24198.7611,4667.18,6145.81
3.394,31.4207,24659.7446,4678.74,6164.48
3.396,31.4254,24521.45,4670.08,6150.91
3.398,31.3728,24329.9749,4678.19,6167.26
3.4,31.4149,24499.025,4677.63,6167.27
3.402,31.4292,23972.6725,4679.57,6168.75
3.404,31.4653,24645.5956,4686.8,6183.14
3.406,31.4471,24700.3898,4682.24,6166.89
3.408,31.4497,24190.9711,4684.5,6171.98
3.41,31.3956,24111.6523,4668.62,6149.28
3.412,31.4189,24710.2306,4682.28,6167.21
3.414,31.3898,24100.5639,4674.89,6161.71
3.416,31.4276,24067.6248,4672.42,6155.32
3.418,31.3942,24137.6593,4674.85,6160.41
3.42,31.3631,24316.4626,4666.05,6143.2
3.422,31.4377,24262.4606,4684.79,6167.93
3.424,31.4051,24633.5001,4683.83,6173.55
3.426,31.3603,23846.2744,4677.52,6159.06
3.428,31.4016,24705.6522,4675.54,6160.47
3.43,31.4345,24684.2729,4683.79,6172.94
3.432,31.4906,24401.3855,4690.7,6183.33
3.434,31.4748,24179.3455,4681.17,6171.79
3.436,31.5331,24514.0479,4692.29,6193.99
3.438,31.5379,24138.9056,4688.3,6176.34
3.44,31.4546,24240.7293,4686.11,6174.14
3.442,31.4032,24113.9868,4676.24,6162.57
