title,p27 - MD results,,,
plot_type,grid-line,,,
x_label,Time (ns),,,
color,#000000,#FD5200,#0000FF,#FF8000
label,Radius of Gyration,Surface Area,PA,EHSS
y_labels,Rg (AA),SASA (A^2),CCS (A^2),CCS (A^2)
label_unit,A,A2,A2,A2
axis_x,axis_y,axis_y,axis_y,axis_y
5.056,31.3611,23946.4964,4672.36,6163.54
5.058,31.3699,23589.5294,4679.77,6176.55
5.06,31.4433,24595.5554,4697.24,6193.36
5.062,31.431,24252.9424,4695.29,6191.49
5.064,31.4526,24469.4145,4693.58,6185
5.066,31.3942,24744.6149,4693.07,6184.09
5.068,31.3653,24239.5485,4681.36,6170.08
5.07,31.3911,23973.8079,4682.14,6161.77
5.072,31.3749,23898.276,4684.04,6164.36
5.074,31.441,24194.926,4689.97,6174.76
5.076,31.4734,24392.9916,4698.93,6180.13
5.078,31.3739,24259.2687,4684.52,6164.41
5.08,31.3348,24087.2211,4680.74,6164.28
5.082,31.3982,24301.4467,4694.94,6187.78
5.084,31.4358,24249.4649,4694.09,6179.58
5.086,31.4543,24798.3206,4694.53,6190.08
5.088,31.3799,23898.052,4692.71,6185.39
5.09,31.3323,24027.134,4692.39,6182.82
5.092,31.3779,24482.9003,4692.01,6173.66
5.094,31.4028,24324.2223,4700.08,6196.53
5.096,31.3787,24360.5032,4697.2,6188.04
5.098,31.4373,24289.059,4699.05,6186.35
5.1,31.3837,24365.632,4682.48,6167.37
5.102,31.4292,24475.0503,4699.18,6191.38
5.104,31.3719,24063.7073,4679.92,6160.24
5.106,31.4006,24436.4651,4691.07,6178.98
5.108,31.3375,24014.8129,4675.99,6157.63
5.11,31.3297,24424.538,4685.27,6174.87
5.112,31.4009,24192.2741,4693.94,6189.99
5.114,31.4017,24121.4216,4690.91,6187.07
5.116,31.3823,24196.3953,4694.06,6188.44
5.118,31.2683,23535.2403,4663.89,6145.51
5.12,31.3474,24401.5247,4679.41,6168.92
5.122,31.4065,23976.7459,4682.93,6170.76
5.124,31.4503,24405.6274,4689.56,6175.55
5.126,31.3373,24071.0468,4679.97,6170.4
5.128,31.3237,24215.3156,4675.62,6157.13
5.13,31.2901,24180.7406,4684.5,6176.71
5.132,31.3109,24626.3306,4691.46,6181.42
5.134,31.3129,24387.9901,4688.69,6183.16
5.136,31.3706,24139.0549,4681.12,6166.52
5.138,31.3761,24020.9903,4671.81,6154.52
5.14,31.3837,23977.8491,4686.02,6170.9
5.142,31.2961,23749.4624,4681.31,6170.01
5.144,31.3761,24744.6417,4687.1,6177.43
5.146,31.3598,24370.301,4691.78,6190.82
5.148,31.2782,23915.0774,4673.54,6162.81
5.15,31.3032,23811.3951,4677.68,6166.28
5.152,31.3478,24286.9517,4695.47,6185.45
5.154,31.3143,24277.0672,4678.21,6162.12
5.156,31.314,23798.9514,4676.49,6161.45
5.158,31.419,24548.7802,4696.91,6193.63
5.16,31.3692,24048.5579,4682.14,6165.71
5.162,31.3728,24305.9603,4687.85,6184.09
5.164,31.3446,23887.6314,4685.31,6173.1
5.166,31.4364,24293.8145,4694.84,6186.31
5.168,31.4964,24408.8929,4695.74,6189.57
5.17,31.3988,24444.579,4688.88,6180.86
5.172,31.338,24112.5359,4681.48,6168.45
5.174,31.2991,24195.9532,4675.97,6164.56
5.176,31.2875,24198.7199,4674.66,6161.71
5.178,31.2874,24242.2538,4681.36,6177.04
5.18,31.3663,24277.5052,4681.7,6164.47
5.182,31.3144,24113.6748,4672.3,6153.63
5.184,31.3055,23990.5942,4674.85,6162.26
5.186,31.3458,24103.8912,4689.1,6187.16
5.188,31.4021,24568.34,4698.69,6195.33
5.19,31.3562,24140.9046,4685,6175.14
5.192,31.383,24310.0748,4681.05,6170.99
5.194,31.4182,24556.2092,4697.75,6195.56
5.196,31.3864,24265.4953,4679.67,6164.3
5.198,31.4601,24558.3309,4698.22,6188.11
5.2,31.3429,24302.021,4682.75,6168.78
5.202,31.3392,24418.3314,4680.94,6166.08
5.204,31.3542,24678.1452,4688.97,6174.56
5.206,31.2888,23897.1127,4665.4,6142
5.208,31.3529,24270.2725,4683.93,6173.16
5.21,31.3655,24083.2507,4679.42,6163.85
5.212,31.4076,23988.0295,4686.1,6182.81
5.214,31.4156,24813.2578,4695.96,6186.93
5.216,31.3204,24005.4257,4682.89,6171.72
5.218,31.2574,24023.4091,4671.82,6155.67
5.22,31.3505,24348.0959,4677.33,6154.41
5.222,31.3687,24017.6663,4698.73,6193.23
5.224,31.3734,24839.7116,4683.26,6162.86
5.226,31.3809,24210.0099,4677.89,6163.99
5.228,31.4516,24811.5759,4698.57,6199.04
5.23,31.4633,24394.2038,4690.2,6185.02
5.232,31.416,24412.8478,4694.04,6189.36
5.234,31.3669,24157.9846,4684.37,6172.85
5.236,31.3526,24235.9789,4673.11,6152.6
5.238,31.3135,24250.9832,4681.55,6173.65
5.24,31.3598,23951.6768,4675.04,6164.34
5.242,31.3913,23858.9011,4682.71,6165.72
5.244,31.4112,24142.6973,4686.17,6169.31
5.246,31.3848,24291.1769,4685.76,6177.02
5.248,31.3786,24209.8945,4676.59,6155.49
5.25,31.4268,24680.6954,4687.93,6172.9
5.252,31.5115,24511.396,4702.42,6200.89
5.254,31.4021,24218.0357,4698.14,6199.9
5.256,31.3605,23933.7748,4681.64,6167.33
5.258,31.4209,24675.7783,4704.41,6203.74
5.26,31.3561,24041.0123,4680.49,6168.82
5.262,31.3622,24683.1362,4694.35,6187.78
5.264,31.3311,24260.6489,4683.25,6168.66
5.266,31.3554,24308.8482,4680.05,6168.56
5.268,31.2885,24385.2763,4676.47,6157.18
5.27,31.3166,24548.135,4679.09,6161.22
5.272,31.3441,24582.5655,4681.97,6170.24
5.274,31.3243,24020.5936,4671.78,6159.57
5.276,31.4257,24387.3585,4699.31,6194.18
5.278,31.4511,24919.2369,4702.23,6203.6
5.28,31.4396,24565.7243,4697.14,6189.43
5.282,31.3422,23989.7011,4674.5,6151.53
5.284,31.3182,24390.9562,4679.9,6164.62
5.286,31.3769,24478.803,4692.07,6184.17
5.288,31.3601,24485.0047,4688.7,6177.95
5.29,31.4112,24987.5394,4697.07,6186.41
5.292,31.4244,24439.4402,4683.28,6168.04
5.294,31.4258,24808.2981,4700.32,6194.73
5.296,31.3373,24359.7669,4685.51,6172.94
5.298,31.2644,23914.724,4666.04,6139.32
5.3,31.3178,24605.6955,4684.53,6173.67
5.302,31.3663,24854.3597,4691,6179.98
5.304,31.3786,24216.321,4694.66,6189.9
5.306,31.3384,24144.0466,4683.39,6165.5
5.308,31.4231,24826.2522,4694.88,6184.14
5.31,31.4499,24412.8232,4688.41,6173.79
5.312,31.4629,24608.6226,4690.39,6172.12
5.314,31.412,24573.7818,4683.53,6165.71
5.316,31.3674,24184.716,4674.38,6161.62
5.318,31.3975,23909.9867,4678.51,6161.32
5.32,31.5185,24588.0283,4695.91,6184.07
5.322,31.4641,24482.4526,4700.19,6196.38
5.324,31.5074,24918.7478,4708.29,6212.23
5.326,31.4307,24341.0708,4696.34,6190.52
5.328,31.4171,24332.3791,4683.98,6175.73
5.33,31.418,24482.4664,4692.34,6181.84
5.332,31.3419,24375.6846,4684.08,6174.01
5.334,31.2789,23477.0525,4668.85,6148.66
5.336,31.3968,24298.8531,4686.56,6177.23
5.338,31.4182,24125.656,4683,6174.24
5.34,31.418,23913.8595,4681.68,6165.38
5.342,31.3417,23729.2491,4675.7,6158.14
5.344,31.4216,24765.1819,4693.74,6182.31
5.346,31.3733,23875.0585,4674.67,6150.76
5.348,31.3761,24184.7637,4678.15,6164.75
5.35,31.2491,23990.4962,4659.65,6135.71
5.352,31.2598,23568.8407,4660.86,6136.08
5.354,31.2723,23923.18,4669.07,6147.56
5.356,31.2805,23960.9226,4681.15,6171.54
5.358,31.2241,23977.4999,4660.73,6138.68
5.36,31.229,24051.6858,4668.13,6148.13
5.362,31.26,24217.9408,4667.36,6152.8
5.364,31.3713,24082.268,4678.8,6163.69
5.366,31.4366,24564.8802,4686.74,6174.23
5.368,31.3775,24394.5431,4681.32,6169.65
5.37,31.3238,24008.2775,4672.45,6158.09
5.372,31.3889,24435.6507,4682.67,6170.6
5.374,31.3524,24436.897,4677.03,6160.24
5.376,31.3094,24507.5991,4673.79,6158.7
5.378,31.2918,24009.4941,4673.17,6159.11
5.38,31.3065,24193.124,4672.95,6158.16
5.382,31.4064,24367.411,4685.16,6175.22
5.384,31.4057,24228.5309,4675.64,6162.92
5.386,31.449,24558.436,4693.4,6181.01
5.388,31.4368,24000.8944,4684.37,6172.24
5.39,31.4253,24565.1759,4690.77,6184.53
5.392,31.4724,24189.5168,4690,6177.77
5.394,31.4931,24449.3741,4699.27,6203.29
5.396,31.5613,24327.0148,4701.34,6200.95
5.398,31.5047,24417.5603,4694.1,6183.68
5.4,31.4517,24354.0505,4684.26,6170.12
5.402,31.4259,24465.1751,4686.69,6174.17
5.404,31.4753,24422.5654,4692.38,6186.8
5.406,31.4964,23886.1092,4687.15,6181.82
5.408,31.4733,24726.1688,4696.06,6192.21
5.41,31.4792,23916.841,4682.44,6164.05
5.412,31.4877,24237.3311,4686.32,6173.74
5.414,31.4668,24343.4537,4682.45,6165.57
5.416,31.5195,24213.3374,4690.87,6182.03
5.418,31.4929,24329.5459,4696.39,6188.64
5.42,31.522,24199.7655,4693.92,6185.57
5.422,31.4937,24167.9335,4692.38,6184.12
5.424,31.5142,24340.9426,4692.42,6181.5
5.426,31.4774,24239.8922,4691.68,6183.55
5.428,31.4539,24385.8328,4690.84,6179.42
5.43,31.5147,24597.3509,4696.95,6182.97
5.432,31.4238,23832.51,4682.18,6167.2
5.434,31.4778,24173.6456,4696.18,6193.96
5.436,31.5154,24103.5827,4692.2,6185.49
5.438,31.5001,24520.145,4697.76,6195.56
5.44,31.4522,23704.4227,4683.8,6165.35
5.442,31.4788,24033.0688,4697.17,6196.27
5.444,31.526,24250.1622,4695.65,6195.83
5.446,31.5538,24833.3976,4699.36,6191.44
5.448,31.3972,23876.3405,4673.61,6164.1
5.45,31.3855,24009.7461,4676.9,6161.06
5.452,31.4666,23714.2944,4685.77,6169.32
5.454,31.4593,23571.2126,4681.99,6165.36
5.456,31.4951,24260.3084,4684.96,6172.92
5.458,31.3811,24193.9409,4679.49,6159.84
5.46,31.3295,24126.1521,4670.99,6154.33
5.462,31.3775,23713.6911,4670.97,6158.45
5.464,31.3721,24150.3383,4678.79,6167.22
5.466,31.351,23808.2111,4678.54,6171.1
5.468,31.4083,24412.2892,4683.11,6171.54
5.47,31.3644,23759.0874,4675.09,6161.71
5.472,31.3213,23647.0401,4675.72,6163.53
5.474,31.4428,24051.624,4685.45,6170.4
5.476,31.44,23897.499,4673.74,6165.15
5.478,31.4963,24248.7243,4684.43,6174.05
5.48,31.459,23888.1027,4685.79,6175.99
5.482,31.4272,23901.0049,4668.15,6142.83
5.484,31.5083,24315.0943,4695.39,6189.59
5.486,31.4409,24182.0527,4687.27,6175.79
5.488,31.442,24401.5754,4687.27,6176.13
5.49,31.5185,24723.7609,4693.49,6185.89
5.492,31.5231,24548.7922,4699.92,6198.06
5.494,31.5266,24659.7925,4699.85,6188.44
5.496,31.4477,23929.4115,4677.1,6157.45
5.498,31.4938,24826.6494,4688.59,6172.38
5.5,31.5094,24197.1151,4687.13,6172.58
5.502,31.46,23966.2757,4691.4,6178.5
5.504,31.4641,24413.0224,4689.95,6178.46
5.506,31.443,24474.1757,4696.23,6191.1
5.508,31.3924,24287.2752,4691.66,6183.91
5.51,31.3898,24962.4196,4692.67,6187.87
5.512,31.4067,24744.2941,4689.72,6180.08
5.514,31.356,24531.6649,4685.54,6171.67
5.516,31.3414,24194.8437,4685.68,6176.35
5.518,31.3515,24008.7861,4687.93,6176.86
5.52,31.439,25071.3616,4688.92,6169.48
5.522,31.4555,24923.0662,4702.51,6195.74
5.524,31.4188,24540.9606,4691.64,6181.22
5.526,31.4899,25203.744,4702.73,6208.23
5.528,31.4983,25346.3445,4701.26,6201.75
5.53,31.4539,24894.0544,4704.09,6198.39
5.532,31.3865,24197.0836,4686.97,6176.78
5.534,31.4098,24641.005,4692.34,6184.2
5.536,31.4655,24536.2294,4696.98,6204.82
5.538,31.4484,25012.9452,4699.55,6200.2
5.54,31.3584,24240.5604,4677.62,6156.85
5.542,31.5376,24798.8617,4702.69,6196.25
5.544,31.4888,24924.601,4687,6178.32
5.546,31.4149,24683.0368,4683.5,6167.7
5.548,31.3556,25075.4385,4681.85,6167.85
5.55,31.3282,24398.7253,4686.02,6178.55
5.552,31.3646,24699.506,4689.34,6178.6
5.554,31.4086,24703.8153,4690.34,6179
5.556,31.3725,24319.9163,4680.02,6166.03
5.558,31.4469,25114.4614,4700.14,6195.82
5.56,31.4937,24559.8699,4695.42,6188.56
5.562,31.3949,24429.7046,4690.43,6187.81
5.564,31.3119,23885.0157,4681.02,6174.86
5.566,31.2719,23991.2693,4669.76,6152.16
5.568,31.336,24489.0931,4688.33,6175.99
5.57,31.3255,24626.1877,4681.71,6171.87
5.572,31.3591,24798.7477,4695.11,6191.74
5.574,31.3665,24709.6222,4693.41,6189.79
5.576,31.3893,24660.246,4686.79,6177.89
5.578,31.4311,24417.3733,4696.37,6189.66
5.58,31.4391,24480.2385,4696.54,6183.75
5.582,31.3521,24484.4459,4679.78,6158.92
5.584,31.3402,23848.8158,4672.57,6146.39
5.586,31.3109,24185.0415,4667.01,6140.11
5.588,31.3502,24393.4834,4681.9,6166.44
5.59,31.3248,24511.8009,4679.41,6164.84
5.592,31.3685,24472.5883,4685.5,6178.03
5.594,31.2964,23937.3806,4656.85,6138.65
5.596,31.2967,24256.8242,4677.9,6161.4
5.598,31.2722,24384.292,4677.6,6165.18
5.6,31.2821,24323.366,4675.01,6157.21
5.602,31.4116,24423.501,4694.89,6186.44
5.604,31.3618,24852.3674,4689.94,6186.69
5.606,31.4057,24521.6182,4698.01,6197.82
5.608,31.4159,24343.8616,4696.1,6194.5
5.61,31.368,24514.6743,4684.33,6174.05
5.612,31.2548,23856.6062,4669.58,6156.69
5.614,31.2788,24364.3182,4684.93,6172.61
5.616,31.2273,23657.134,4668.28,6150.14
5.618,31.275,24021.6603,4680.47,6169.35
5.62,31.3073,24395.9849,4675.86,6167
5.622,31.2968,24676.7281,4681.36,6175.67
5.624,31.2809,24247.111,4673.51,6164.55
5.626,31.3198,24564.1759,4679.94,6169.53
5.628,31.3013,24685.8348,4680.53,6174.84
5.63,31.3345,24609.8506,4685.48,6174.59
5.632,31.329,24595.9839,4672.98,6158.26
5.634,31.4404,25009.138,4686.81,6170.58
5.636,31.4387,24445.2202,4677.97,6158.38
5.638,31.4147,24845.2028,4680.75,6171.3
5.64,31.3443,24757.4265,4680.81,6171.22
5.642,31.347,24646.781,4690.23,6190.98
5.644,31.4003,24601.3623,4683.2,6170.74
5.646,31.4036,24518.1472,4680.89,6165.95
5.648,31.4585,24778.3992,4695.39,6181.67
5.65,31.4334,24623.5181,4691.05,6179.02
5.652,31.4397,24624.7706,4686.3,6168.58
5.654,31.411,24434.2122,4690.05,6174.85
5.656,31.3839,24014.0848,4678.76,6161.95
5.658,31.4175,24769.3456,4686.92,6176.36
5.66,31.3246,23885.1434,4676.75,6166.75
5.662,31.3768,24518.9285,4685.99,6172.29
5.664,31.3882,24334.8188,4671.29,6152.69
5.666,31.3649,24172.7464,4666.45,6156.29
5.668,31.4628,24205.7066,4675.23,6156.87
5.67,31.3591,24606.7616,4669.9,6145.72
5.672,31.3689,24082.7468,4680.36,6167.24
5.674,31.4127,24637.7445,4693.46,6189.01
5.676,31.3983,25350.7077,4703.79,6211.77
5.678,31.3726,24409.2047,4685.56,6183.29
5.68,31.409,24834.1562,4693.84,6188.12
5.682,31.4182,24748.6062,4687.9,6180.98
5.684,31.4516,24690.614,4689.22,6186.12
5.686,31.3786,24188.6752,4678.35,6164.07
5.688,31.4171,24178.8368,4676.21,6163
5.69,31.3909,23770.4016,4676.21,6154.74
5.692,31.3826,24066.9188,4688.02,6179.59
5.694,31.282,24421.2739,4674.78,6158.65
5.696,31.2968,24697.8968,4682.08,6166.89
5.698,31.3373,24828.2266,4676.57,6163.22
5.7,31.3628,24505.3681,4683.55,6174.87
5.702,31.4012,24230.0753,4680.82,6170.82
5.704,31.3998,24689.3258,4685.31,6172.78
5.706,31.3328,24403.1441,4668.8,6149.19
5.708,31.3457,24686.7025,4680.84,6173.87
5.71,31.31,24717.9223,4665.54,6143.75
5.712,31.2827,24503.4032,4660.33,6135.54
5.714,31.3092,24675.5602,4684.61,6178.71
5.716,31.3259,24382.8229,4676.17,6161.06
5.718,31.2932,24713.179,4678.28,6170.77
5.72,31.2894,23813.2237,4668.88,6156.19
5.722,31.365,24261.4843,4681.19,6168.27
5.724,31.3771,24709.1121,4677.54,6157.87
5.726,31.3557,24789.1876,4682.24,6165.59
5.728,31.3104,24771.8087,4687.27,6174.53
5.73,31.2568,24694.5667,4666.37,6147.04
5.732,31.2562,24103.2576,4654.13,6124.76
5.734,31.3477,24148.9299,4678.02,6163.45
5.736,31.3379,24247.3322,4669.67,6150.62
5.738,31.3461,24380.635,4682.56,6171.9
5.74,31.3407,24770.9673,4691.16,6187.67
5.742,31.2757,24283.5644,4672.4,6161.97
5.744,31.3489,24882.8099,4689.4,6182.88
5.746,31.3867,24540.8945,4681.26,6174.7
5.748,31.4297,24744.0872,4688.92,6181.58
5.75,31.3518,24777.2467,4686.36,6183.17
5.752,31.394,24673.8531,4689.59,6190.42
5.754,31.3772,24767.1374,4682.18,6171.21
5.756,31.3928,24383.3738,4680.75,6168
5.758,31.3348,24520.1872,4685.31,6181.46
5.76,31.3144,24381.4809,4675.76,6163.36
5.762,31.3996,24654.3768,4684.4,6172.98
5.764,31.3897,24693.8317,4680.05,6171.58
5.766,31.3922,24855.5812,4678.04,6163.77
5.768,31.4013,24867.4604,4687.95,6178.97
5.77,31.344,24569.2521,4675.18,6158.59
5.772,31.374,24394.9375,4675.82,6160.36
5.774,31.3342,24289.3003,4677.81,6161.36
5.776,31.3772,24557.7268,4686.88,6174.09
5.778,31.3515,24346.5259,4684.58,6181.31
5.78,31.324,24182.8659,4674.32,6153.56
5.782,31.3894,24850.2927,4685.41,6179.14
5.784,31.3761,24035.2539,4676.78,6157.89
5.786,31.3773,24205.1544,4681.81,6164.35
5.788,31.3579,24556.7068,4685.16,6179.55
5.79,31.2938,24361.8358,4683.86,6173.49
5.792,31.3367,24370.7072,4680.65,6164.85
5.794,31.4147,24333.1825,4689.17,6177.53
5.796,31.4404,24598.7422,4691.86,6181.67
5.798,31.4148,24829.5607,4682.46,6170.9
5.8,31.3307,24407.7046,4681.37,6166.62
5.802,31.3688,24845.0311,4690.22,6183.37
5.804,31.4232,24654.051,4690.93,6185.44
5.806,31.3327,24427.3821,4685.09,6179.96
5.808,31.3049,24803.8843,4685.77,6176.6
5.81,31.3167,24734.2422,4678.73,6163.59
5.812,31.3522,24579.4929,4684.34,6171.77
5.814,31.3186,24526.25,4684.42,6165.58
5.816,31.2613,24723.0787,4680.36,6169.36
5.818,31.3026,24257.729,4681.85,6160.3
5.82,31.3855,24733.5013,4692.27,6186.52
5.822,31.3983,24510.188,4691.27,6178.68
5.824,31.3362,24397.306,4674.66,6160.45
5.826,31.3203,24529.9721,4678.65,6158.77
5.828,31.3668,23983.4789,4677.51,6153.61
5.83,31.3584,24619.2364,4671.7,6154.53
5.832,31.3931,24264.6253,4670.27,6146.95
5.834,31.4114,24609.72,4682.96,6169.38
5.836,31.3917,24723.6768,4697.52,6192.17
5.838,31.413,24327.7068,4673.16,6155.59
5.84,31.4595,24501.5949,4691.28,6184.59
5.842,31.4503,23988.7052,4679.54,6162.28
5.844,31.4128,24774.9941,4681.19,6165.57
5.846,31.3097,24299.0784,4672.56,6153.91
5.848,31.3079,24300.0389,4669.92,6145.21
5.85,31.4198,24940.4861,4689.84,6182.69
5.852,31.3562,24281.2531,4671.79,6149.4
5.854,31.2531,24405.0666,4677.2,6163.74
5.856,31.2537,24874.4327,4676.49,6162.36
5.858,31.2786,24294.8715,4669.71,6146.16
5.86,31.3233,24238.0622,4670.89,6153.44
5.862,31.3286,24718.8641,4685.98,6178.9
5.864,31.25,24306.1576,4663.3,6142.22
5.866,31.2543,24400.2255,4671.48,6155.71
5.868,31.3086,24214.5743,4687.54,6177.62
5.87,31.3063,24274.0041,4677.4,6159.52
5.872,31.3607,24550.4652,4671.96,6159.01
5.874,31.357,24989.6414,4690.84,6180.43
5.876,31.2728,24003.7076,4672.45,6147.46
5.878,31.3276,24258.5426,4680.07,6165.47
5.88,31.2819,24398.1407,4673.8,6149.85
5.882,31.2939,24137.2609,4667.93,6149.33
5.884,31.3686,24655.3049,4684.13,6167.83
5.886,31.3596,24682.0378,4675.13,6150.26
5.888,31.3233,24232.0271,4671.96,6157.08
5.89,31.3423,24494.8711,4681.59,6169.13
5.892,31.3585,24813.3072,4683.47,6171.74
5.894,31.3619,24637.5723,4683.33,6170.5
5.896,31.2955,24258.062,4677.61,6164.75
5.898,31.3284,24688.1043,4683.45,6171.72
5.9,31.3515,24835.9868,4687.53,6180.46
5.902,31.414,24644.6531,4691.16,6183.07
5.904,31.3372,24020.7563,4681.98,6170.7
5.906,31.3158,24451.1465,4672.13,6144.93
5.908,31.2863,24438.0409,4671.94,6155.86
5.91,31.2655,24206.9628,4669.06,6149.19
5.912,31.2981,24209.299,4658.91,6137.47
5.914,31.3755,24651.8129,4693.96,6191.8
5.916,31.3313,24494.7227,4669.66,6147.13
5.918,31.4015,24493.0195,4690.46,6176.62
5.92,31.4172,24426.1799,4696.44,6189.84
5.922,31.3997,24427.8327,4692.02,6183.78
5.924,31.3418,23980.7769,4672.91,6155.11
5.926,31.4022,24605.7713,4691.06,6176.8
5.928,31.3394,24490.0095,4673.47,6157.74
5.93,31.3577,24526.0596,4686.65,6171.99
5.932,31.3252,24748.2703,4679.76,6168.33
5.934,31.2975,24123.3908,4673.87,6152.17
5.936,31.2817,24468.8918,4676.25,6155.96
5.938,31.3492,24795.4609,4691.38,6184.61
5.94,31.3466,24225.3509,4678.93,6160.43
5.942,31.4064,24434.3552,4679.55,6160.78
5.944,31.4074,24703.4854,4690.31,6182.56
5.946,31.3539,23757.8701,4669.2,6153
5.948,31.3262,24092.2665,4660.11,6133.97
5.95,31.3599,24628.4034,4684.91,6172.96
5.952,31.3208,24344.8858,4671.79,6155.05
5.954,31.3116,24122.3724,4670.31,6157.08
5.956,31.3202,24260.9589,4669.97,6152.95
5.958,31.3388,24148.319,4670.72,6146.36
5.96,31.3407,24619.3985,4683.33,6170.16
5.962,31.3188,24161.3999,4678.02,6156.83
5.964,31.2773,24000.0625,4655.55,6136.25
5.966,31.3199,24390.4936,4681.93,6171.32
5.968,31.2685,24102.7224,4664.37,6144.37
5.97,31.3712,24275.3245,4678.45,6162.54
5.972,31.3494,24032.7843,4681.09,6166.71
5.974,31.3433,24201.9953,4681.69,6173.06
5.976,31.4247,24361.1308,4690.14,6175.07
5.978,31.4198,24114.6087,4681.39,6163.81
5.98,31.4296,24409.5876,4697.49,6188.03
5.982,31.3427,23995.2785,4676.41,6157.41
5.984,31.3675,23826.1604,4665.03,6143.65
5.986,31.3876,24154.2509,4671.56,6147.19
5.988,31.3621,24591.6806,4688.07,6177.55
5.99,31.392,24013.494,4678.43,6157.41
5.992,31.4366,24281.4402,4690.06,6173.11
5.994,31.3925,24453.0381,4685.33,6169.86
5.996,31.3287,24507.7161,4669.91,6150.1
5.998,31.2682,24212.2442,4672.51,6153.59
6,31.3462,24379.3931,4682.34,6166.09
6.002,31.3859,24265.3794,4690.77,6177.94
6.004,31.3412,23824.1368,4684.22,6168.68
6.006,31.2782,24549.2815,4692.89,6188.18
6.008,31.2629,24578.2784,4678.84,6165.96
6.01,31.2613,24296.4831,4675.41,6157.26
6.012,31.3579,24446.1315,4679.95,6156.65
6.014,31.4287,24568.5945,4697.66,6188.3
6.016,31.342,24227.0023,4677.51,6156.58
6.018,31.4113,24304.2331,4685.46,6169.69
6.02,31.3335,23964.1224,4673.61,6153.9
6.022,31.2603,23954.9455,4666.62,6141.62
6.024,31.2865,24557.5719,4671.03,6147.65
6.026,31.3125,24423.3023,4685.6,6173.07
6.028,31.2981,24343.281,4677.86,6163.74
6.03,31.3593,24200.5846,4691.29,6181.62
6.032,31.2753,24174.4561,4672.58,6156.76
6.034,31.2075,23923.8246,4655.47,6125.25
6.036,31.2552,23729.8082,4656.78,6134.51
6.038,31.3662,24176.1657,4684.2,6166.06
6.04,31.2787,24115.528,4664.07,6133.91
6.042,31.3078,24494.9401,4671.49,6150.78
6.044,31.2878,23999.6479,4666.04,6146.58
6.046,31.3059,24221.606,4664.36,6137.54
6.048,31.3761,24526.5514,4698.03,6199.17
6.05,31.3608,24588.5473,4691.74,6177.12
6.052,31.3133,24261.1707,4684.95,6172.34
6.054,31.2854,24768.6727,4679.71,6174.27
6.056,31.3126,24259.1797,4679.23,6163.14
6.058,31.2955,24285.1722,4676.09,6157.36
6.06,31.3073,23970.3777,4679.52,6168.13
6.062,31.3192,23905.6333,4677.95,6161.27
6.064,31.263,24234.5939,4679.59,6164.19
6.066,31.2819,24626.8544,4676.32,6157.61
6.068,31.3485,24458.5338,4683.03,6171.19
6.07,31.3781,23953.5057,4688.61,6182.31
6.072,31.2925,24022.1721,4672.29,6150.3
6.074,31.3225,24043.5777,4683.94,6171.06
6.076,31.2757,24112.3077,4670.07,6147.97
6.078,31.2451,23818.1357,4667.43,6149.42
6.08,31.3089,24175.2051,4670.27,6147.17
6.082,31.3049,23997.9341,4662.78,6137.87
6.084,31.3596,24546.9526,4681.02,6160.82
6.086,31.3644,24408.6358,4685.15,6176.46
6.088,31.3415,24103.647,4669.82,6145.19
6.09,31.3094,24087.1426,4677.05,6159.33
6.092,31.2937,24519.9369,4669.61,6149.42
6.094,31.3106,23953.1416,4671.57,6152.41
6.096,31.3964,24201.0823,4685.07,6170.81
6.098,31.3988,24285.2103,4677.23,6154.87
6.1,31.4231,24126.7911,4682.8,6159.82
6.102,31.3772,24072.5858,4674.4,6152.87
6.104,31.342,24395.1112,4678.2,6165.33
6.106,31.2748,24247.2404,4673.45,6156.78
6.108,31.2907,24277.1918,4675.33,6164.84
6.11,31.2591,24501.8352,4666.84,6143.74
6.112,31.2603,24451.1206,4675.21,6155.84
6.114,31.317,24514.1025,4675.06,6161.78
6.116,31.2692,24377.9539,4670.96,6149.31
6.118,31.3319,24099.0848,4679.82,6162.95
6.12,31.2935,24375.2874,4683.1,6167.9
6.122,31.2678,24240.8953,4673.86,6156.63
6.124,31.2667,24121.8504,4671.82,6150.97
6.126,31.3479,23557.0488,4671.15,6147.52
6.128,31.3305,24598.0656,4691.36,6180.11
6.13,31.3345,24277.2929,4691.74,6180.56
6.132,31.361,24430.4492,4687.39,6173.11
6.134,31.4106,24277.1093,4690.23,6178.63
6.136,31.2999,24178.8557,4682.24,6175.23
6.138,31.2735,23965.9269,4685.55,6173.44
6.14,31.2933,24476.6274,4681.62,6163.66
6.142,31.2892,24338.9206,4691.03,6183.18
6.144,31.3454,24880.0676,4688.01,6179.49
6.146,31.4407,24545.8968,4686.64,6172.94
6.148,31.3961,24368.7129,4686.53,6170.79
6.15,31.3891,24545.1413,4689.44,6179.69
6.152,31.381,24555.9055,4686.39,6168.13
6.154,31.3671,24822.0396,4691.64,6184.08
6.156,31.3726,24572.4794,4692.79,6183.67
6.158,31.396,24839.7128,4690.96,6184.28
6.16,31.3901,24587.9429,4702.39,6197.96
6.162,31.4455,24775.3847,4697.84,6189.3
6.164,31.4389,24309.3939,4696.59,6189.45
6.166,31.3844,24177.7933,4686.38,6170.54
6.168,31.3195,24178.0291,4678.24,6164.01
6.17,31.3294,24254.6629,4679.88,6161.55
