NIST ,intact
6429.2,0.06645
6429.24,0.04194
6429.27,0.03554
6429.31,0.04696
6429.34,0.0674
6429.38,0.08631
6429.41,0.09063
6429.45,0.08835
6429.48,0.0824
6429.52,0.07187
6429.55,0.0754
6429.59,0.09503
6429.62,0.11695
6429.66,0.13545
6429.69,0.13912
6429.73,0.11622
6429.76,0.09829
6429.8,0.08647
6429.83,0.08427
6429.87,0.08892
6429.9,0.09682
6429.94,0.09291
6429.97,0.0912
6430.01,0.08525
6430.04,0.08006
6430.08,0.07624
6430.11,0.07601
6430.15,0.07155
6430.18,0.06948
6430.22,0.06566
6430.25,0.06097
6430.29,0.0592
6430.32,0.06854
6430.36,0.0828
6430.4,0.10269
6430.43,0.11516
6430.47,0.11483
6430.5,0.10261
6430.54,0.09136
6430.57,0.07972
6430.61,0.07375
6430.64,0.06363
6430.68,0.06301
6430.71,0.07548
6430.75,0.09813
6430.78,0.11614
6430.82,0.1172
6430.85,0.08786
6430.89,0.06535
6430.92,0.06194
6430.96,0.07437
6430.99,0.0881
6431.03,0.08598
6431.06,0.06437
6431.1,0.04839
6431.13,0.04183
6431.17,0.04024
6431.2,0.04312
6431.24,0.04755
6431.27,0.06677
6431.31,0.09764
6431.34,0.12535
6431.38,0.14034
6431.41,0.14034
6431.45,0.12274
6431.48,0.10725
6431.52,0.0903
6431.55,0.07145
6431.59,0.06153
6431.62,0.05746
6431.66,0.05825
6431.69,0.06522
6431.73,0.07513
6431.76,0.08712
6431.8,0.10081
6431.83,0.11214
6431.87,0.12168
6431.9,0.12029
6431.94,0.11524
6431.98,0.11011
6432.01,0.10269
6432.05,0.09919
6432.08,0.09462
6432.12,0.0813
6432.15,0.06566
6432.19,0.05701
6432.22,0.05847
6432.26,0.07249
6432.29,0.08484
6432.33,0.08712
6432.36,0.07821
6432.4,0.07178
6432.43,0.0722
6432.47,0.07984
6432.5,0.08305
6432.54,0.08207
6432.57,0.0771
6432.61,0.07872
6432.64,0.08468
6432.68,0.09104
6432.71,0.09242
6432.75,0.0978
6432.78,0.1066
6432.82,0.11964
6432.85,0.1339
6432.89,0.13855
6432.92,0.12942
6432.96,0.11125
6432.99,0.08851
6433.03,0.07055
6433.06,0.06332
6433.1,0.06259
6433.13,0.06183
6433.17,0.05954
6433.2,0.05645
6433.24,0.06315
6433.27,0.07533
6433.31,0.09356
6433.34,0.1088
6433.38,0.11744
6433.41,0.11328
6433.45,0.10628
6433.48,0.09731
6433.52,0.0934
6433.55,0.09324
6433.59,0.09258
6433.63,0.09152
6433.66,0.09495
6433.7,0.10456
6433.73,0.10864
6433.77,0.10978
6433.8,0.10831
6433.84,0.10758
6433.87,0.11581
6433.91,0.13162
6433.94,0.13855
6433.98,0.148
6434.01,0.15966
6434.05,0.15509
6434.08,0.14165
6434.12,0.11989
6434.15,0.09169
6434.19,0.07524
6434.22,0.07806
6434.26,0.08875
6434.29,0.11198
6434.33,0.14768
6434.36,0.17881
6434.4,0.19348
6434.43,0.19038
6434.47,0.16373
6434.5,0.12779
6434.54,0.11051
6434.57,0.11084
6434.61,0.11467
6434.64,0.12975
6434.68,0.13993
6434.71,0.14385
6434.75,0.14833
6434.78,0.14914
6434.82,0.13513
6434.85,0.12975
6434.89,0.12331
6434.92,0.1207
6434.96,0.12453
6434.99,0.14214
6435.03,0.17009
6435.06,0.2088
6435.1,0.2194
6435.14,0.20236
6435.17,0.16968
6435.21,0.14287
6435.24,0.12747
6435.28,0.13301
6435.31,0.13504
6435.35,0.13798
6435.38,0.15648
6435.42,0.18941
6435.45,0.21614
6435.49,0.23464
6435.52,0.23105
6435.56,0.20611
6435.59,0.19853
6435.63,0.20432
6435.66,0.21663
6435.7,0.23961
6435.73,0.25281
6435.77,0.24613
6435.8,0.24262
6435.84,0.22975
6435.87,0.22078
6435.91,0.23121
6435.94,0.23219
6435.98,0.22836
6436.01,0.22306
6436.05,0.2185
6436.08,0.2273
6436.12,0.24523
6436.15,0.24572
6436.19,0.24189
6436.22,0.23928
6436.26,0.23488
6436.29,0.23553
6436.33,0.2339
6436.36,0.22665
6436.4,0.22771
6436.43,0.24719
6436.47,0.26072
6436.5,0.27457
6436.54,0.27685
6436.58,0.26569
6436.61,0.26039
6436.65,0.27042
6436.68,0.285
6436.72,0.30522
6436.75,0.31817
6436.79,0.31711
6436.82,0.29927
6436.86,0.27017
6436.89,0.24059
6436.93,0.21434
6436.96,0.20139
6437,0.2075
6437.03,0.21793
6437.07,0.23447
6437.1,0.27726
6437.14,0.32836
6437.17,0.36096
6437.21,0.37196
6437.24,0.34197
6437.28,0.28851
6437.31,0.27506
6437.35,0.3009
6437.38,0.35534
6437.42,0.41964
6437.45,0.4502
6437.49,0.44629
6437.52,0.44556
6437.56,0.44222
6437.59,0.45778
6437.63,0.47645
6437.66,0.47922
6437.7,0.46088
6437.73,0.44083
6437.77,0.40269
6437.8,0.3665
6437.84,0.34108
6437.88,0.33627
6437.91,0.34572
6437.95,0.3859
6437.98,0.43382
6438.02,0.47001
6438.05,0.48011
6438.09,0.47082
6438.12,0.43227
6438.16,0.41337
6438.19,0.42274
6438.23,0.44197
6438.26,0.44735
6438.3,0.43203
6438.33,0.38892
6438.37,0.36544
6438.4,0.34955
6438.44,0.33504
6438.47,0.32681
6438.51,0.32844
6438.54,0.34605
6438.58,0.38411
6438.61,0.39535
6438.65,0.37628
6438.68,0.35428
6438.72,0.34368
6438.75,0.34523
6438.79,0.36267
6438.82,0.36936
6438.86,0.35485
6438.89,0.33765
6438.93,0.3172
6438.96,0.2978
6439,0.30057
6439.03,0.33203
6439.07,0.35591
6439.1,0.374
6439.14,0.37547
6439.17,0.3639
6439.21,0.3502
6439.25,0.35542
6439.28,0.35224
6439.32,0.34197
6439.35,0.33178
6439.39,0.31777
6439.42,0.30293
6439.46,0.29397
6439.49,0.28419
6439.53,0.28093
6439.56,0.29739
6439.6,0.32046
6439.63,0.35428
6439.67,0.37221
6439.7,0.36023
6439.74,0.34491
6439.77,0.34002
6439.81,0.33423
6439.84,0.34482
6439.88,0.35126
6439.91,0.33341
6439.95,0.3194
6439.98,0.31638
6440.02,0.29764
6440.05,0.28525
6440.09,0.2824
6440.12,0.2705
6440.16,0.26993
6440.19,0.28272
6440.23,0.28647
6440.26,0.30114
6440.3,0.3198
6440.33,0.32877
6440.37,0.33545
6440.4,0.3317
6440.44,0.30554
6440.48,0.27335
6440.51,0.23513
6440.55,0.22266
6440.58,0.24116
6440.62,0.2652
6440.65,0.27914
6440.69,0.27751
6440.72,0.26707
6440.76,0.2868
6440.79,0.32241
6440.83,0.34988
6440.86,0.36455
6440.9,0.35118
6440.93,0.32119
6440.97,0.29267
6441,0.2555
6441.04,0.23765
6441.07,0.24988
6441.11,0.27588
6441.14,0.29087
6441.18,0.27311
6441.21,0.23594
6441.25,0.22991
6441.28,0.26797
6441.32,0.33358
6441.35,0.38492
6441.39,0.38582
6441.42,0.37107
6441.46,0.35672
6441.49,0.35159
6441.53,0.34776
6441.56,0.33684
6441.6,0.3009
6441.63,0.28476
6441.67,0.28704
6441.7,0.30945
6441.74,0.34181
6441.77,0.37637
6441.81,0.38117
6441.85,0.37897
6441.88,0.36813
6441.92,0.35518
6441.95,0.35012
6441.99,0.3533
6442.02,0.33431
6442.06,0.30668
6442.09,0.28052
6442.13,0.27547
6442.16,0.29682
6442.2,0.32934
6442.23,0.34165
6442.27,0.33936
6442.3,0.3357
6442.34,0.3436
6442.37,0.35338
6442.41,0.3524
6442.44,0.34866
6442.48,0.35892
6442.51,0.3859
6442.55,0.41883
6442.58,0.42975
6442.62,0.41385
6442.65,0.39715
6442.69,0.39641
6442.72,0.40465
6442.76,0.40742
6442.79,0.39218
6442.83,0.35452
6442.86,0.30913
6442.9,0.27677
6442.93,0.26145
6442.97,0.2639
6443,0.29348
6443.04,0.32241
6443.08,0.33847
6443.11,0.33863
6443.15,0.34214
6443.18,0.35444
6443.22,0.37319
6443.25,0.39601
6443.29,0.41491
6443.32,0.41451
6443.36,0.42722
6443.39,0.43765
6443.43,0.42738
6443.46,0.41002
6443.5,0.39242
6443.53,0.36447
6443.57,0.36251
6443.6,0.38028
6443.64,0.41907
6443.67,0.46903
6443.71,0.52037
6443.74,0.52869
6443.78,0.50603
6443.81,0.46911
6443.85,0.45281
6443.88,0.47767
6443.92,0.51744
6443.95,0.53447
6443.99,0.53341
6444.02,0.51703
6444.06,0.52478
6444.09,0.55623
6444.13,0.57351
6444.16,0.57148
6444.2,0.56357
6444.23,0.53912
6444.27,0.54287
6444.31,0.55379
6444.34,0.56284
6444.38,0.57832
6444.41,0.59943
6444.45,0.61842
6444.48,0.65403
6444.52,0.68321
6444.55,0.6881
6444.59,0.67188
6444.62,0.63423
6444.66,0.60008
6444.69,0.60081
6444.73,0.63211
6444.76,0.68378
6444.8,0.73985
6444.83,0.77311
6444.87,0.7762
6444.9,0.74368
6444.94,0.68052
6444.97,0.63488
6445.01,0.62021
6445.04,0.63871
6445.08,0.68826
6445.11,0.7295
6445.15,0.75721
6445.18,0.77979
6445.22,0.77539
6445.25,0.75094
6445.29,0.71369
6445.32,0.66112
6445.36,0.62046
6445.39,0.60065
6445.43,0.59967
6445.46,0.63594
6445.5,0.67139
6445.54,0.69324
6445.57,0.69038
6445.61,0.67082
6445.64,0.65949
6445.68,0.67131
6445.71,0.67205
6445.75,0.68655
6445.78,0.6868
6445.82,0.67514
6445.85,0.66047
6445.89,0.63358
6445.92,0.59894
6445.96,0.57897
6445.99,0.56243
6446.03,0.54857
6446.06,0.53782
6446.1,0.53056
6446.13,0.52991
6446.17,0.52942
6446.2,0.52209
6446.24,0.52616
6446.27,0.55208
6446.31,0.58142
6446.34,0.59747
6446.38,0.60008
6446.41,0.55844
6446.45,0.5172
6446.48,0.48892
6446.52,0.45444
6446.55,0.44205
6446.59,0.47188
6446.63,0.49593
6446.66,0.51443
6446.7,0.50375
6446.73,0.46218
6446.77,0.44825
6446.8,0.48484
6446.84,0.52037
6446.87,0.52747
6446.91,0.49405
6446.94,0.45958
6446.98,0.46813
6447.01,0.51524
6447.05,0.55672
6447.08,0.56129
6447.12,0.53513
6447.15,0.52363
6447.19,0.53733
6447.22,0.54621
6447.26,0.5423
6447.29,0.50733
6447.33,0.44254
6447.36,0.37172
6447.4,0.3379
6447.43,0.34368
6447.47,0.38916
6447.5,0.44629
6447.54,0.46691
6447.57,0.44034
6447.61,0.42298
6447.64,0.43969
6447.68,0.47099
6447.71,0.49829
6447.75,0.48476
6447.79,0.43855
6447.82,0.39747
6447.86,0.37579
6447.89,0.37213
6447.93,0.389
6447.96,0.39723
6448,0.40236
6448.03,0.41711
6448.07,0.43472
6448.1,0.44866
6448.14,0.46642
6448.17,0.45721
6448.21,0.43659
6448.24,0.43341
6448.28,0.43904
6448.31,0.41866
6448.35,0.38615
6448.38,0.32991
6448.42,0.29046
6448.45,0.29421
6448.49,0.3238
6448.52,0.35004
6448.56,0.36496
6448.59,0.37001
6448.63,0.37963
6448.66,0.37718
6448.7,0.37221
6448.73,0.36544
6448.77,0.35395
6448.8,0.37588
6448.84,0.40962
6448.87,0.42143
6448.91,0.42005
6448.94,0.40253
6448.98,0.37457
6449.02,0.37408
6449.05,0.3762
6449.09,0.38509
6449.12,0.37563
6449.16,0.36805
6449.19,0.3546
6449.23,0.35077
6449.26,0.35412
6449.3,0.3868
6449.33,0.40668
6449.37,0.43007
6449.4,0.42062
6449.44,0.39617
6449.47,0.37539
6449.51,0.37066
6449.54,0.37751
6449.58,0.40253
6449.61,0.41002
6449.65,0.40831
6449.68,0.40359
6449.72,0.40016
6449.75,0.4176
6449.79,0.4489
6449.82,0.47123
6449.86,0.47775
6449.89,0.46805
6449.93,0.4546
6449.96,0.44792
6450,0.43773
6450.04,0.44238
6450.07,0.46031
6450.11,0.48916
6450.14,0.50766
6450.18,0.50033
6450.21,0.46732
6450.25,0.4511
6450.28,0.45835
6450.32,0.49063
6450.35,0.51654
6450.39,0.51638
6450.42,0.49902
6450.46,0.47188
6450.49,0.44108
6450.53,0.41826
6450.56,0.42078
6450.6,0.43716
6450.63,0.47025
6450.67,0.50293
6450.7,0.52184
6450.74,0.52958
6450.77,0.5423
6450.81,0.54482
6450.84,0.55086
6450.88,0.5771
6450.91,0.59853
6450.95,0.6022
6450.98,0.58248
6451.02,0.53594
6451.06,0.51826
6451.09,0.548
6451.13,0.59617
6451.16,0.62559
6451.2,0.64091
6451.23,0.63513
6451.27,0.64923
6451.3,0.65314
6451.34,0.62804
6451.37,0.55892
6451.41,0.50016
6451.44,0.47237
6451.48,0.49804
6451.51,0.55297
6451.55,0.63162
6451.58,0.69576
6451.62,0.72535
6451.65,0.71573
6451.69,0.6599
6451.72,0.59299
6451.76,0.58134
6451.79,0.62037
6451.83,0.69332
6451.86,0.77694
6451.9,0.80497
6451.93,0.77775
6451.97,0.71524
6452,0.65346
6452.04,0.63553
6452.07,0.64434
6452.11,0.64295
6452.15,0.65094
6452.18,0.64042
6452.22,0.652
6452.25,0.68517
6452.29,0.69315
6452.32,0.66072
6452.36,0.64507
6452.39,0.62632
6452.43,0.63888
6452.46,0.65958
6452.5,0.67555
6452.53,0.68313
6452.57,0.71174
6452.6,0.7304
6452.64,0.75909
6452.67,0.75844
6452.71,0.7361
6452.74,0.70815
6452.78,0.68109
6452.81,0.64083
6452.85,0.62535
6452.88,0.59723
6452.92,0.57139
6452.95,0.56642
6452.99,0.56862
6453.02,0.55183
6453.06,0.52967
6453.09,0.48802
6453.13,0.48134
6453.17,0.5075
6453.2,0.56308
6453.24,0.61883
6453.27,0.66536
6453.31,0.67221
6453.34,0.67017
6453.38,0.62241
6453.41,0.56528
6453.45,0.52258
6453.48,0.51989
6453.52,0.51842
6453.55,0.5194
6453.59,0.49478
6453.62,0.4652
6453.66,0.45518
6453.69,0.47645
6453.73,0.48729
6453.76,0.49381
6453.8,0.47824
6453.83,0.4383
6453.87,0.40473
6453.9,0.39723
6453.94,0.40799
6453.97,0.44409
6454.01,0.45917
6454.04,0.42266
6454.08,0.35452
6454.11,0.30367
6454.15,0.2837
6454.18,0.31255
6454.22,0.36659
6454.26,0.41434
6454.29,0.44271
6454.33,0.47669
6454.36,0.48231
6454.4,0.46055
6454.43,0.43154
6454.47,0.41915
6454.5,0.42347
6454.54,0.46007
6454.57,0.47971
6454.61,0.45436
6454.64,0.41068
6454.68,0.37881
6454.71,0.36324
6454.75,0.37783
6454.78,0.39544
6454.82,0.3987
6454.85,0.39976
6454.89,0.39845
6454.92,0.39438
6454.96,0.39275
6454.99,0.38655
6455.03,0.39291
6455.06,0.40302
6455.1,0.40033
6455.13,0.39014
6455.17,0.37343
6455.21,0.35681
6455.24,0.37237
6455.28,0.38166
6455.31,0.37009
6455.35,0.33594
6455.38,0.2881
6455.42,0.26112
6455.45,0.28346
6455.49,0.3335
6455.52,0.39405
6455.56,0.42266
6455.59,0.40081
6455.63,0.34703
6455.66,0.30016
6455.7,0.28924
6455.73,0.31304
6455.77,0.35346
6455.8,0.38174
6455.84,0.39014
6455.87,0.40302
6455.91,0.40954
6455.94,0.40921
6455.98,0.40742
6456.01,0.38566
6456.05,0.35428
6456.08,0.33513
6456.12,0.30994
6456.15,0.31011
6456.19,0.33936
6456.23,0.36927
6456.26,0.40049
6456.3,0.41312
6456.33,0.37751
6456.37,0.32575
6456.4,0.27979
6456.44,0.26055
6456.47,0.29853
6456.51,0.37009
6456.54,0.42445
6456.58,0.43928
6456.61,0.41989
6456.65,0.39193
6456.68,0.38598
6456.72,0.4057
6456.75,0.42518
6456.79,0.42184
6456.82,0.40554
6456.86,0.37971
6456.89,0.35094
6456.93,0.33073
6456.96,0.31646
6457,0.29584
6457.03,0.29022
6457.07,0.29495
6457.1,0.29919
6457.14,0.31874
6457.17,0.34507
6457.21,0.34654
6457.25,0.34588
6457.28,0.35208
6457.32,0.35469
6457.35,0.37107
6457.39,0.40155
6457.42,0.38965
6457.46,0.3687
6457.49,0.35966
6457.53,0.36422
6457.56,0.37253
6457.6,0.38704
6457.63,0.37221
6457.67,0.35306
6457.7,0.35257
6457.74,0.39218
6457.77,0.43594
6457.81,0.45501
6457.84,0.45379
6457.88,0.42445
6457.91,0.3793
6457.95,0.35151
6457.98,0.34409
6458.02,0.33521
6458.05,0.35452
6458.09,0.38003
6458.13,0.39014
6458.16,0.3872
6458.2,0.39381
6458.23,0.40505
6458.27,0.42828
6458.3,0.43961
6458.34,0.43227
6458.37,0.41434
6458.41,0.4172
6458.44,0.45192
6458.48,0.49511
6458.51,0.50619
6458.55,0.48207
6458.58,0.43676
6458.62,0.4088
6458.65,0.40872
6458.69,0.43064
6458.72,0.45387
6458.76,0.47229
6458.79,0.48011
6458.83,0.50049
6458.86,0.50538
6458.9,0.50986
6458.93,0.51785
6458.97,0.51516
6459,0.49804
6459.04,0.48321
6459.07,0.45037
6459.11,0.41834
6459.15,0.39788
6459.18,0.37857
6459.22,0.37889
6459.25,0.40065
6459.29,0.4361
6459.32,0.44458
6459.36,0.42412
6459.39,0.38981
6459.43,0.37677
6459.46,0.39861
6459.5,0.47262
6459.53,0.52412
6459.57,0.53032
6459.6,0.4956
6459.64,0.43301
6459.67,0.37343
6459.71,0.34328
6459.74,0.32567
6459.78,0.3216
6459.81,0.32812
6459.85,0.3339
6459.88,0.35306
6459.92,0.36137
6459.95,0.37971
6459.99,0.40497
6460.02,0.42885
6460.06,0.44091
6460.1,0.44181
6460.13,0.41858
6460.17,0.40253
6460.2,0.39267
6460.24,0.39201
6460.27,0.39242
6460.31,0.37563
6460.34,0.34491
6460.38,0.32217
6460.41,0.30799
6460.45,0.31467
6460.48,0.32934
6460.52,0.3392
6460.55,0.3401
6460.59,0.34287
6460.62,0.33227
6460.66,0.31858
6460.69,0.2925
6460.73,0.2639
6460.76,0.24393
6460.8,0.24825
6460.83,0.25542
6460.87,0.27816
6460.9,0.31084
6460.94,0.35412
6460.98,0.40579
6461.01,0.45143
6461.05,0.45403
6461.08,0.42421
6461.12,0.37408
6461.15,0.31711
6461.19,0.27808
6461.22,0.26398
6461.26,0.2749
6461.29,0.29967
6461.33,0.31304
6461.36,0.2943
6461.4,0.25607
6461.43,0.21068
6461.47,0.20334
6461.5,0.2295
6461.54,0.26145
6461.57,0.27914
6461.61,0.26365
6461.64,0.23855
6461.68,0.24474
6461.71,0.27905
6461.75,0.32005
6461.78,0.33667
6461.82,0.30546
6461.85,0.26691
6461.89,0.24295
6461.93,0.2357
6461.96,0.25469
6462,0.27816
6462.03,0.29853
6462.07,0.31508
6462.1,0.31467
6462.14,0.29389
6462.17,0.27392
6462.21,0.25778
6462.24,0.25175
6462.28,0.25452
6462.31,0.25436
6462.35,0.26194
6462.38,0.27824
6462.42,0.29201
6462.45,0.28712
6462.49,0.27066
6462.52,0.24882
6462.56,0.24311
6462.59,0.2502
6462.63,0.25257
6462.66,0.23782
6462.7,0.20986
6462.73,0.19943
6462.77,0.20701
6462.8,0.21874
6462.84,0.22681
6462.88,0.23708
6462.91,0.23146
6462.95,0.24352
6462.98,0.25143
6463.02,0.23904
6463.05,0.21451
6463.09,0.19283
6463.12,0.16373
6463.16,0.1643
6463.19,0.19177
6463.23,0.22967
6463.26,0.26805
6463.3,0.28802
6463.33,0.27384
6463.37,0.25322
6463.4,0.24189
6463.44,0.23284
6463.47,0.22885
6463.51,0.21606
6463.54,0.19389
6463.58,0.18354
6463.61,0.17857
6463.65,0.17229
6463.69,0.17946
6463.72,0.1965
6463.76,0.22689
6463.79,0.2608
6463.83,0.26243
6463.86,0.23293
6463.9,0.19796
6463.93,0.18403
6463.97,0.21353
6464,0.26919
6464.04,0.30375
6464.07,0.30994
6464.11,0.28134
6464.14,0.24711
6464.18,0.23325
6464.21,0.24703
6464.25,0.25819
6464.28,0.26944
6464.32,0.26129
6464.35,0.23985
6464.39,0.21002
6464.42,0.18525
6464.46,0.16381
6464.49,0.15713
6464.53,0.16202
6464.57,0.17637
6464.6,0.18321
6464.64,0.18207
6464.67,0.18093
6464.71,0.18093
6464.74,0.18924
6464.78,0.21312
6464.81,0.23553
6464.85,0.25004
6464.88,0.25803
6464.92,0.25664
6464.95,0.2467
6464.99,0.24262
6465.02,0.24743
6465.06,0.26447
6465.09,0.28843
6465.13,0.30302
6465.16,0.28639
6465.2,0.2511
6465.23,0.21581
6465.27,0.20709
6465.3,0.22445
6465.34,0.2467
6465.38,0.25126
6465.41,0.23928
6465.45,0.21206
6465.48,0.18631
6465.52,0.17294
6465.55,0.17392
6465.59,0.20342
6465.62,0.25118
6465.66,0.29161
6465.69,0.30538
6465.73,0.2802
6465.76,0.23928
6465.8,0.22192
6465.83,0.22828
6465.87,0.25175
6465.9,0.27775
6465.94,0.27294
6465.97,0.25738
6466.01,0.25037
6466.04,0.24042
6466.08,0.23015
6466.11,0.22934
6466.15,0.22404
6466.18,0.23064
6466.22,0.26047
6466.25,0.28028
6466.29,0.27645
6466.33,0.26308
6466.36,0.24124
6466.4,0.22608
6466.43,0.23341
6466.47,0.24401
6466.5,0.24955
6466.54,0.26202
6466.57,0.27229
6466.61,0.26259
6466.64,0.23798
6466.68,0.20766
6466.71,0.18615
6466.75,0.18566
6466.78,0.20905
6466.82,0.23024
6466.85,0.24336
6466.89,0.25126
6466.92,0.25338
6466.96,0.24694
6466.99,0.24914
6467.03,0.25518
6467.06,0.25297
6467.1,0.24947
6467.14,0.23782
6467.17,0.21654
6467.21,0.20334
6467.24,0.19967
6467.28,0.19161
6467.31,0.19348
6467.35,0.19446
6467.38,0.19258
6467.42,0.20147
6467.45,0.21051
6467.49,0.20831
6467.52,0.20033
6467.56,0.18778
6467.59,0.17522
6467.63,0.17376
6467.66,0.17531
6467.7,0.17286
6467.73,0.16952
6467.77,0.17205
6467.8,0.17033
6467.84,0.16601
6467.87,0.16055
6467.91,0.14564
6467.94,0.13692
6467.98,0.13635
6468.02,0.13676
6468.05,0.14311
6468.09,0.15306
6468.12,0.15159
6468.16,0.15721
6468.19,0.16593
6468.23,0.17156
6468.26,0.16952
6468.3,0.15379
6468.33,0.13333
6468.37,0.13651
6468.4,0.16324
6468.44,0.19935
6468.47,0.22078
6468.51,0.21247
6468.54,0.18949
6468.58,0.16911
6468.61,0.16007
6468.65,0.15795
6468.68,0.15061
6468.72,0.13105
6468.75,0.10896
6468.79,0.10122
6468.83,0.1216
6468.86,0.1564
6468.9,0.18965
6468.93,0.19487
6468.97,0.16936
6469,0.13733
6469.04,0.1185
6469.07,0.1229
6469.11,0.14776
6469.14,0.1696
6469.18,0.18509
6469.21,0.18957
6469.25,0.16919
6469.28,0.13708
6469.32,0.10668
6469.35,0.09063
6469.39,0.10293
6469.42,0.12567
6469.46,0.13798
6469.49,0.13936
6469.53,0.13439
6469.56,0.13692
6469.6,0.15094
6469.63,0.15819
6469.67,0.15746
6469.71,0.15077
6469.74,0.13513
6469.78,0.12339
6469.81,0.12771
6469.85,0.14279
6469.88,0.16251
6469.92,0.1815
6469.95,0.18835
6469.99,0.17107
6470.02,0.14743
6470.06,0.1291
6470.09,0.12062
6470.13,0.12893
6470.16,0.15004
6470.2,0.15314
6470.23,0.13936
6470.27,0.12559
6470.3,0.12111
6470.34,0.13162
6470.37,0.15591
6470.41,0.17066
6470.44,0.17074
6470.48,0.1727
6470.52,0.17245
6470.55,0.17294
6470.59,0.17628
6470.62,0.17278
6470.66,0.17237
6470.69,0.17922
6470.73,0.18745
6470.76,0.19201
6470.8,0.18517
6470.83,0.16096
6470.87,0.13423
6470.9,0.10954
6470.94,0.0969
6470.97,0.08957
6471.01,0.08264
6471.04,0.07982
6471.08,0.08541
6471.11,0.10253
6471.15,0.12249
6471.18,0.12787
6471.22,0.11337
6471.25,0.09381
6471.29,0.08134
6471.33,0.08867
6471.36,0.10546
6471.4,0.11899
6471.43,0.12698
6471.47,0.1379
6471.5,0.1454
6471.54,0.14882
6471.57,0.14132
6471.61,0.12274
6471.64,0.11402
6471.68,0.12086
6471.71,0.13007
6471.75,0.13252
6471.78,0.1229
6471.82,0.10456
6471.85,0.09804
6471.89,0.10342
6471.92,0.11858
6471.96,0.12763
6471.99,0.13676
6472.03,0.14181
6472.06,0.13993
6472.1,0.13317
6472.14,0.12755
6472.17,0.12266
6472.21,0.14238
6472.24,0.17025
6472.28,0.18509
6472.31,0.18223
6472.35,0.15371
6472.38,0.12135
6472.42,0.10644
6472.45,0.09959
6472.49,0.10391
6472.52,0.12152
6472.56,0.13333
6472.59,0.15778
6472.63,0.17783
6472.66,0.18077
6472.7,0.16822
6472.73,0.1533
6472.77,0.14645
6472.8,0.17107
6472.84,0.20277
6472.88,0.23496
6472.91,0.24059
6472.95,0.22029
6472.98,0.19095
6473.02,0.16137
6473.05,0.13602
6473.09,0.13121
6473.12,0.13374
6473.16,0.13219
6473.19,0.12037
6473.23,0.09845
6473.26,0.08207
6473.3,0.08313
6473.33,0.10057
6473.37,0.12086
6473.4,0.13024
6473.44,0.13097
6473.47,0.13162
6473.51,0.13627
6473.54,0.1414
6473.58,0.15037
6473.62,0.15729
6473.65,0.15469
6473.69,0.14686
6473.72,0.12967
6473.76,0.10342
6473.79,0.09169
6473.83,0.10204
6473.86,0.12649
6473.9,0.15102
6473.93,0.15648
6473.97,0.1414
6474,0.12567
6474.04,0.1229
6474.07,0.12999
6474.11,0.13178
6474.14,0.12111
6474.18,0.09601
6474.21,0.07351
6474.25,0.0655
6474.28,0.07289
6474.32,0.09332
6474.35,0.11622
6474.39,0.12363
6474.43,0.11842
6474.46,0.1031
6474.5,0.09511
6474.53,0.10913
6474.57,0.13105
6474.6,0.14246
6474.64,0.13871
6474.67,0.1198
6474.71,0.10766
6474.74,0.1141
6474.78,0.11809
6474.81,0.11597
6474.85,0.10513
6474.88,0.0903
6474.92,0.08207
6474.95,0.085
6474.99,0.08615
6475.02,0.09185
6475.06,0.09104
6475.09,0.0868
6475.13,0.07769
6475.17,0.06927
6475.2,0.07208
6475.24,0.09177
6475.27,0.11646
6475.31,0.14417
6475.34,0.16194
6475.38,0.16919
6475.41,0.1665
6475.45,0.15599
6475.48,0.14295
6475.52,0.1348
6475.55,0.12608
6475.59,0.12315
6475.62,0.11614
6475.66,0.11288
6475.69,0.12005
6475.73,0.13284
6475.76,0.13659
6475.8,0.13553
6475.83,0.12274
6475.87,0.11581
6475.9,0.11842
6475.94,0.11548
6475.98,0.10668
6476.01,0.10456
6476.05,0.10652
6476.08,0.12453
6476.12,0.14409
6476.15,0.14238
6476.19,0.12714
6476.22,0.1119
6476.26,0.09682
6476.29,0.09454
6476.33,0.10432
6476.36,0.11785
6476.4,0.12828
6476.43,0.13961
6476.47,0.13064
6476.5,0.1141
6476.54,0.10513
6476.57,0.10497
6476.61,0.10505
6476.65,0.11459
6476.68,0.11059
6476.72,0.1009
6476.75,0.09104
6476.79,0.08107
6476.82,0.063
6476.86,0.05262
6476.89,0.0556
6476.93,0.06782
6476.96,0.08761
6477,0.11231
6477.03,0.12119
6477.07,0.1176
6477.1,0.11353
6477.14,0.10603
6477.17,0.10505
6477.21,0.11646
6477.24,0.12844
6477.28,0.13643
6477.31,0.14319
6477.35,0.14271
6477.38,0.13562
6477.42,0.12315
6477.46,0.10725
6477.49,0.09332
6477.53,0.09144
6477.56,0.0969
6477.6,0.10562
6477.63,0.11891
6477.67,0.13407
6477.7,0.13888
6477.74,0.12967
6477.77,0.10057
6477.81,0.06427
6477.84,0.04024
6477.88,0.03447
6477.91,0.03579
6477.95,0.04231
6477.98,0.04432
6478.02,0.04822
6478.05,0.05622
6478.09,0.06487
6478.12,0.06926
6478.16,0.07811
6478.19,0.09006
6478.23,0.10253
6478.27,0.10742
6478.3,0.10587
6478.34,0.10244
6478.37,0.10481
6478.41,0.11092
6478.44,0.10994
6478.48,0.09617
