NIST ,intact
5516.46,0
5516.49,2.14E-04
5516.59,6.84E-05
5516.63,0.00309
5516.69,0.00709
5516.72,0.01047
5516.76,0.00932
5516.79,0.00549
5516.82,0.00173
5516.95,9.61E-05
5516.98,0
5517.02,0
5517.44,0
5517.47,0
5517.5,2.96E-05
5517.63,5.32E-04
5517.7,0.0017
5517.73,0.00288
5517.76,0.00324
5517.8,0.0022
5517.83,9.58E-04
5517.86,2.22E-05
5517.96,6.65E-05
5517.99,0
5518.03,0
5518.22,0
5518.25,0
5518.28,7.39E-05
5518.41,0.00143
5518.48,0.00489
5518.51,0.00851
5518.54,0.00988
5518.58,0.00679
5518.61,0.00304
5518.64,1.52E-04
5518.74,2.14E-04
5518.77,0
5518.8,0
5518.94,0
5518.97,0
5519,5.17E-05
5519.13,8.02E-04
5519.19,0.0021
5519.23,0.0033
5519.26,0.00342
5519.29,0.00181
5519.32,6.47E-05
5519.39,0.00156
5519.42,0.004
5519.46,0.00665
5519.49,0.00764
5519.52,0.00561
5519.55,0.00452
5519.58,0.00564
5519.62,0.00776
5519.68,0.01139
5519.72,0.01392
5519.75,0.01025
5519.78,0.00544
5519.81,0.0014
5519.91,2.07E-04
5519.94,4.44E-05
5519.98,0
5520.01,0
5520.46,0
5520.49,0
5520.53,5.17E-05
5520.56,3.70E-05
5520.66,0.00108
5520.72,0.00399
5520.76,0.00709
5520.79,0.00846
5520.82,0.00589
5520.85,0.0027
5520.89,1.90E-04
5520.98,1.92E-04
5521.01,0
5521.05,0
5522.45,0
5522.48,0
5522.52,1.18E-04
5522.55,7.39E-06
5522.64,0.00232
5522.71,0.00808
5522.74,0.01412
5522.77,0.0165
5522.81,0.01138
5522.84,0.00513
5522.87,2.81E-04
5522.97,3.62E-04
5523,0
5523.03,0
5523.46,0
5523.49,0
5523.52,1.11E-04
5523.62,2.77E-05
5523.65,0.0016
5523.72,0.00369
5523.75,0.00547
5523.78,0.0049
5523.81,0.00289
5523.85,0.00102
5523.95,1.48E-04
5523.98,0.00135
5524.01,0.00259
5524.04,0.00353
5524.07,0.00259
5524.11,0.0013
5524.14,1.92E-04
5524.24,9.61E-05
5524.27,0
5524.3,0
5526.39,0
5526.42,0
5526.45,2.88E-04
5526.55,4.99E-05
5526.58,0.00417
5526.65,0.00968
5526.68,0.01445
5526.71,0.01278
5526.74,0.00735
5526.78,0.00249
5526.81,1.57E-04
5526.84,8.04E-04
5526.87,0.00311
5526.91,0.00302
5526.94,0.0017
5526.97,5.32E-04
5527.1,2.96E-05
5527.14,0
5527.17,0
5529.48,0
5529.51,0
5529.54,1.48E-04
5529.64,4.62E-05
5529.67,0.00213
5529.74,0.00489
5529.77,0.00723
5529.8,0.00644
5529.84,0.00379
5529.87,0.00119
5530,6.65E-05
5530.03,0
5530.07,0
5531.72,0
5531.76,0
5531.79,9.61E-05
5531.89,1.92E-04
5531.92,0.0013
5531.99,0.00259
5532.02,0.00353
5532.05,0.00259
5532.08,0.0013
5532.12,1.92E-04
5532.21,9.61E-05
5532.25,0
5532.28,0
5534.3,0
5534.33,0
5534.36,2.14E-04
5534.49,0.00323
5534.56,0.00808
5534.59,0.01179
5534.62,0.01127
5534.66,0.00777
5534.72,0.00492
5534.75,0.00386
5534.79,0.00431
5534.82,0.00372
5534.85,0.00209
5534.88,2.25E-04
5534.98,1.40E-04
5535.02,6.65E-05
5535.14,9.87E-04
5535.21,0.0024
5535.24,0.00364
5535.27,0.00343
5535.31,0.0021
5535.34,7.32E-04
5535.47,4.44E-05
5535.5,0
5535.54,0
5538.6,0
5538.63,0
5538.66,8.87E-05
5538.76,3.88E-05
5538.79,0.00127
5538.86,0.00289
5538.89,0.00426
5538.92,0.00375
5538.96,0.0022
5538.99,6.76E-04
5539.12,3.70E-05
5539.15,0
5539.18,0
5539.38,0
5539.41,0
5539.45,9.61E-05
5539.54,1.92E-04
5539.58,0.0013
5539.64,0.00259
5539.67,0.00353
5539.71,0.00259
5539.74,0.0013
5539.77,1.92E-04
5539.87,9.61E-05
5539.9,0
5539.93,0
5540.03,0
5540.06,0
5540.1,2.74E-04
5540.19,2.03E-05
5540.23,0.00397
5540.29,0.00928
5540.32,0.01385
5540.36,0.01254
5540.39,0.00748
5540.42,0.00244
5540.55,1.40E-04
5540.59,0
5540.62,0
5545.31,0
5545.34,0
5545.38,1.77E-04
5545.47,1.05E-04
5545.51,0.00253
5545.57,0.00569
5545.61,0.00831
5545.64,0.00724
5545.67,0.00419
5545.7,0.00125
5545.83,6.65E-05
5545.86,0
5545.9,0
5548.48,0
5548.51,0
5548.54,5.17E-05
5548.67,8.02E-04
5548.74,0.0021
5548.77,0.0033
5548.8,0.0033
5548.83,0.0021
5548.87,8.02E-04
5549,5.17E-05
5549.03,0
5549.06,0
5551.25,0
5551.28,0
5551.31,5.91E-05
5551.44,9.61E-04
5551.51,0.00269
5551.54,0.00437
5551.57,0.00459
5551.61,0.00299
5551.64,0.00122
5551.77,8.13E-05
5551.8,0
5551.84,0
5553.4,0
5553.43,0
5553.47,1.04E-04
5553.56,6.84E-05
5553.6,0.00147
5553.66,0.00329
5553.69,0.0048
5553.73,0.00415
5553.76,0.0024
5553.79,7.06E-04
5553.92,3.70E-05
5553.96,0
5553.99,0
5555.36,0
5555.39,0
5555.42,8.87E-05
5555.55,0.00169
5555.62,0.00569
5555.65,0.00985
5555.68,0.01136
5555.72,0.00778
5555.75,0.00347
5555.78,1.55E-04
5555.88,2.44E-04
5555.91,0
5555.94,0
5558.4,0
5558.43,0
5558.46,3.70E-05
5558.49,4.44E-05
5558.59,8.09E-04
5558.65,0.00309
5558.69,0.00555
5558.72,0.0067
5558.75,0.00469
5558.79,0.00217
5558.82,1.72E-04
5558.92,1.55E-04
5558.95,0
5558.98,0
5559.44,0
5559.47,0
5559.5,5.17E-05
5559.63,8.02E-04
5559.7,0.0021
5559.73,0.0033
5559.76,0.0033
5559.8,0.0021
5559.83,8.02E-04
5559.96,5.17E-05
5559.99,0
5560.03,0
5563.19,0
5563.23,0
5563.26,3.70E-05
5563.29,3.70E-05
5563.39,7.95E-04
5563.45,0.00299
5563.49,0.00535
5563.52,0.00643
5563.55,0.00449
5563.58,0.00207
5563.62,1.57E-04
5563.72,2.44E-04
5563.81,1.92E-04
5563.85,0.0013
5563.91,0.00259
5563.94,0.00353
5563.98,0.00259
5564.01,0.0013
5564.04,1.92E-04
5564.14,9.61E-05
5564.17,0
5564.21,0
5566.23,0
5566.26,0
5566.29,6.65E-05
5566.43,9.87E-04
5566.49,0.0024
5566.52,0.00364
5566.56,0.00343
5566.59,0.0021
5566.62,7.32E-04
5566.82,0.00278
5566.85,0.00689
5566.88,0.01059
5566.92,0.01015
5566.95,0.00629
5566.98,0.00227
5567.11,1.40E-04
5567.15,0
5567.18,0
5570.15,0
5570.18,0
5570.22,2.96E-05
5570.25,3.70E-05
5570.35,6.51E-04
5570.41,0.00249
5570.44,0.00448
5570.48,0.00542
5570.51,0.00379
5570.54,0.00176
5570.58,1.40E-04
5570.67,1.26E-04
5570.71,0
5570.74,0
5572.7,0
5572.73,0
5572.76,2.96E-05
5572.8,2.81E-04
5572.9,0.00114
5572.96,0.00579
5572.99,0.01107
5573.03,0.01438
5573.06,0.01037
5573.09,0.00505
5573.12,6.28E-04
5573.22,3.70E-04
5573.26,0
5573.29,0
5573.71,0
5573.74,0
5573.78,1.63E-04
5573.91,0.00239
5573.97,0.00569
5574.01,0.00857
5574.04,0.00792
5574.07,0.00479
5574.1,0.00162
5574.24,9.61E-05
5574.27,0
5574.3,0
5574.63,0
5574.66,0
5574.69,3.70E-05
5574.73,1.63E-04
5574.82,0.00105
5574.89,0.00469
5574.92,0.00874
5574.95,0.01105
5574.99,0.00788
5575.02,0.00377
5575.05,4.08E-04
5575.15,2.74E-04
5575.18,0
5575.22,0
5576.26,0
5576.29,0
5576.33,1.33E-04
5576.43,2.66E-04
5576.46,0.0018
5576.52,0.00359
5576.56,0.00489
5576.59,0.00359
5576.62,0.0018
5576.65,2.66E-04
5576.82,1.11E-04
5576.85,0.00156
5576.92,0.00339
5576.95,0.00487
5576.98,0.00408
5577.01,0.0023
5577.05,6.21E-04
5577.15,2.22E-05
5577.18,2.96E-05
5577.21,0
5577.24,0
5578.26,0
5578.29,0
5578.32,1.70E-04
5578.45,0.00271
5578.52,0.00738
5578.55,0.01183
5578.58,0.0122
5578.62,0.00788
5578.65,0.00313
5578.78,2.07E-04
5578.81,0
5578.84,0
5580.45,0
5580.48,0
5580.52,1.11E-04
5580.61,1.66E-04
5580.65,0.00153
5580.71,0.00319
5580.74,0.00447
5580.78,0.00354
5580.81,0.0019
5580.84,4.21E-04
5580.94,6.65E-05
5580.97,1.48E-05
5581,0
5581.04,0
5581.07,0
5581.1,0
5581.13,2.14E-04
5581.23,4.29E-04
5581.27,0.00289
5581.33,0.00579
5581.36,0.00788
5581.4,0.00579
5581.43,0.00289
5581.46,4.88E-04
5581.59,0.00126
5581.63,0.00424
5581.66,0.00791
5581.69,0.01137
5581.72,0.01278
5581.76,0.0143
5581.79,0.01636
5581.82,0.01492
5581.85,0.01091
5581.89,0.00562
5581.92,8.61E-04
5582.05,1.04E-04
5582.08,0
5582.12,8.13E-05
5582.25,0.00122
5582.31,0.00299
5582.35,0.00459
5582.38,0.00449
5582.41,0.00242
5582.44,2.74E-04
5582.51,0.00129
5582.54,0.00419
5582.57,0.0066
5582.61,0.00618
5582.64,0.00393
5582.67,9.27E-04
5582.77,0.0018
5582.8,0.00407
5582.84,0.00556
5582.87,0.00434
5582.9,0.0023
5582.93,4.81E-04
5583.03,9.61E-05
5583.06,1.48E-05
5583.1,0
5583.13,0
5584.08,0
5584.11,0
5584.14,4.44E-05
5584.28,7.32E-04
5584.34,0.0021
5584.37,0.00343
5584.41,0.00364
5584.44,0.0024
5584.47,9.87E-04
5584.6,6.65E-05
5584.64,0
5584.67,0
5585.62,0
5585.65,0
5585.68,1.48E-05
5585.71,1.48E-04
5585.81,5.84E-04
5585.88,0.00299
5585.91,0.00573
5585.94,0.00746
5585.98,0.00539
5586.01,0.00262
5586.04,3.29E-04
5586.14,1.92E-04
5586.17,0
5586.21,0
5587.45,0
5587.48,0
5587.51,1.63E-04
5587.61,2.70E-04
5587.65,0.00222
5587.71,0.00459
5587.74,0.00638
5587.78,0.00493
5587.81,0.00259
5587.84,5.25E-04
5587.94,1.18E-04
5587.97,1.48E-05
5588.01,0
5588.04,0
5588.07,0
5588.1,0
5588.14,3.40E-04
5588.23,2.92E-04
5588.27,0.0048
5588.33,0.01058
5588.37,0.01534
5588.4,0.01297
5588.43,0.00684
5588.46,0.00169
5588.53,0.00149
5588.56,0.00505
5588.59,0.00592
5588.63,0.00399
5588.66,0.00178
5588.69,8.50E-05
5588.86,7.06E-04
5588.92,0.0024
5588.96,0.00415
5588.99,0.0048
5589.02,0.00329
5589.05,0.00147
5589.09,6.84E-05
5589.18,1.04E-04
5589.22,0
5589.25,0
5589.87,0
5589.9,0
5589.94,1.48E-04
5590.07,0.00248
5590.13,0.00729
5590.17,0.01081
5590.2,0.01092
5590.23,0.00841
5590.26,0.00841
5590.3,0.01085
5590.33,0.01447
5590.36,0.01483
5590.4,0.01199
5590.43,0.00843
5590.46,0.00608
5590.49,0.00394
5590.53,0.00341
5590.56,0.00405
5590.59,0.00622
5590.62,0.00923
5590.66,0.00929
5590.69,0.00587
5590.72,0.00205
5590.85,1.26E-04
5590.89,0
5590.92,0
5592.72,0
5592.75,0
5592.79,1.33E-04
5592.88,1.28E-04
5592.92,0.00187
5592.98,0.00409
5593.01,0.00589
5593.05,0.00495
5593.08,0.00279
5593.11,7.65E-04
5593.21,2.22E-05
5593.24,3.70E-05
5593.28,0
5593.31,8.87E-05
5593.41,3.88E-05
5593.44,0.00127
5593.5,0.00289
5593.54,0.00426
5593.57,0.00375
5593.6,0.0022
5593.64,6.76E-04
5593.73,5.91E-05
5593.87,0.00126
5593.93,0.00329
5593.96,0.00518
5594,0.00518
5594.03,0.00332
5594.06,0.00132
5594.16,5.32E-04
5594.19,0.00288
5594.23,0.00508
5594.26,0.00651
5594.29,0.00355
5594.32,0.001
5594.36,7.47E-04
5594.39,0.00315
5594.42,0.00717
5594.46,0.01064
5594.49,0.00722
5594.52,0.00281
5594.55,4.16E-04
5594.59,0.00139
5594.62,0.00524
5594.65,0.00965
5594.68,0.00901
5594.72,0.00559
5594.75,0.00202
5594.95,0.00289
5594.98,0.00727
5595.01,0.01084
5595.04,0.01023
5595.08,0.00664
5595.11,0.00355
5595.14,0.00256
5595.18,0.00132
5595.21,0.00134
5595.24,0.003
5595.31,0.00691
5595.34,0.01247
5595.37,0.01687
5595.4,0.01306
5595.44,0.00675
5595.47,0.00122
5595.57,3.47E-04
5595.6,2.96E-05
5595.63,0
5595.67,0
5595.96,0
5595.99,0
5596.03,6.65E-05
5596.13,2.22E-05
5596.16,9.58E-04
5596.22,0.0022
5596.26,0.00324
5596.29,0.00288
5596.32,0.0018
5596.35,2.22E-04
5596.45,0.00137
5596.49,0.00282
5596.52,0.0038
5596.55,0.00279
5596.58,0.0014
5596.62,2.07E-04
5596.71,1.04E-04
5596.75,0
5596.78,0
5596.98,0
5597.01,0
5597.04,1.48E-04
5597.17,0.00126
5597.24,0.00912
5597.27,0.0192
5597.3,0.02593
5597.34,0.02436
5597.37,0.01467
5597.4,0.00509
5597.53,3.70E-04
5597.57,0
5597.6,0
5597.93,0
5597.96,0
5597.99,1.48E-04
5598.09,2.40E-04
5598.12,0.00203
5598.19,0.00419
5598.22,0.00583
5598.25,0.00454
5598.29,0.0024
5598.32,4.95E-04
5598.42,1.04E-04
5598.45,1.48E-05
5598.48,0
5598.52,0
5599.3,0
5599.34,0
5599.37,5.17E-05
5599.5,9.94E-04
5599.56,0.00339
5599.6,0.00589
5599.63,0.00683
5599.66,0.00469
5599.7,0.0021
5599.73,1.02E-04
5599.83,1.48E-04
5599.86,0
5599.89,0
5600.29,0
5600.32,0
5600.35,1.26E-04
5600.48,0.00211
5600.55,0.00619
5600.58,0.0102
5600.61,0.011
5600.65,0.00729
5600.68,0.00305
5600.81,2.07E-04
5600.84,0
5600.88,0
5601.33,0
5601.37,0
5601.4,6.65E-05
5601.5,2.22E-05
5601.53,9.94E-04
5601.6,0.00217
5601.63,0.00284
5601.66,0.00262
5601.69,0.00244
5601.73,0.00256
5601.76,0.00322
5601.79,0.00397
5601.83,0.00389
5601.86,0.00338
5601.89,0.00288
5601.92,0.00234
5601.96,0.00238
5601.99,0.00302
5602.02,0.00358
5602.05,0.00346
5602.09,0.00247
5602.12,6.80E-04
5602.22,0.00122
5602.25,0.00295
5602.28,0.00413
5602.32,0.00341
5602.35,0.0019
5602.38,4.92E-04
5602.48,2.96E-05
5602.51,2.22E-05
5602.55,0
5602.58,0
5602.68,0
5602.71,0
5602.74,4.44E-05
5602.87,8.28E-04
5602.94,0.00187
5602.97,0.00287
5603,0.00359
5603.04,0.00383
5603.1,0.00448
5603.14,0.0053
5603.17,0.00466
5603.2,0.00294
5603.23,0.00116
5603.37,6.65E-05
5603.4,0
5603.43,0
5603.46,0
5603.5,9.61E-05
5603.63,0.00142
5603.69,0.00339
5603.73,0.00513
5603.76,0.00477
5603.79,0.00289
5603.82,9.90E-04
5603.96,5.91E-05
5603.99,0
5604.02,0
5604.32,0
5604.35,0
5604.38,1.48E-04
5604.51,0.002
5604.58,0.00575
5604.61,0.00882
5604.64,0.0091
5604.68,0.00739
5604.71,0.00532
5604.74,0.00446
5604.77,0.00482
5604.81,0.00393
5604.84,0.00223
5604.87,5.40E-04
5604.97,9.61E-05
5605,1.48E-05
5605.04,0
5605.07,0
5605.1,5.17E-05
5605.23,8.47E-04
5605.3,0.0024
5605.33,0.0039
5605.37,0.00411
5605.4,0.00275
5605.43,9.98E-04
5605.53,2.44E-04
5605.56,0.00242
5605.59,0.00463
5605.63,0.00573
5605.66,0.00574
5605.69,0.00433
5605.76,0.0034
5605.79,0.00328
5605.82,0.00315
5605.86,0.00214
5605.89,0.00109
5606.02,6.65E-05
5606.05,0
5606.09,0
5606.12,0
5606.15,2.96E-05
5606.18,7.39E-05
5606.28,7.24E-04
5606.35,0.00299
5606.38,0.00548
5606.41,0.00678
5606.45,0.00479
5606.48,0.00225
5606.51,2.14E-04
5606.61,1.63E-04
5606.64,0
5606.68,0
5606.97,0
5607,0
5607.04,2.22E-05
5607.07,2.22E-05
5607.17,4.77E-04
5607.23,0.0018
5607.27,0.00321
5607.3,0.00386
5607.33,0.00269
5607.37,0.00134
5607.5,0.00143
5607.53,0.00289
5607.56,0.00413
5607.59,0.00341
5607.63,0.0019
5607.66,4.92E-04
5607.86,0.00241
5607.92,0.00729
5607.95,0.01223
5607.99,0.0131
5608.02,0.00837
5608.05,0.00373
5608.09,0.00131
5608.12,0.0018
5608.15,0.00422
5608.18,0.00483
5608.22,0.00279
5608.25,9.76E-04
5608.38,2.59E-04
5608.48,2.05E-04
5608.51,0.0028
5608.58,0.00609
5608.61,0.00873
5608.64,0.00729
5608.68,0.00409
5608.71,0.0011
5608.91,0.00149
5608.94,0.00439
5608.97,0.00725
5609,0.00783
5609.04,0.00519
5609.07,0.00221
5609.2,8.24E-04
5609.23,0.0024
5609.27,0.00321
5609.3,0.00333
5609.33,0.00307
5609.36,0.00408
5609.4,0.00623
5609.43,0.00848
5609.46,0.00733
5609.5,0.00438
5609.53,0.0012
5609.63,2.22E-05
5609.66,5.91E-05
5609.69,0
5609.73,0
5611.14,0
5611.17,0
5611.2,6.65E-05
5611.33,9.87E-04
5611.4,0.0024
5611.43,0.00364
5611.46,0.00343
5611.5,0.0021
5611.53,7.32E-04
5611.66,1.48E-04
5611.76,2.07E-04
5611.79,0.0014
5611.86,0.00279
5611.89,0.00385
5611.92,0.00287
5611.96,6.10E-04
5612.02,6.25E-04
5612.05,0.00368
5612.09,0.00732
5612.12,0.00887
5612.15,0.00622
5612.19,0.00204
5612.25,3.03E-04
5612.28,0.00381
5612.32,0.00797
5612.35,0.0092
5612.38,0.00639
5612.41,0.00291
5612.45,1.92E-04
5612.55,2.07E-04
5612.58,0
5612.61,0
5614.02,0
5614.06,0
5614.09,6.65E-05
5614.22,9.87E-04
5614.28,0.00245
5614.32,0.00352
5614.35,0.00303
5614.38,0.00199
5614.42,0.00165
5614.45,0.00234
5614.48,0.00314
5614.51,0.00318
5614.55,0.00248
5614.58,0.0024
5614.61,0.00329
5614.65,0.00465
5614.68,0.0042
5614.71,0.00255
5614.74,8.69E-05
5614.81,9.94E-04
5614.84,0.00509
5614.88,0.01136
5614.91,0.01778
5614.94,0.02129
5614.97,0.02265
5615.01,0.0191
5615.04,0.0132
5615.07,0.00841
5615.1,0.00376
5615.14,7.26E-04
5615.17,1.85E-05
5615.27,1.63E-04
5615.3,0
5615.33,5.91E-05
5615.47,9.17E-04
5615.53,0.0024
5615.56,0.00377
5615.6,0.00377
5615.63,0.0024
5615.66,9.17E-04
5615.79,5.91E-05
5615.83,0
5615.86,0
5615.89,0
5615.93,8.13E-05
5616.06,0.00122
5616.12,0.00299
5616.15,0.00459
5616.19,0.00437
5616.22,0.00269
5616.25,9.61E-04
5616.38,5.91E-05
5616.42,0
5616.45,0
5616.58,0
5616.61,0
5616.65,9.61E-05
5616.75,1.92E-04
5616.78,0.0013
5616.84,0.00259
5616.88,0.00353
5616.91,0.00259
5616.94,0.00145
5617.07,0.00227
5617.11,0.00469
5617.14,0.0067
5617.17,0.00555
5617.2,0.00309
5617.24,8.09E-04
5617.33,4.44E-05
5617.37,3.70E-05
5617.4,0
5617.43,0
5617.5,0
5617.53,0
5617.57,2.00E-04
5617.66,3.44E-04
5617.7,0.00272
5617.76,0.00559
5617.8,0.00773
5617.83,0.00593
5617.86,0.00309
5617.89,5.99E-04
5617.99,2.22E-04
5618.09,2.22E-05
5618.12,9.58E-04
5618.19,0.0022
5618.22,0.00324
5618.25,0.00288
5618.29,0.00174
5618.32,4.95E-04
5618.42,7.69E-04
5618.45,0.00252
5618.48,0.00422
5618.52,0.00473
5618.55,0.00319
5618.58,0.00139
5618.62,2.59E-05
5618.71,9.61E-05
5618.75,0
5618.78,0
5619.57,0
5619.6,0
5619.63,1.55E-04
5619.73,3.11E-04
5619.76,0.0021
5619.83,0.00419
5619.86,0.0057
5619.9,0.00419
5619.93,0.0021
5619.96,3.11E-04
5620.06,1.55E-04
5620.09,1.26E-04
5620.19,1.40E-04
5620.22,0.00176
5620.29,0.00379
5620.32,0.00542
5620.35,0.00448
5620.39,0.00249
5620.42,6.51E-04
5620.52,3.70E-05
5620.55,2.96E-05
5620.58,0
5620.62,0
5620.81,0
5620.85,0
5620.88,2.96E-05
5620.91,2.88E-04
5621.01,7.65E-04
5621.08,0.00609
5621.11,0.01267
5621.14,0.01745
5621.18,0.01438
5621.21,0.00794
5621.24,0.00217
5621.34,2.77E-04
5621.37,0.00193
5621.41,0.00379
5621.44,0.00529
5621.47,0.00414
5621.5,0.0022
5621.54,4.66E-04
5621.63,8.87E-05
5621.67,1.48E-05
5621.7,0
5621.73,0
5622.88,0
5622.92,0
5622.95,5.17E-05
5623.08,9.50E-04
5623.15,0.00317
5623.18,0.00515
5623.21,0.00552
5623.24,0.00396
5623.28,0.00295
5623.31,0.00305
5623.34,0.00409
5623.38,0.00439
5623.41,0.00312
5623.44,0.00115
5623.57,7.39E-05
5623.6,0
5623.64,0
5623.84,0
5623.87,0
5623.9,1.40E-04
5624,2.81E-04
5624.03,0.0019
5624.1,0.00379
5624.13,0.00529
5624.16,0.0036
5624.2,8.70E-04
5624.26,0.00154
5624.29,0.00547
5624.33,0.00975
5624.36,0.01032
5624.39,0.00635
5624.43,0.00207
5624.49,8.44E-04
5624.52,0.00396
5624.56,0.00667
5624.59,0.00577
5624.62,0.00339
5624.66,0.00112
5624.79,1.85E-06
5624.82,0.00341
5624.85,0.00862
5624.89,0.01231
5624.92,0.01265
5624.95,0.00881
5624.98,0.00615
5625.05,0.0061
5625.08,0.00818
5625.12,0.00867
5625.15,0.00629
5625.18,0.00236
5625.31,0.00363
5625.35,0.00888
5625.38,0.01397
5625.41,0.01497
5625.44,0.01336
5625.48,0.00752
5625.51,0.00244
5625.71,4.88E-04
5625.74,0.00329
5625.8,0.00659
5625.84,0.00896
5625.87,0.00659
5625.9,0.00329
5625.94,4.88E-04
5626.03,2.44E-04
5626.07,0
5626.1,0
5626.17,0
5626.2,0
5626.23,8.87E-05
5626.36,0.00161
5626.43,0.00519
5626.46,0.00885
5626.49,0.01
5626.53,0.00679
5626.56,0.00297
5626.59,8.13E-05
5626.69,2.07E-04
5626.72,0
5626.76,0
5627.25,0
5627.28,0
5627.32,7.39E-05
5627.45,0.00138
5627.51,0.00407
5627.55,0.00671
5627.58,0.00787
5627.61,0.00631
5627.68,0.00474
5627.71,0.00382
5627.74,0.00294
5627.78,0.00198
5627.81,0.00108
5627.97,2.40E-04
5628,0.00203
5628.04,0.00419
5628.07,0.00583
5628.1,0.00454
5628.14,0.0024
5628.17,4.95E-04
5628.27,1.04E-04
5628.3,1.48E-05
5628.33,2.07E-04
5628.43,2.59E-05
5628.47,0.003
5628.53,0.00699
5628.56,0.0104
5628.6,0.00939
5628.63,0.00559
5628.66,0.00181
5628.76,1.55E-04
5628.86,4.34E-04
5628.89,0.00354
5628.96,0.00729
5628.99,0.01016
5629.02,0.0077
5629.06,0.00363
5629.09,6.30E-04
5629.12,3.51E-05
5629.16,0.00184
5629.19,0.00456
5629.22,0.00461
5629.25,0.00299
5629.29,0.00122
5629.42,8.13E-05
5629.45,2.22E-05
5629.48,4.14E-04
5629.58,0.00118
5629.65,0.00713
5629.68,0.01409
5629.71,0.01886
5629.75,0.01409
5629.78,0.00713
5629.81,0.00118
5629.91,4.14E-04
5629.94,2.22E-05
5629.98,0
5630.01,0
5630.31,0
5630.34,0
5630.37,4.44E-05
5630.4,8.87E-05
5630.5,0.00104
5630.57,0.00419
5630.6,0.00762
5630.63,0.00935
5630.67,0.00659
5630.7,0.00308
5630.73,2.77E-04
5630.83,2.22E-04
5630.86,0
5630.9,0
5631.13,0
5631.16,0
5631.19,1.63E-04
5631.32,0.00209
5631.39,0.00671
5631.42,0.01166
5631.45,0.01309
5631.49,0.01046
5631.52,0.00541
5631.55,0.0012
5631.68,2.83E-04
5631.72,0.00227
5631.75,0.00442
5631.78,0.0062
5631.82,0.00562
5631.85,0.00456
5631.88,0.0041
5631.91,0.00429
5631.95,0.00355
5631.98,0.00244
5632.01,7.43E-04
5632.21,0.00245
5632.24,0.00609
5632.28,0.00937
5632.31,0.00901
5632.34,0.00559
5632.37,0.00202
5632.54,0.00109
5632.57,0.00309
5632.6,0.00504
5632.64,0.00533
5632.67,0.00349
5632.7,0.00143
5632.84,9.61E-05
5632.87,0
5632.9,0
5633.29,0
5633.32,0
5633.36,3.03E-04
5633.46,5.78E-04
5633.49,0.00411
5633.56,0.00828
5633.59,0.01142
5633.62,0.00826
5633.66,0.00383
5633.69,6.75E-04
5633.72,7.95E-05
5633.75,0.00196
5633.79,0.00467
5633.82,0.0041
5633.85,0.00249
5633.89,8.61E-04
5634.02,5.17E-05
5634.05,0
5634.09,0
5634.21,0
5634.25,0
5634.28,5.17E-05
5634.31,3.55E-04
5634.41,0.00172
5634.48,0.00828
5634.51,0.01567
5634.54,0.02014
5634.58,0.01447
5634.61,0.00699
5634.64,8.26E-04
5634.74,5.10E-04
5634.77,0
5634.81,0
5634.87,0
5634.91,0
5634.94,1.63E-04
5635.07,0.00251
5635.13,0.00649
5635.17,0.01017
5635.2,0.0101
5635.23,0.00648
5635.27,0.00218
5635.37,9.39E-04
5635.4,0.00285
5635.43,0.00386
5635.46,0.00321
5635.5,0.0018
5635.53,6.76E-04
5635.63,1.44E-04
5635.66,0.00286
5635.69,0.00639
5635.73,0.00933
5635.76,0.00811
5635.79,0.00469
5635.83,0.0014
5635.96,7.39E-05
5635.99,1.33E-04
5636.12,0.00197
5636.19,0.00479
5636.22,0.0073
5636.25,0.00702
5636.29,0.00352
5636.32,7.17E-04
5636.35,2.92E-04
5636.38,0.00246
5636.42,0.006
5636.45,0.00809
5636.48,0.00579
5636.52,0.00282
5636.55,3.59E-04
5636.71,5.88E-04
5636.78,0.00497
5636.81,0.0104
5636.84,0.0144
5636.88,0.01194
5636.91,0.00663
5636.94,0.00174
5637.04,4.44E-05
5637.08,8.87E-05
5637.11,0
5637.14,0
5638.19,0
5638.22,0
5638.26,5.17E-05
5638.39,5.06E-04
5638.45,0.00225
5638.49,0.00466
5638.52,0.00628
5638.55,0.00618
5638.59,0.00499
5638.62,0.00256
5638.65,6.97E-04
5638.85,0.00174
5638.92,0.00559
5638.95,0.00952
5638.98,0.01074
5639.01,0.00729
5639.05,0.00319
5639.08,8.31E-05
5639.24,4.95E-04
5639.28,2.00E-04
5639.34,0.00132
5639.38,0.00443
5639.41,0.00768
5639.44,0.01122
5639.47,0.01336
5639.51,0.00922
5639.54,0.00443
5639.57,7.36E-04
5639.67,4.51E-04
5639.8,0.00155
5639.87,0.00379
5639.9,0.0058
5639.93,0.00551
5639.97,0.00339
5640,0.0012
5640.13,7.39E-05
5640.16,0
5640.2,0
5640.3,0
5640.33,0
5640.36,1.26E-04
5640.49,0.00108
5640.56,0.00585
5640.59,0.01199
5640.63,0.01575
5640.66,0.01525
5640.69,0.00968
5640.72,0.00346
5640.79,1.39E-04
5640.82,0.00235
5640.85,0.00476
5640.89,0.00412
5640.92,0.00233
5640.95,0.00115
5640.99,0.00111
5641.02,0.00213
5641.05,0.00344
5641.08,0.00265
5641.12,0.0013
5641.15,1.92E-04
5641.25,6.65E-04
5641.35,0.00169
5641.41,0.0097
5641.45,0.01895
5641.48,0.02545
5641.51,0.01783
5641.55,0.00747
